,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Age,Gender,Account_Status
257,258,51,2025-01-11,Online,Amazon,Clothing,995.65,Debit Card,Declined,Miami,59,Other,Inactive
258,259,264,2025-01-11,POS,eBay,Entertainment,981.21,Credit Card,Approved,Chicago,29,Female,Active
259,260,283,2025-01-11,Online,eBay,Groceries,651.26,Debit Card,Approved,Chicago,58,Male,Inactive
260,261,27,2025-01-11,POS,eBay,Dining,805.39,Credit Card,Pending,New York,33,Male,Inactive
261,262,226,2025-01-11,POS,Expedia,Electronics,716.52,Credit Card,Approved,San Francisco,38,Other,Suspended
262,263,277,2025-01-11,Online,eBay,Dining,595.19,Debit Card,Approved,Houston,30,Female,Suspended
263,264,286,2025-01-11,POS,Amazon,Dining,58.08,Credit Card,Approved,Miami,55,Other,Active
264,265,97,2025-01-12,POS,Target,Clothing,457.49,Debit Card,Approved,New York,34,Female,Inactive
265,266,284,2025-01-12,ATM,Expedia,Entertainment,676.41,Credit Card,Approved,Chicago,27,Female,Inactive
266,267,147,2025-01-12,POS,Target,Electronics,679.14,Credit Card,Pending,Houston,35,Female,Active
267,268,4,2025-01-12,POS,Expedia,Groceries,376.26,Credit Card,Pending,Seattle,49,Other,Inactive
268,269,35,2025-01-12,POS,Target,Groceries,941.98,Debit Card,Approved,Miami,66,Female,Suspended
269,270,192,2025-01-12,ATM,Walmart,Health,171.52,Debit Card,Pending,Los Angeles,50,Male,Active
270,271,49,2025-01-12,Online,Target,Travel,502.86,Credit Card,Pending,Houston,42,Other,Suspended
271,272,17,2025-01-12,ATM,eBay,Health,692.43,Debit Card,Declined,Miami,29,Male,Active
272,273,172,2025-01-12,ATM,Walmart,Health,698.65,Credit Card,Approved,New York,43,Male,Active
273,274,220,2025-01-12,Online,Target,Groceries,650.4,Debit Card,Pending,Los Angeles,61,Male,Inactive
274,275,158,2025-01-12,ATM,Expedia,Clothing,278.91,Debit Card,Pending,Miami,34,Male,Active
275,276,46,2025-01-12,Online,Expedia,Dining,160.43,Credit Card,Approved,Miami,54,Female,Active
276,277,6,2025-01-12,ATM,Expedia,Entertainment,637.76,Credit Card,Declined,Chicago,28,Female,Active
277,278,99,2025-01-12,Online,BestBuy,Dining,601.31,Credit Card,Approved,San Francisco,61,Other,Active
278,279,233,2025-01-12,POS,Amazon,Dining,183.46,Credit Card,Declined,Houston,60,Female,Suspended
279,280,37,2025-01-12,ATM,Expedia,Electronics,706.61,Credit Card,Approved,Chicago,29,Other,Active
280,281,280,2025-01-12,ATM,Walmart,Groceries,457.9,Debit Card,Approved,Seattle,41,Male,Active
281,282,181,2025-01-12,ATM,Expedia,Entertainment,669.42,Debit Card,Approved,Los Angeles,33,Female,Inactive
282,283,95,2025-01-12,ATM,BestBuy,Clothing,838.18,Credit Card,Approved,San Francisco,30,Female,Suspended
283,284,99,2025-01-12,POS,eBay,Electronics,173.88,Credit Card,Declined,Miami,61,Other,Active
284,285,188,2025-01-12,ATM,Walmart,Travel,24.05,Credit Card,Declined,Chicago,41,Female,Inactive
285,286,116,2025-01-12,POS,BestBuy,Clothing,780.21,Debit Card,Pending,San Francisco,60,Female,Inactive
286,287,191,2025-01-12,POS,eBay,Health,611.65,Credit Card,Approved,Seattle,36,Female,Inactive
287,288,253,2025-01-12,POS,Costco,Clothing,701.14,Credit Card,Declined,Houston,25,Female,Active
288,289,161,2025-01-13,POS,Costco,Clothing,838.96,Debit Card,Declined,Seattle,19,Other,Active
289,290,256,2025-01-13,Online,Walmart,Dining,803.8,Debit Card,Declined,Los Angeles,65,Female,Suspended
290,291,128,2025-01-13,Online,Target,Clothing,961.12,Debit Card,Approved,New York,24,Female,Active
291,292,18,2025-01-13,ATM,Amazon,Health,538.26,Debit Card,Pending,Chicago,38,Other,Inactive
292,293,281,2025-01-13,Online,Amazon,Health,491.05,Credit Card,Declined,Los Angeles,26,Female,Suspended
293,294,223,2025-01-13,Online,BestBuy,Groceries,404.88,Debit Card,Approved,New York,34,Other,Inactive
294,295,54,2025-01-13,ATM,eBay,Clothing,157.92,Debit Card,Declined,Chicago,47,Male,Inactive
295,296,58,2025-01-13,ATM,Amazon,Dining,574.74,Credit Card,Declined,Los Angeles,41,Other,Active
296,297,174,2025-01-13,ATM,eBay,Clothing,280.63,Credit Card,Pending,Seattle,37,Female,Suspended
297,298,280,2025-01-13,Online,eBay,Travel,921.7,Credit Card,Declined,Los Angeles,41,Male,Active
298,299,114,2025-01-13,Online,BestBuy,Travel,585.27,Debit Card,Declined,San Francisco,36,Male,Inactive
299,300,288,2025-01-13,ATM,BestBuy,Dining,594.88,Credit Card,Approved,Seattle,20,Other,Inactive
300,301,151,2025-01-13,POS,BestBuy,Groceries,358.15,Debit Card,Approved,Chicago,44,Other,Inactive
301,302,127,2025-01-13,ATM,Amazon,Groceries,56.73,Debit Card,Pending,Los Angeles,47,Male,Inactive
302,303,155,2025-01-13,POS,Costco,Health,36.59,Debit Card,Approved,Miami,53,Male,Suspended
303,304,273,2025-01-13,POS,BestBuy,Health,426.22,Credit Card,Approved,Chicago,53,Female,Active
304,305,104,2025-01-13,ATM,Amazon,Electronics,89.14,Debit Card,Pending,Los Angeles,30,Other,Inactive
305,306,299,2025-01-13,ATM,BestBuy,Dining,608.81,Credit Card,Declined,San Francisco,55,Female,Inactive
306,307,246,2025-01-13,ATM,Expedia,Clothing,881.57,Credit Card,Pending,New York,67,Male,Suspended
307,308,176,2025-01-13,Online,eBay,Entertainment,883.5,Credit Card,Approved,New York,31,Other,Inactive
308,309,39,2025-01-13,POS,BestBuy,Dining,660.75,Debit Card,Pending,Miami,27,Other,Inactive
309,310,170,2025-01-13,Online,Walmart,Electronics,215.18,Debit Card,Declined,Chicago,54,Male,Suspended
310,311,247,2025-01-13,Online,eBay,Health,863.68,Debit Card,Pending,San Francisco,39,Female,Suspended
311,312,26,2025-01-13,ATM,eBay,Dining,886.66,Credit Card,Approved,Los Angeles,23,Other,Inactive
312,313,13,2025-01-14,Online,BestBuy,Dining,200.67,Debit Card,Approved,Los Angeles,54,Other,Active
313,314,36,2025-01-14,ATM,Costco,Health,738.74,Debit Card,Pending,New York,66,Male,Active
314,315,173,2025-01-14,POS,Target,Electronics,290.09,Debit Card,Declined,San Francisco,56,Other,Inactive
315,316,20,2025-01-14,ATM,Costco,Health,803.63,Debit Card,Pending,Seattle,36,Female,Active
316,317,264,2025-01-14,Online,BestBuy,Groceries,997.25,Debit Card,Declined,Miami,29,Female,Active
317,318,142,2025-01-14,Online,eBay,Clothing,34.88,Credit Card,Declined,New York,54,Male,Active
318,319,143,2025-01-14,ATM,Walmart,Health,897.88,Credit Card,Pending,New York,37,Other,Inactive
319,320,92,2025-01-14,ATM,eBay,Electronics,624.52,Credit Card,Declined,Miami,19,Male,Suspended
320,321,288,2025-01-14,Online,Costco,Travel,973.52,Credit Card,Approved,Chicago,20,Other,Inactive
321,322,215,2025-01-14,POS,Walmart,Groceries,467.68,Debit Card,Pending,Los Angeles,52,Female,Inactive
322,323,51,2025-01-14,POS,Amazon,Travel,848.15,Credit Card,Declined,Chicago,59,Other,Inactive
323,324,153,2025-01-14,ATM,Expedia,Entertainment,67.08,Debit Card,Approved,San Francisco,63,Male,Active
324,325,186,2025-01-14,POS,eBay,Health,338.6,Credit Card,Pending,Seattle,45,Male,Suspended
325,326,63,2025-01-14,Online,BestBuy,Groceries,71.68,Credit Card,Approved,Houston,21,Female,Inactive
326,327,190,2025-01-14,ATM,Amazon,Clothing,975.47,Credit Card,Approved,Houston,42,Female,Inactive
327,328,125,2025-01-14,Online,Expedia,Health,817.89,Debit Card,Approved,Houston,54,Female,Inactive
328,329,150,2025-01-14,Online,BestBuy,Clothing,853.28,Debit Card,Declined,Miami,48,Other,Active
329,330,58,2025-01-14,POS,Target,Dining,938.28,Credit Card,Pending,New York,41,Other,Active
330,331,180,2025-01-14,ATM,BestBuy,Travel,89.68,Debit Card,Pending,Seattle,63,Male,Inactive
331,332,170,2025-01-14,ATM,Walmart,Groceries,388.67,Credit Card,Declined,Chicago,54,Male,Suspended
332,333,271,2025-01-14,POS,Walmart,Clothing,75.68,Credit Card,Pending,Los Angeles,24,Female,Suspended
333,334,54,2025-01-14,Online,Target,Electronics,214.74,Credit Card,Approved,Houston,47,Male,Inactive
334,335,101,2025-01-14,Online,Amazon,Clothing,233.22,Debit Card,Pending,Chicago,24,Female,Suspended
335,336,264,2025-01-14,Online,Expedia,Electronics,471.76,Credit Card,Declined,Houston,29,Female,Active
336,337,53,2025-01-15,Online,BestBuy,Health,272.22,Credit Card,Approved,Seattle,46,Male,Inactive
337,338,60,2025-01-15,ATM,Walmart,Groceries,105.47,Credit Card,Declined,Houston,26,Male,Suspended
338,339,108,2025-01-15,ATM,Amazon,Clothing,171.65,Debit Card,Approved,Los Angeles,28,Other,Suspended
339,340,5,2025-01-15,POS,Target,Entertainment,151.54,Credit Card,Approved,San Francisco,27,Other,Suspended
340,341,103,2025-01-15,POS,Costco,Clothing,973.21,Debit Card,Pending,San Francisco,25,Female,Inactive
341,342,196,2025-01-15,ATM,eBay,Entertainment,760.5,Credit Card,Approved,Seattle,27,Female,Suspended
342,343,262,2025-01-15,ATM,Costco,Groceries,967.92,Debit Card,Declined,San Francisco,63,Other,Active
343,344,47,2025-01-15,Online,Costco,Clothing,442.54,Credit Card,Pending,Miami,69,Male,Inactive
344,345,144,2025-01-15,Online,Walmart,Electronics,281.98,Credit Card,Declined,New York,18,Male,Active
345,346,269,2025-01-15,POS,Target,Clothing,799.3,Debit Card,Approved,Miami,67,Female,Active
346,347,124,2025-01-15,ATM,BestBuy,Travel,329.62,Debit Card,Declined,Chicago,66,Other,Active
347,348,106,2025-01-15,POS,Costco,Health,302.89,Credit Card,Declined,Miami,19,Male,Active
348,349,158,2025-01-15,ATM,Costco,Dining,236.34,Debit Card,Approved,Chicago,34,Male,Active
349,350,147,2025-01-15,Online,Expedia,Electronics,134.03,Credit Card,Pending,Chicago,35,Female,Active
350,351,145,2025-01-15,POS,Walmart,Travel,260.18,Credit Card,Declined,New York,69,Female,Active
351,352,120,2025-01-15,POS,Walmart,Entertainment,358.54,Credit Card,Approved,Los Angeles,19,Male,Active
352,353,275,2025-01-15,ATM,BestBuy,Health,675.62,Debit Card,Pending,Seattle,48,Male,Suspended
353,354,92,2025-01-15,Online,eBay,Groceries,67.25,Credit Card,Pending,New York,19,Male,Suspended
354,355,58,2025-01-15,POS,Amazon,Electronics,214.45,Debit Card,Pending,Seattle,41,Other,Active
355,356,229,2025-01-15,Online,Expedia,Dining,809.98,Credit Card,Declined,San Francisco,28,Female,Suspended
356,357,117,2025-01-15,POS,Walmart,Health,151.19,Debit Card,Declined,San Francisco,46,Female,Suspended
357,358,279,2025-01-15,Online,Expedia,Entertainment,345.93,Debit Card,Declined,Miami,58,Other,Inactive
358,359,127,2025-01-15,ATM,Walmart,Dining,865.34,Credit Card,Pending,Chicago,47,Male,Inactive
359,360,129,2025-01-15,POS,Expedia,Groceries,159.15,Debit Card,Declined,Houston,26,Male,Suspended
360,361,58,2025-01-16,POS,Target,Groceries,87.32,Credit Card,Approved,Houston,41,Other,Active
361,362,122,2025-01-16,Online,Costco,Entertainment,487.12,Credit Card,Declined,Seattle,21,Female,Active
362,363,1,2025-01-16,Online,Walmart,Electronics,305.91,Credit Card,Declined,Chicago,66,Male,Inactive
363,364,239,2025-01-16,POS,Expedia,Entertainment,565.59,Credit Card,Pending,Seattle,40,Other,Active
364,365,290,2025-01-16,ATM,Amazon,Clothing,804.79,Credit Card,Declined,New York,48,Male,Inactive
365,366,96,2025-01-16,Online,Target,Groceries,141.46,Debit Card,Approved,Los Angeles,54,Female,Suspended
366,367,126,2025-01-16,Online,Target,Health,582.8,Credit Card,Pending,New York,45,Other,Inactive
367,368,118,2025-01-16,Online,Amazon,Clothing,507.98,Debit Card,Approved,Chicago,60,Female,Active
368,369,48,2025-01-16,POS,Expedia,Travel,148.36,Debit Card,Pending,Chicago,41,Male,Inactive
369,370,89,2025-01-16,POS,BestBuy,Dining,625.88,Credit Card,Pending,Los Angeles,21,Male,Active
370,371,237,2025-01-16,POS,Amazon,Clothing,277.27,Debit Card,Declined,Seattle,29,Other,Suspended
371,372,272,2025-01-16,POS,Expedia,Dining,490.4,Credit Card,Approved,Miami,28,Female,Suspended
372,373,189,2025-01-16,ATM,Amazon,Entertainment,86.86,Debit Card,Pending,Miami,20,Other,Inactive
373,374,192,2025-01-16,ATM,Amazon,Clothing,462.29,Debit Card,Declined,Los Angeles,50,Male,Active
374,375,69,2025-01-16,POS,Walmart,Entertainment,309.93,Debit Card,Pending,Miami,59,Female,Active
375,376,278,2025-01-16,ATM,Expedia,Travel,823.27,Credit Card,Pending,Houston,35,Male,Suspended
376,377,247,2025-01-16,Online,BestBuy,Groceries,61.69,Debit Card,Pending,Miami,39,Female,Suspended
377,378,76,2025-01-16,Online,Costco,Travel,421.51,Credit Card,Pending,Miami,51,Female,Active
378,379,154,2025-01-16,Online,Walmart,Groceries,461.14,Debit Card,Pending,Miami,46,Male,Inactive
379,380,144,2025-01-16,POS,Amazon,Entertainment,726.38,Debit Card,Pending,Houston,18,Male,Active
380,381,86,2025-01-16,Online,Costco,Groceries,576.42,Debit Card,Declined,Seattle,28,Female,Inactive
381,382,185,2025-01-16,ATM,eBay,Dining,668.88,Debit Card,Pending,Miami,46,Female,Suspended
382,383,285,2025-01-16,POS,Costco,Health,778.16,Credit Card,Approved,San Francisco,19,Other,Active
383,384,220,2025-01-16,ATM,Amazon,Travel,862.89,Credit Card,Declined,Houston,61,Male,Inactive
384,385,69,2025-01-17,Online,Amazon,Clothing,317.31,Debit Card,Approved,Los Angeles,59,Female,Active
385,386,47,2025-01-17,Online,Expedia,Travel,540.33,Debit Card,Pending,New York,69,Male,Inactive
386,387,94,2025-01-17,Online,Expedia,Dining,840.91,Credit Card,Approved,Los Angeles,56,Male,Suspended
387,388,238,2025-01-17,POS,Walmart,Groceries,989.5,Credit Card,Pending,New York,60,Male,Suspended
388,389,204,2025-01-17,ATM,BestBuy,Dining,890.07,Credit Card,Pending,Los Angeles,22,Other,Active
389,390,218,2025-01-17,POS,Walmart,Electronics,374.61,Credit Card,Declined,San Francisco,29,Male,Suspended
390,391,39,2025-01-17,POS,Target,Electronics,199.19,Debit Card,Declined,New York,27,Other,Inactive
391,392,100,2025-01-17,Online,Amazon,Clothing,491.95,Debit Card,Pending,New York,36,Male,Inactive
392,393,289,2025-01-17,POS,Costco,Dining,742.93,Credit Card,Declined,Chicago,60,Other,Inactive
393,394,254,2025-01-17,POS,eBay,Entertainment,495.11,Credit Card,Approved,New York,68,Male,Inactive
394,395,222,2025-01-17,Online,Amazon,Clothing,485.76,Credit Card,Declined,New York,60,Male,Inactive
395,396,23,2025-01-17,POS,Amazon,Entertainment,839.04,Credit Card,Declined,Chicago,68,Female,Active
396,397,250,2025-01-17,Online,Walmart,Clothing,364.6,Credit Card,Approved,Miami,42,Male,Inactive
397,398,10,2025-01-17,Online,eBay,Electronics,860.5,Credit Card,Declined,Miami,64,Female,Inactive
398,399,246,2025-01-17,Online,eBay,Clothing,409.77,Debit Card,Pending,Chicago,67,Male,Suspended
399,400,100,2025-01-17,Online,eBay,Electronics,331.59,Debit Card,Approved,Houston,36,Male,Inactive
400,401,290,2025-01-17,POS,Walmart,Groceries,456.72,Debit Card,Pending,New York,48,Male,Inactive
401,402,180,2025-01-17,Online,Amazon,Entertainment,763.63,Credit Card,Approved,New York,63,Male,Inactive
402,403,223,2025-01-17,Online,Walmart,Dining,130.37,Credit Card,Pending,Chicago,34,Other,Inactive
403,404,250,2025-01-17,POS,Expedia,Clothing,200.44,Credit Card,Pending,Chicago,42,Male,Inactive
404,405,147,2025-01-17,POS,Expedia,Electronics,951.69,Debit Card,Declined,Houston,35,Female,Active
405,406,96,2025-01-17,ATM,Walmart,Travel,179.61,Credit Card,Pending,San Francisco,54,Female,Suspended
406,407,257,2025-01-17,POS,eBay,Entertainment,569.89,Credit Card,Declined,Miami,55,Female,Inactive
407,408,4,2025-01-17,POS,Amazon,Clothing,581.42,Debit Card,Approved,Los Angeles,49,Other,Inactive
408,409,16,2025-01-18,ATM,Walmart,Health,492.18,Credit Card,Pending,San Francisco,57,Female,Suspended
409,410,280,2025-01-18,POS,Walmart,Groceries,646.52,Debit Card,Pending,Seattle,41,Male,Active
410,411,247,2025-01-18,POS,Walmart,Groceries,233.68,Debit Card,Approved,Miami,39,Female,Suspended
411,412,258,2025-01-18,POS,Target,Travel,554.9,Credit Card,Approved,New York,23,Male,Inactive
412,413,160,2025-01-18,POS,Expedia,Electronics,375.31,Debit Card,Pending,Seattle,42,Other,Suspended
413,414,152,2025-01-18,ATM,Costco,Clothing,663.36,Credit Card,Approved,San Francisco,34,Other,Inactive
414,415,178,2025-01-18,POS,eBay,Entertainment,145.52,Debit Card,Declined,Chicago,34,Male,Inactive
415,416,163,2025-01-18,POS,BestBuy,Electronics,573.02,Credit Card,Approved,Houston,22,Other,Suspended
416,417,33,2025-01-18,ATM,Costco,Groceries,189.34,Debit Card,Approved,Miami,60,Female,Active
417,418,179,2025-01-18,Online,eBay,Electronics,282.25,Credit Card,Pending,Houston,38,Female,Suspended
418,419,101,2025-01-18,ATM,BestBuy,Groceries,222.62,Debit Card,Declined,Seattle,24,Female,Suspended
419,420,268,2025-01-18,Online,Target,Electronics,186.92,Debit Card,Approved,Miami,59,Female,Inactive
420,421,65,2025-01-18,ATM,Walmart,Travel,826.58,Debit Card,Declined,San Francisco,45,Female,Suspended
421,422,168,2025-01-18,ATM,Target,Dining,289.28,Credit Card,Declined,New York,38,Other,Suspended
422,423,43,2025-01-18,POS,Target,Travel,927.49,Credit Card,Declined,Los Angeles,66,Female,Active
423,424,44,2025-01-18,Online,Costco,Travel,970.08,Debit Card,Pending,Houston,53,Female,Active
424,425,285,2025-01-18,POS,Amazon,Dining,573.4,Credit Card,Approved,Houston,19,Other,Active
425,426,12,2025-01-18,Online,Costco,Dining,147.29,Debit Card,Pending,Los Angeles,53,Female,Suspended
426,427,95,2025-01-18,ATM,Expedia,Clothing,377.68,Credit Card,Approved,Houston,30,Female,Suspended
427,428,253,2025-01-18,ATM,BestBuy,Entertainment,798.74,Debit Card,Approved,Houston,25,Female,Active
428,429,242,2025-01-18,Online,Walmart,Entertainment,370.55,Credit Card,Pending,Miami,54,Male,Suspended
429,430,35,2025-01-18,POS,Costco,Clothing,91.58,Debit Card,Declined,Miami,66,Female,Suspended
430,431,215,2025-01-18,POS,BestBuy,Travel,559.0,Debit Card,Declined,Los Angeles,52,Female,Inactive
431,432,90,2025-01-18,POS,eBay,Travel,845.9,Debit Card,Approved,Seattle,28,Male,Suspended
432,433,264,2025-01-19,POS,BestBuy,Groceries,796.95,Debit Card,Pending,New York,29,Female,Active
433,434,93,2025-01-19,ATM,eBay,Groceries,179.25,Credit Card,Declined,San Francisco,33,Male,Suspended
434,435,90,2025-01-19,ATM,Costco,Entertainment,674.4,Debit Card,Declined,San Francisco,28,Male,Suspended
435,436,115,2025-01-19,ATM,Expedia,Clothing,224.4,Credit Card,Approved,Seattle,23,Male,Suspended
436,437,105,2025-01-19,ATM,Costco,Health,222.12,Credit Card,Approved,Houston,54,Other,Active
437,438,196,2025-01-19,ATM,eBay,Health,874.7,Debit Card,Pending,New York,27,Female,Suspended
438,439,114,2025-01-19,POS,BestBuy,Clothing,253.42,Credit Card,Approved,Los Angeles,36,Male,Inactive
439,440,75,2025-01-19,POS,BestBuy,Groceries,266.93,Credit Card,Declined,Seattle,29,Female,Suspended
440,441,217,2025-01-19,POS,eBay,Entertainment,5.65,Credit Card,Declined,Los Angeles,31,Male,Active
441,442,277,2025-01-19,POS,Target,Entertainment,871.32,Debit Card,Declined,Miami,30,Female,Suspended
442,443,249,2025-01-19,ATM,Expedia,Groceries,793.63,Credit Card,Declined,Houston,41,Other,Suspended
443,444,164,2025-01-19,ATM,Amazon,Health,629.19,Credit Card,Pending,Chicago,21,Male,Active
444,445,192,2025-01-19,ATM,Walmart,Electronics,751.51,Debit Card,Pending,Los Angeles,50,Male,Active
445,446,227,2025-01-19,Online,BestBuy,Electronics,156.29,Debit Card,Approved,Seattle,40,Male,Active
446,447,177,2025-01-19,POS,Walmart,Groceries,461.03,Credit Card,Approved,Houston,53,Female,Suspended
447,448,99,2025-01-19,POS,Amazon,Electronics,354.46,Debit Card,Approved,New York,61,Other,Active
448,449,36,2025-01-19,ATM,Costco,Dining,98.31,Credit Card,Pending,Seattle,66,Male,Active
449,450,96,2025-01-19,POS,Walmart,Clothing,488.7,Credit Card,Declined,Miami,54,Female,Suspended
450,451,152,2025-01-19,POS,Amazon,Clothing,921.14,Credit Card,Approved,San Francisco,34,Other,Inactive
451,452,151,2025-01-19,ATM,eBay,Groceries,44.86,Debit Card,Declined,New York,44,Other,Inactive
452,453,190,2025-01-19,Online,Target,Travel,295.0,Credit Card,Approved,Los Angeles,42,Female,Inactive
453,454,224,2025-01-19,Online,BestBuy,Health,211.5,Debit Card,Approved,Los Angeles,57,Other,Inactive
454,455,37,2025-01-19,Online,Amazon,Groceries,241.96,Debit Card,Approved,New York,29,Other,Active
455,456,268,2025-01-19,ATM,Walmart,Electronics,908.89,Credit Card,Approved,Los Angeles,59,Female,Inactive
456,457,183,2025-01-20,POS,BestBuy,Health,470.73,Debit Card,Approved,Seattle,33,Male,Active
457,458,13,2025-01-20,ATM,Target,Travel,468.97,Debit Card,Declined,Houston,54,Other,Active
458,459,279,2025-01-20,ATM,eBay,Electronics,761.77,Debit Card,Approved,Los Angeles,58,Other,Inactive
459,460,217,2025-01-20,POS,Costco,Entertainment,158.72,Debit Card,Declined,Miami,31,Male,Active
460,461,286,2025-01-20,Online,BestBuy,Dining,489.83,Debit Card,Pending,Houston,55,Other,Active
461,462,273,2025-01-20,Online,Costco,Electronics,432.84,Credit Card,Approved,Seattle,53,Female,Active
462,463,62,2025-01-20,ATM,Amazon,Dining,598.93,Debit Card,Declined,Chicago,52,Other,Inactive
463,464,84,2025-01-20,Online,Target,Health,999.56,Credit Card,Pending,Los Angeles,56,Female,Inactive
464,465,217,2025-01-20,ATM,Walmart,Dining,770.6,Credit Card,Pending,Los Angeles,31,Male,Active
465,466,187,2025-01-20,ATM,Target,Health,400.88,Credit Card,Pending,Miami,25,Female,Suspended
466,467,19,2025-01-20,POS,Target,Health,828.42,Credit Card,Declined,Seattle,57,Male,Suspended
467,468,177,2025-01-20,POS,Expedia,Health,174.85,Credit Card,Approved,Miami,53,Female,Suspended
468,469,100,2025-01-20,POS,Target,Health,35.31,Credit Card,Approved,San Francisco,36,Male,Inactive
469,470,233,2025-01-20,ATM,Target,Health,208.43,Debit Card,Declined,Seattle,60,Female,Suspended
470,471,76,2025-01-20,POS,BestBuy,Electronics,343.71,Debit Card,Approved,New York,51,Female,Active
471,472,265,2025-01-20,Online,Walmart,Health,513.03,Debit Card,Declined,New York,55,Other,Suspended
472,473,284,2025-01-20,Online,BestBuy,Electronics,617.05,Credit Card,Approved,New York,27,Female,Inactive
473,474,206,2025-01-20,ATM,BestBuy,Health,911.05,Debit Card,Pending,Miami,30,Female,Inactive
474,475,223,2025-01-20,ATM,Amazon,Dining,512.3,Debit Card,Approved,New York,34,Other,Inactive
475,476,52,2025-01-20,POS,BestBuy,Entertainment,503.77,Debit Card,Declined,Seattle,34,Other,Inactive
476,477,144,2025-01-20,ATM,Expedia,Health,54.99,Credit Card,Declined,New York,18,Male,Active
477,478,69,2025-01-20,ATM,Expedia,Travel,39.74,Debit Card,Pending,Chicago,59,Female,Active
478,479,99,2025-01-20,Online,Costco,Health,553.4,Credit Card,Declined,New York,61,Other,Active
479,480,25,2025-01-20,Online,Amazon,Health,440.99,Debit Card,Approved,Los Angeles,64,Male,Suspended
480,481,53,2025-01-21,POS,Costco,Dining,839.98,Credit Card,Approved,San Francisco,46,Male,Inactive
481,482,151,2025-01-21,ATM,Costco,Clothing,164.88,Credit Card,Pending,Miami,44,Other,Inactive
482,483,144,2025-01-21,ATM,eBay,Dining,29.85,Credit Card,Declined,Houston,18,Male,Active
483,484,57,2025-01-21,Online,Walmart,Travel,451.79,Debit Card,Pending,San Francisco,24,Female,Active
484,485,39,2025-01-21,ATM,Walmart,Clothing,241.29,Debit Card,Approved,Chicago,27,Other,Inactive
485,486,109,2025-01-21,Online,BestBuy,Groceries,54.37,Credit Card,Pending,Miami,41,Male,Active
486,487,181,2025-01-21,POS,BestBuy,Groceries,725.98,Debit Card,Declined,Seattle,33,Female,Inactive
487,488,42,2025-01-21,Online,eBay,Travel,116.04,Credit Card,Pending,Miami,18,Female,Suspended
488,489,186,2025-01-21,ATM,BestBuy,Dining,610.28,Credit Card,Declined,Los Angeles,45,Male,Suspended
489,490,223,2025-01-21,POS,Walmart,Electronics,284.64,Debit Card,Declined,Seattle,34,Other,Inactive
490,491,122,2025-01-21,Online,Costco,Travel,177.63,Debit Card,Approved,San Francisco,21,Female,Active
491,492,133,2025-01-21,Online,Target,Entertainment,382.85,Debit Card,Approved,San Francisco,68,Female,Active
492,493,163,2025-01-21,POS,Expedia,Clothing,802.44,Credit Card,Approved,New York,22,Other,Suspended
493,494,215,2025-01-21,POS,Target,Clothing,395.13,Credit Card,Declined,Seattle,52,Female,Inactive
494,495,221,2025-01-21,Online,Target,Health,752.02,Debit Card,Pending,Los Angeles,46,Other,Suspended
495,496,235,2025-01-21,ATM,Walmart,Groceries,129.86,Credit Card,Declined,New York,53,Male,Suspended
496,497,146,2025-01-21,Online,Target,Clothing,773.91,Debit Card,Approved,New York,20,Male,Inactive
497,498,239,2025-01-21,POS,eBay,Travel,240.75,Credit Card,Approved,Miami,40,Other,Active
498,499,76,2025-01-21,Online,Amazon,Clothing,679.01,Debit Card,Pending,San Francisco,51,Female,Active
499,500,9,2025-01-21,POS,BestBuy,Travel,567.95,Debit Card,Approved,New York,58,Female,Inactive
500,501,74,2025-01-21,POS,Amazon,Electronics,929.5,Credit Card,Approved,Chicago,50,Male,Active
501,502,253,2025-01-21,ATM,Costco,Health,390.39,Debit Card,Approved,Chicago,25,Female,Active
502,503,230,2025-01-21,POS,Expedia,Groceries,70.83,Debit Card,Pending,San Francisco,51,Male,Inactive
503,504,7,2025-01-21,POS,BestBuy,Clothing,24.06,Credit Card,Declined,Chicago,55,Female,Active
504,505,174,2025-01-22,ATM,Target,Travel,827.72,Debit Card,Approved,Miami,37,Female,Suspended
505,506,141,2025-01-22,POS,Expedia,Dining,527.11,Credit Card,Pending,Los Angeles,30,Other,Inactive
506,507,168,2025-01-22,ATM,BestBuy,Groceries,776.37,Debit Card,Approved,Houston,38,Other,Suspended
507,508,170,2025-01-22,ATM,eBay,Electronics,238.25,Credit Card,Pending,New York,54,Male,Suspended
508,509,283,2025-01-22,POS,eBay,Travel,348.36,Debit Card,Approved,Houston,58,Male,Inactive
509,510,122,2025-01-22,POS,eBay,Entertainment,34.95,Debit Card,Pending,Los Angeles,21,Female,Active
510,511,194,2025-01-22,Online,eBay,Entertainment,961.68,Debit Card,Approved,Los Angeles,32,Other,Suspended
511,512,5,2025-01-22,ATM,Target,Health,669.53,Debit Card,Declined,Miami,27,Other,Suspended
512,513,29,2025-01-22,Online,Amazon,Health,933.54,Credit Card,Approved,Chicago,65,Female,Suspended
513,514,165,2025-01-22,POS,BestBuy,Electronics,269.17,Credit Card,Pending,Chicago,53,Female,Active
514,515,136,2025-01-22,Online,Target,Electronics,613.41,Credit Card,Approved,Los Angeles,27,Female,Inactive
515,516,145,2025-01-22,ATM,eBay,Health,680.11,Credit Card,Declined,Miami,69,Female,Active
