,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,year,month,day
1128,101128,1948,2023-02-17,Online,Walmart,Electronics,1951.77,Credit Card,Approved,North Heatherland,2023,2,17
1129,101129,3992,2023-02-17,Online,Apple Store,Entertainment,4082.73,Debit Card,Approved,Wagnermouth,2023,2,17
1141,101141,4263,2023-02-17,Online,Netflix,Clothing,2858.68,UPI,Approved,Haleytown,2023,2,17
1143,101143,4557,2023-02-17,Online,Apple Store,Travel,3338.65,Credit Card,Approved,Lake Belindafort,2023,2,17
1149,101149,3976,2023-02-17,Online,Target,Entertainment,3599.45,UPI,Pending,Lake Jillton,2023,2,17
1159,101159,2245,2023-02-18,Online,Walmart,Electronics,4077.29,UPI,Approved,West Brandon,2023,2,18
1162,101162,1594,2023-02-18,Online,BestBuy,Dining,1058.65,PayPal,Approved,Amberfurt,2023,2,18
1164,101164,2650,2023-02-18,Online,Uber,Dining,2927.93,UPI,Declined,Port Rebecca,2023,2,18
1166,101166,2961,2023-02-18,Online,BestBuy,Dining,3346.32,PayPal,Approved,Kleinhaven,2023,2,18
1180,101180,1562,2023-02-19,Online,Amazon,Travel,1256.33,UPI,Approved,Kingburgh,2023,2,19
1183,101183,4745,2023-02-19,Online,Apple Store,Electronics,3094.7,Debit Card,Pending,Garciamouth,2023,2,19
1186,101186,3719,2023-02-19,Online,Walmart,Entertainment,1114.42,Credit Card,Approved,Annachester,2023,2,19
1189,101189,2781,2023-02-19,Online,Uber,Electronics,3911.0,Credit Card,Approved,Grayfurt,2023,2,19
1191,101191,4856,2023-02-19,Online,Netflix,Entertainment,4077.04,Credit Card,Approved,Anthonytown,2023,2,19
1197,101197,4528,2023-02-19,Online,BestBuy,Clothing,2554.95,Debit Card,Approved,New Jeffreyburgh,2023,2,19
1198,101198,2431,2023-02-19,Online,BestBuy,Electronics,2143.99,PayPal,Approved,Port Amymouth,2023,2,19
1200,101200,3759,2023-02-20,Online,Target,Travel,2812.46,Credit Card,Approved,Christinemouth,2023,2,20
1205,101205,1272,2023-02-20,Online,Uber,Electronics,4092.24,Credit Card,Approved,Lake Kellyborough,2023,2,20
1216,101216,4865,2023-02-20,Online,Uber,Groceries,3366.16,Debit Card,Approved,West Laura,2023,2,20
1224,101224,4811,2023-02-21,Online,Walmart,Entertainment,4711.74,Credit Card,Approved,Janicemouth,2023,2,21
1226,101226,3700,2023-02-21,Online,Walmart,Travel,4538.26,UPI,Approved,West Tony,2023,2,21
1229,101229,4199,2023-02-21,Online,Walmart,Entertainment,4316.9,PayPal,Approved,Mayermouth,2023,2,21
1240,101240,4739,2023-02-21,Online,Uber,Dining,3035.93,Debit Card,Approved,New Ericstad,2023,2,21
1243,101243,2078,2023-02-21,Online,Netflix,Dining,3956.75,PayPal,Approved,East Nicolebury,2023,2,21
1244,101244,3467,2023-02-21,Online,Walmart,Groceries,3175.74,Debit Card,Approved,South James,2023,2,21
1246,101246,3043,2023-02-21,Online,Amazon,Groceries,1297.57,Debit Card,Approved,Lake Johnathanborough,2023,2,21
1255,101255,3753,2023-02-22,Online,Target,Travel,3333.49,PayPal,Approved,Lake Danielle,2023,2,22
1259,101259,1593,2023-02-22,Online,Netflix,Electronics,3906.65,PayPal,Approved,West Elizabeth,2023,2,22
1265,101265,3911,2023-02-22,Online,BestBuy,Dining,2620.33,PayPal,Approved,West Patriciabury,2023,2,22
1276,101276,4256,2023-02-23,Online,BestBuy,Entertainment,3765.88,Credit Card,Approved,Lake Shannon,2023,2,23
1282,101282,3878,2023-02-23,Online,Apple Store,Entertainment,4903.52,UPI,Approved,Shawville,2023,2,23
1283,101283,2241,2023-02-23,Online,Netflix,Dining,2309.28,Credit Card,Approved,West Trevor,2023,2,23
1284,101284,4302,2023-02-23,Online,Walmart,Entertainment,3624.69,PayPal,Approved,Port Michele,2023,2,23
1292,101292,1552,2023-02-23,Online,Netflix,Electronics,1165.44,PayPal,Approved,North Ian,2023,2,23
1299,101299,4746,2023-02-24,Online,Apple Store,Entertainment,2291.43,UPI,Approved,Dylanstad,2023,2,24
1310,101310,4826,2023-02-24,Online,Amazon,Electronics,1967.27,Debit Card,Approved,Katelynside,2023,2,24
1315,101315,3985,2023-02-24,Online,Uber,Clothing,1531.07,Credit Card,Approved,South Rodneyville,2023,2,24
1317,101317,2796,2023-02-24,Online,Walmart,Travel,4111.85,Credit Card,Approved,Burtonport,2023,2,24
1326,101326,2731,2023-02-25,Online,Walmart,Dining,1142.61,UPI,Approved,New Heather,2023,2,25
1329,101329,2115,2023-02-25,Online,BestBuy,Dining,1252.65,UPI,Approved,Yolandabury,2023,2,25
1336,101336,2896,2023-02-25,Online,Apple Store,Travel,4104.27,Debit Card,Approved,Fosterview,2023,2,25
1342,101342,2649,2023-02-25,Online,Apple Store,Travel,2797.21,Credit Card,Approved,South Kellyland,2023,2,25
1345,101345,4056,2023-02-26,Online,Amazon,Electronics,2600.61,UPI,Approved,Lake Tammy,2023,2,26
1347,101347,3994,2023-02-26,Online,Netflix,Entertainment,4149.33,PayPal,Declined,East Jeffreybury,2023,2,26
1355,101355,2857,2023-02-26,Online,Uber,Electronics,1368.59,UPI,Approved,South Timothy,2023,2,26
1367,101367,2960,2023-02-26,Online,BestBuy,Clothing,2844.59,Debit Card,Pending,Mayhaven,2023,2,26
1377,101377,4581,2023-02-27,Online,Netflix,Travel,2689.78,Credit Card,Declined,Ryanhaven,2023,2,27
1381,101381,2121,2023-02-27,Online,Netflix,Electronics,3516.45,PayPal,Approved,Hartport,2023,2,27
1383,101383,4334,2023-02-27,Online,Walmart,Dining,3806.97,Credit Card,Declined,Michaelhaven,2023,2,27
1386,101386,2346,2023-02-27,Online,Target,Electronics,2102.98,UPI,Approved,Edwardton,2023,2,27
1390,101390,1296,2023-02-27,Online,Apple Store,Dining,3544.42,Credit Card,Approved,Martinezmouth,2023,2,27
1391,101391,4264,2023-02-27,Online,Apple Store,Dining,3134.18,Credit Card,Approved,Jamesland,2023,2,27
1392,101392,2448,2023-02-28,Online,Target,Clothing,1866.68,Debit Card,Declined,Meyersville,2023,2,28
1397,101397,2124,2023-02-28,Online,Target,Travel,3943.22,Debit Card,Approved,Payneburgh,2023,2,28
1403,101403,1043,2023-02-28,Online,BestBuy,Travel,4273.37,Debit Card,Approved,Spencefort,2023,2,28
1415,101415,4304,2023-02-28,Online,Target,Travel,4214.51,PayPal,Approved,East Kevin,2023,2,28
1417,101417,2999,2023-03-01,Online,Walmart,Groceries,2136.01,UPI,Approved,Jacksonview,2023,3,1
1418,101418,3272,2023-03-01,Online,Netflix,Dining,1388.87,PayPal,Approved,New Leslieborough,2023,3,1
1423,101423,1106,2023-03-01,Online,BestBuy,Electronics,2612.4,Credit Card,Approved,North Benjamin,2023,3,1
1425,101425,4936,2023-03-01,Online,Uber,Groceries,3900.97,Credit Card,Approved,Lake Megan,2023,3,1
1430,101430,2740,2023-03-01,Online,Walmart,Groceries,3538.72,Debit Card,Approved,Paulmouth,2023,3,1
1431,101431,3134,2023-03-01,Online,Amazon,Travel,3409.62,UPI,Declined,Lake Maureen,2023,3,1
1433,101433,1540,2023-03-01,Online,Apple Store,Dining,1312.99,Debit Card,Approved,Isabellatown,2023,3,1
1435,101435,3962,2023-03-01,Online,Apple Store,Clothing,3750.51,Debit Card,Approved,New Jessica,2023,3,1
1438,101438,4232,2023-03-01,Online,Walmart,Dining,4719.04,Credit Card,Approved,Port Christian,2023,3,1
1448,101448,4834,2023-03-02,Online,Amazon,Electronics,1690.35,Credit Card,Approved,South Sabrinastad,2023,3,2
1457,101457,3957,2023-03-02,Online,Target,Clothing,4777.01,Debit Card,Approved,Port Pamelaview,2023,3,2
1458,101458,3417,2023-03-02,Online,BestBuy,Electronics,4989.76,PayPal,Approved,Harperborough,2023,3,2
1461,101461,3943,2023-03-02,Online,Netflix,Groceries,4815.99,Debit Card,Approved,Andrewtown,2023,3,2
1472,101472,1442,2023-03-03,Online,Walmart,Groceries,1928.84,Debit Card,Approved,Rossbury,2023,3,3
1475,101475,2441,2023-03-03,Online,BestBuy,Electronics,4568.78,UPI,Approved,Hannahburgh,2023,3,3
1477,101477,4055,2023-03-03,Online,Netflix,Dining,3467.04,PayPal,Approved,Lake Laura,2023,3,3
1479,101479,2406,2023-03-03,Online,Apple Store,Groceries,1294.34,Debit Card,Approved,Ryanstad,2023,3,3
1482,101482,2803,2023-03-03,Online,Walmart,Travel,2651.72,Debit Card,Declined,Michaelstad,2023,3,3
1483,101483,1355,2023-03-03,Online,Uber,Travel,4656.83,Credit Card,Approved,Charlesview,2023,3,3
1484,101484,2403,2023-03-03,Online,Apple Store,Groceries,4254.22,UPI,Approved,Lambertmouth,2023,3,3
1487,101487,2891,2023-03-03,Online,Netflix,Electronics,3995.96,Debit Card,Approved,North Terrifort,2023,3,3
1491,101491,2281,2023-03-04,Online,Amazon,Groceries,3736.42,PayPal,Approved,Vancetown,2023,3,4
1492,101492,1679,2023-03-04,Online,Amazon,Electronics,2287.06,UPI,Approved,Carrilloview,2023,3,4
1493,101493,2409,2023-03-04,Online,Walmart,Electronics,4976.1,UPI,Approved,New Susanchester,2023,3,4
1495,101495,2030,2023-03-04,Online,Uber,Dining,3820.94,PayPal,Approved,West Tiffany,2023,3,4
1496,101496,2791,2023-03-04,Online,Netflix,Travel,2225.05,Debit Card,Approved,Lake Timothyborough,2023,3,4
1502,101502,2817,2023-03-04,Online,BestBuy,Electronics,4448.14,PayPal,Approved,Michaelburgh,2023,3,4
1506,101506,2765,2023-03-04,Online,Uber,Electronics,4646.62,PayPal,Approved,Lake Laurenfurt,2023,3,4
1511,101511,1138,2023-03-04,Online,BestBuy,Dining,4396.11,PayPal,Approved,North Edward,2023,3,4
1517,101517,2334,2023-03-05,Online,Amazon,Entertainment,2121.78,UPI,Pending,East Michaelbury,2023,3,5
1521,101521,4150,2023-03-05,Online,Netflix,Clothing,2592.1,PayPal,Declined,North Christopherside,2023,3,5
1526,101526,3854,2023-03-05,Online,Amazon,Electronics,1073.19,Debit Card,Approved,East Donald,2023,3,5
1530,101530,1477,2023-03-05,Online,Walmart,Entertainment,4481.3,Debit Card,Approved,Madisonview,2023,3,5
1538,101538,1264,2023-03-06,Online,Uber,Groceries,1398.56,Debit Card,Approved,Williamburgh,2023,3,6
1543,101543,1227,2023-03-06,Online,Walmart,Entertainment,1397.39,Debit Card,Approved,Suttonland,2023,3,6
1549,101549,1748,2023-03-06,Online,Target,Travel,3806.72,UPI,Approved,Keithfort,2023,3,6
1557,101557,1703,2023-03-06,Online,Walmart,Clothing,3753.05,Debit Card,Pending,Ponceview,2023,3,6
1560,101560,3708,2023-03-07,Online,BestBuy,Groceries,4328.86,Credit Card,Approved,North Joelland,2023,3,7
1564,101564,2441,2023-03-07,Online,Walmart,Clothing,3571.11,PayPal,Pending,New Jeffrey,2023,3,7
1565,101565,4945,2023-03-07,Online,Apple Store,Entertainment,2036.55,Debit Card,Approved,Anthonyburgh,2023,3,7
1573,101573,3285,2023-03-07,Online,Apple Store,Entertainment,2310.18,PayPal,Approved,Masonmouth,2023,3,7
1574,101574,2590,2023-03-07,Online,Walmart,Travel,3448.46,PayPal,Approved,West Lorihaven,2023,3,7
1575,101575,1321,2023-03-07,Online,Target,Travel,4987.09,PayPal,Approved,Robertberg,2023,3,7
1586,101586,3255,2023-03-08,Online,BestBuy,Electronics,4716.05,Credit Card,Declined,Rebeccaton,2023,3,8
1589,101589,3167,2023-03-08,Online,Uber,Electronics,2537.9,Credit Card,Approved,West Kevinside,2023,3,8
1591,101591,2061,2023-03-08,Online,Apple Store,Dining,1720.97,UPI,Pending,Watsonport,2023,3,8
1595,101595,1828,2023-03-08,Online,BestBuy,Groceries,4229.23,Debit Card,Approved,North Mary,2023,3,8
1597,101597,3798,2023-03-08,Online,BestBuy,Entertainment,2164.41,PayPal,Approved,Adrianhaven,2023,3,8
1607,101607,3245,2023-03-08,Online,Walmart,Groceries,2091.6,PayPal,Approved,Port Brian,2023,3,8
1609,101609,3664,2023-03-09,Online,Apple Store,Groceries,3343.06,PayPal,Approved,New Toddtown,2023,3,9
1613,101613,2197,2023-03-09,Online,Uber,Clothing,1265.44,Debit Card,Pending,Lake Michaelland,2023,3,9
1617,101617,2984,2023-03-09,Online,Amazon,Dining,2661.74,PayPal,Approved,East Calvinburgh,2023,3,9
1622,101622,2589,2023-03-09,Online,Target,Dining,2075.29,Debit Card,Approved,Lake Morgan,2023,3,9
1624,101624,4418,2023-03-09,Online,Amazon,Groceries,4822.43,UPI,Approved,Potterview,2023,3,9
1627,101627,2469,2023-03-09,Online,Amazon,Clothing,3056.14,Debit Card,Approved,Masonshire,2023,3,9
1628,101628,2696,2023-03-09,Online,Apple Store,Groceries,3963.86,PayPal,Approved,Davisborough,2023,3,9
1642,101642,4477,2023-03-10,Online,Netflix,Groceries,3968.54,UPI,Approved,Gonzalezhaven,2023,3,10
1653,101653,2085,2023-03-10,Online,Target,Clothing,2994.91,PayPal,Approved,New Theresa,2023,3,10
1658,101658,3031,2023-03-11,Online,Apple Store,Clothing,4980.56,UPI,Approved,Jonathanview,2023,3,11
1659,101659,4627,2023-03-11,Online,Netflix,Clothing,4069.62,Credit Card,Approved,Juanbury,2023,3,11
1674,101674,4326,2023-03-11,Online,Apple Store,Entertainment,1450.38,UPI,Approved,Hillville,2023,3,11
1678,101678,1653,2023-03-11,Online,Amazon,Travel,3383.52,Credit Card,Approved,North Daniellemouth,2023,3,11
1680,101680,2714,2023-03-12,Online,Apple Store,Entertainment,1454.44,Debit Card,Declined,West Mikemouth,2023,3,12
1687,101687,2769,2023-03-12,Online,Amazon,Travel,4669.79,Debit Card,Approved,West Jamesland,2023,3,12
1690,101690,2758,2023-03-12,Online,Netflix,Clothing,4156.73,UPI,Approved,Tiffanyton,2023,3,12
1692,101692,3553,2023-03-12,Online,Target,Travel,4932.13,Debit Card,Pending,Browningburgh,2023,3,12
1697,101697,1299,2023-03-12,Online,Uber,Electronics,4193.21,PayPal,Approved,East Kelseyville,2023,3,12
1712,101712,2522,2023-03-13,Online,Target,Clothing,1003.73,Debit Card,Pending,Garciaburgh,2023,3,13
1715,101715,3947,2023-03-13,Online,Uber,Entertainment,4936.23,PayPal,Approved,Port Davidmouth,2023,3,13
1720,101720,3022,2023-03-13,Online,BestBuy,Travel,3196.71,UPI,Declined,Beckerborough,2023,3,13
1725,101725,1835,2023-03-13,Online,Apple Store,Travel,4914.51,Credit Card,Approved,Christopherchester,2023,3,13
1728,101728,3588,2023-03-14,Online,BestBuy,Dining,4877.07,UPI,Approved,East Vincentside,2023,3,14
1741,101741,1028,2023-03-14,Online,Amazon,Travel,3768.52,UPI,Approved,Danaland,2023,3,14
1749,101749,1707,2023-03-14,Online,Apple Store,Dining,1356.31,Debit Card,Approved,Lake Stevenmouth,2023,3,14
1754,101754,1617,2023-03-15,Online,Walmart,Travel,1502.67,UPI,Approved,West Peggyfort,2023,3,15
1757,101757,4149,2023-03-15,Online,Uber,Groceries,3287.51,UPI,Approved,New Nicholasville,2023,3,15
1764,101764,2679,2023-03-15,Online,Amazon,Clothing,3338.75,Credit Card,Approved,Christopherberg,2023,3,15
1769,101769,1334,2023-03-15,Online,Target,Travel,3752.81,Credit Card,Approved,Port Elizabethport,2023,3,15
1771,101771,1523,2023-03-15,Online,Netflix,Entertainment,4223.63,Credit Card,Approved,Tiffanybury,2023,3,15
1773,101773,3342,2023-03-15,Online,BestBuy,Entertainment,3209.85,Debit Card,Declined,Grantbury,2023,3,15
1776,101776,1690,2023-03-16,Online,Netflix,Groceries,1150.7,UPI,Approved,Maryville,2023,3,16
1783,101783,4240,2023-03-16,Online,Apple Store,Groceries,2895.49,PayPal,Pending,Davismouth,2023,3,16
1784,101784,4951,2023-03-16,Online,BestBuy,Entertainment,3468.36,UPI,Approved,West Nicholasburgh,2023,3,16
1789,101789,1976,2023-03-16,Online,Netflix,Dining,4066.29,Credit Card,Approved,West Tim,2023,3,16
1790,101790,2441,2023-03-16,Online,Apple Store,Entertainment,1837.81,Credit Card,Declined,Lake Annette,2023,3,16
1791,101791,2690,2023-03-16,Online,Amazon,Entertainment,1366.43,PayPal,Approved,Lake Danny,2023,3,16
1800,101800,2694,2023-03-17,Online,BestBuy,Dining,4668.83,Debit Card,Approved,Coxmouth,2023,3,17
1801,101801,4298,2023-03-17,Online,Netflix,Dining,4354.34,UPI,Approved,South Christopher,2023,3,17
1804,101804,4686,2023-03-17,Online,BestBuy,Entertainment,1511.76,UPI,Approved,Klineshire,2023,3,17
1809,101809,4861,2023-03-17,Online,Walmart,Groceries,1524.74,UPI,Declined,North Veronicaberg,2023,3,17
1810,101810,2221,2023-03-17,Online,BestBuy,Dining,2400.86,Credit Card,Approved,Davidburgh,2023,3,17
1811,101811,3297,2023-03-17,Online,BestBuy,Dining,1914.09,Debit Card,Pending,Piercechester,2023,3,17
1812,101812,2415,2023-03-17,Online,Netflix,Entertainment,2389.83,Debit Card,Approved,Port Jacobberg,2023,3,17
1820,101820,3756,2023-03-17,Online,Amazon,Travel,1691.85,Debit Card,Approved,Port Joseph,2023,3,17
1821,101821,3609,2023-03-17,Online,Netflix,Electronics,4464.85,Debit Card,Approved,Port Susan,2023,3,17
1825,101825,3783,2023-03-18,Online,Apple Store,Travel,2988.18,Debit Card,Declined,Hernandeztown,2023,3,18
1827,101827,3388,2023-03-18,Online,Amazon,Dining,3481.6,Credit Card,Approved,Tonyamouth,2023,3,18
1830,101830,2894,2023-03-18,Online,Uber,Entertainment,2515.89,UPI,Approved,Port Nancy,2023,3,18
1836,101836,4731,2023-03-18,Online,Walmart,Clothing,3029.43,Credit Card,Approved,Friedmanside,2023,3,18
1840,101840,1888,2023-03-18,Online,Uber,Electronics,1208.15,Credit Card,Approved,Morenostad,2023,3,18
1841,101841,3783,2023-03-18,Online,Netflix,Electronics,4357.63,PayPal,Approved,North Michelleton,2023,3,18
1847,101847,4073,2023-03-18,Online,Netflix,Travel,3836.0,PayPal,Approved,New Xavier,2023,3,18
1857,101857,2593,2023-03-19,Online,Apple Store,Dining,4706.18,Debit Card,Approved,West Justinton,2023,3,19
1858,101858,2160,2023-03-19,Online,Uber,Electronics,2422.99,Credit Card,Approved,Lake Christopher,2023,3,19
1859,101859,1044,2023-03-19,Online,BestBuy,Dining,3192.07,UPI,Pending,Vargasbury,2023,3,19
1861,101861,1050,2023-03-19,Online,Uber,Clothing,1592.04,Debit Card,Approved,Lake Shellyhaven,2023,3,19
1866,101866,2540,2023-03-19,Online,Walmart,Entertainment,1599.54,UPI,Approved,New Alvinburgh,2023,3,19
1875,101875,4096,2023-03-20,Online,Netflix,Groceries,1553.71,Debit Card,Approved,South Samanthaton,2023,3,20
1879,101879,2471,2023-03-20,Online,Netflix,Clothing,3660.01,Credit Card,Approved,New Emilyland,2023,3,20
1888,101888,2404,2023-03-20,Online,BestBuy,Electronics,1634.47,Credit Card,Approved,East Taraburgh,2023,3,20
1892,101892,1073,2023-03-20,Online,Apple Store,Electronics,1600.01,PayPal,Approved,Hallbury,2023,3,20
1898,101898,4663,2023-03-21,Online,Netflix,Groceries,3040.5,PayPal,Approved,Port James,2023,3,21
1901,101901,2050,2023-03-21,Online,Apple Store,Entertainment,2611.05,UPI,Approved,Port David,2023,3,21
1903,101903,4766,2023-03-21,Online,Amazon,Dining,4773.98,PayPal,Approved,Craigberg,2023,3,21
1908,101908,1484,2023-03-21,Online,Target,Groceries,3592.0,PayPal,Approved,Knightport,2023,3,21
1912,101912,1388,2023-03-21,Online,BestBuy,Groceries,3486.8,UPI,Approved,East Jordanbury,2023,3,21
1913,101913,4807,2023-03-21,Online,Target,Electronics,2459.73,Credit Card,Approved,Bradleyport,2023,3,21
1916,101916,1631,2023-03-21,Online,Target,Electronics,1224.59,Credit Card,Approved,South Kevintown,2023,3,21
1922,101922,1062,2023-03-22,Online,BestBuy,Electronics,1827.24,PayPal,Approved,Weekston,2023,3,22
1929,101929,1322,2023-03-22,Online,Apple Store,Dining,4656.56,Debit Card,Approved,South Jamesville,2023,3,22
1934,101934,2653,2023-03-22,Online,BestBuy,Travel,2481.47,UPI,Approved,Port Joshua,2023,3,22
1937,101937,4169,2023-03-22,Online,BestBuy,Travel,4393.53,Credit Card,Approved,Katherinefurt,2023,3,22
1941,101941,3027,2023-03-22,Online,Amazon,Groceries,1583.85,Credit Card,Approved,Herreraberg,2023,3,22
1949,101949,3898,2023-03-23,Online,BestBuy,Entertainment,2390.31,UPI,Declined,Steventown,2023,3,23
1950,101950,2006,2023-03-23,Online,Target,Clothing,3670.44,Debit Card,Declined,New Taraborough,2023,3,23
1964,101964,1746,2023-03-23,Online,Apple Store,Travel,4768.17,PayPal,Declined,East Kimberly,2023,3,23
1966,101966,4114,2023-03-23,Online,Uber,Electronics,1197.44,Credit Card,Approved,Gomezport,2023,3,23
1967,101967,3181,2023-03-23,Online,Uber,Groceries,4187.89,UPI,Pending,West Christineshire,2023,3,23
1970,101970,3879,2023-03-24,Online,Target,Travel,3855.46,PayPal,Approved,Perkinschester,2023,3,24
1973,101973,1646,2023-03-24,Online,Walmart,Entertainment,1892.68,Credit Card,Approved,Oliverburgh,2023,3,24
1981,101981,3666,2023-03-24,Online,Netflix,Groceries,2402.64,Debit Card,Declined,West Crystalport,2023,3,24
1982,101982,1414,2023-03-24,Online,Netflix,Groceries,4730.08,PayPal,Approved,Bennettstad,2023,3,24
1992,101992,3564,2023-03-25,Online,Netflix,Entertainment,3994.01,PayPal,Approved,Lake Tonya,2023,3,25
1998,101998,4883,2023-03-25,Online,Amazon,Dining,2349.86,Credit Card,Approved,Desireehaven,2023,3,25
2001,102001,4622,2023-03-25,Online,Apple Store,Electronics,4003.17,PayPal,Declined,Wrightberg,2023,3,25
2010,102010,2665,2023-03-25,Online,Walmart,Electronics,2501.98,Credit Card,Approved,Kennethton,2023,3,25
2011,102011,2249,2023-03-25,Online,Target,Entertainment,3603.52,PayPal,Approved,West Dawnside,2023,3,25
2016,102016,3290,2023-03-26,Online,Amazon,Groceries,4431.08,UPI,Approved,Smithberg,2023,3,26
2019,102019,1224,2023-03-26,Online,Walmart,Electronics,4376.05,UPI,Approved,Joefurt,2023,3,26
2020,102020,3919,2023-03-26,Online,Walmart,Groceries,2282.49,Debit Card,Approved,Lake Brandon,2023,3,26
2031,102031,2674,2023-03-26,Online,Amazon,Entertainment,3008.38,Credit Card,Approved,Lindabury,2023,3,26
2043,102043,1803,2023-03-27,Online,BestBuy,Dining,1546.65,UPI,Approved,Staciestad,2023,3,27
2045,102045,2987,2023-03-27,Online,Walmart,Clothing,1311.92,Credit Card,Pending,North Dawnborough,2023,3,27
2048,102048,2401,2023-03-27,Online,Netflix,Electronics,1408.63,PayPal,Approved,New Micheleburgh,2023,3,27
2049,102049,4867,2023-03-27,Online,Netflix,Groceries,1785.32,Credit Card,Approved,Georgemouth,2023,3,27
2053,102053,3205,2023-03-27,Online,BestBuy,Groceries,2749.37,PayPal,Approved,Port Rhondaborough,2023,3,27
2059,102059,1638,2023-03-27,Online,Apple Store,Entertainment,3825.74,Debit Card,Approved,Lake Angelhaven,2023,3,27
2060,102060,4327,2023-03-27,Online,Walmart,Dining,2447.24,PayPal,Approved,Port Timothy,2023,3,27
2061,102061,1747,2023-03-27,Online,BestBuy,Clothing,4057.11,Credit Card,Approved,Millerton,2023,3,27
2064,102064,3339,2023-03-28,Online,BestBuy,Clothing,2123.84,Credit Card,Approved,Port Davidburgh,2023,3,28
2065,102065,2270,2023-03-28,Online,Walmart,Electronics,3634.95,Debit Card,Approved,Wesleyport,2023,3,28
2069,102069,1030,2023-03-28,Online,Uber,Dining,1313.14,Debit Card,Approved,Port Madeline,2023,3,28
2070,102070,3996,2023-03-28,Online,BestBuy,Entertainment,4431.71,UPI,Approved,West Markton,2023,3,28
2073,102073,3862,2023-03-28,Online,Netflix,Entertainment,1617.21,PayPal,Approved,Lake Janechester,2023,3,28
2076,102076,3403,2023-03-28,Online,Uber,Entertainment,3124.08,Debit Card,Approved,Danielleview,2023,3,28
2078,102078,2993,2023-03-28,Online,Apple Store,Groceries,1600.24,Credit Card,Declined,North Michael,2023,3,28
2092,102092,3987,2023-03-29,Online,Amazon,Clothing,3053.31,Debit Card,Declined,South Christianborough,2023,3,29
2100,102100,4884,2023-03-29,Online,Walmart,Dining,1949.84,Debit Card,Approved,Tuckerhaven,2023,3,29
2104,102104,4183,2023-03-29,Online,Uber,Electronics,3681.32,UPI,Declined,West Janice,2023,3,29
2105,102105,4546,2023-03-29,Online,Walmart,Groceries,3267.84,Debit Card,Approved,Alvarezshire,2023,3,29
2107,102107,2812,2023-03-29,Online,Amazon,Clothing,4661.29,PayPal,Approved,East Beckyland,2023,3,29
2109,102109,4833,2023-03-29,Online,BestBuy,Dining,2292.25,Credit Card,Approved,Stacyhaven,2023,3,29
2111,102111,3705,2023-03-29,Online,Apple Store,Dining,3433.37,Credit Card,Approved,Ryanside,2023,3,29
2116,102116,4424,2023-03-30,Online,Uber,Entertainment,2583.88,UPI,Approved,East Timothy,2023,3,30
2117,102117,3693,2023-03-30,Online,BestBuy,Groceries,2996.85,PayPal,Approved,Lake Stacey,2023,3,30
2118,102118,2849,2023-03-30,Online,BestBuy,Travel,4425.98,Credit Card,Pending,West James,2023,3,30
2124,102124,4351,2023-03-30,Online,Apple Store,Electronics,3297.69,Debit Card,Approved,West Michellefort,2023,3,30
2127,102127,3595,2023-03-30,Online,Apple Store,Groceries,3988.3,Credit Card,Pending,Markmouth,2023,3,30
2138,102138,4713,2023-03-31,Online,Walmart,Electronics,3843.98,PayPal,Approved,Erinton,2023,3,31
2144,102144,4061,2023-03-31,Online,Netflix,Entertainment,4400.65,Debit Card,Approved,Hernandezfurt,2023,3,31
2145,102145,2614,2023-03-31,Online,Amazon,Groceries,1387.82,PayPal,Approved,Mezaland,2023,3,31
2148,102148,3126,2023-03-31,Online,Walmart,Electronics,1381.9,Debit Card,Declined,East Amanda,2023,3,31
2149,102149,4542,2023-03-31,Online,Amazon,Clothing,1051.73,Debit Card,Approved,Michaelbury,2023,3,31
2150,102150,3637,2023-03-31,Online,Apple Store,Clothing,1085.95,PayPal,Approved,Salastown,2023,3,31
2151,102151,4909,2023-03-31,Online,Target,Travel,4517.09,Credit Card,Approved,West Kimberly,2023,3,31
2152,102152,2146,2023-03-31,Online,Target,Dining,3118.09,PayPal,Approved,South Beverly,2023,3,31
2153,102153,2137,2023-03-31,Online,Netflix,Electronics,1754.71,Credit Card,Approved,Morganfort,2023,3,31
2155,102155,2603,2023-03-31,Online,Walmart,Clothing,3918.92,UPI,Approved,North Sandrashire,2023,3,31
2162,102162,3064,2023-04-01,Online,Amazon,Dining,4840.44,Credit Card,Approved,Lake Elizabeth,2023,4,1
2172,102172,3718,2023-04-01,Online,Netflix,Groceries,2184.79,UPI,Approved,South Jonathan,2023,4,1
2180,102180,3328,2023-04-01,Online,Netflix,Groceries,3280.88,Credit Card,Approved,New Michael,2023,4,1
2186,102186,3859,2023-04-02,Online,BestBuy,Electronics,4190.63,Debit Card,Approved,Lake Shannon,2023,4,2
2187,102187,2116,2023-04-02,Online,Apple Store,Electronics,1636.69,Credit Card,Approved,South Josephfurt,2023,4,2
2192,102192,4655,2023-04-02,Online,BestBuy,Dining,2271.06,Credit Card,Approved,East Davidbury,2023,4,2
2193,102193,2395,2023-04-02,Online,Apple Store,Entertainment,1850.3,PayPal,Approved,East Michaelborough,2023,4,2
2194,102194,2038,2023-04-02,Online,Uber,Travel,4007.64,UPI,Approved,West Danielleshire,2023,4,2
2201,102201,3973,2023-04-02,Online,Walmart,Dining,3420.47,PayPal,Approved,Jamesfurt,2023,4,2
