Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Year,Month,Day,Discounted_Amount,Amount_Category,Date,High_Risk,Age,Gender,Account_Status
183,247,2025-01-08,POS,eBay,Groceries,194.97,Debit Card,Approved,San Francisco,2025,1,8,194.97,Medium,2025-01-08,False,39,Female,Suspended
184,203,2025-01-08,Online,Target,Health,696.17,Credit Card,Pending,Los Angeles,2025,1,8,661.3615,High,2025-01-08,False,50,Male,Inactive
185,184,2025-01-08,POS,Expedia,Dining,222.62,Credit Card,Declined,Miami,2025,1,8,222.62,Medium,2025-01-08,False,37,Other,Inactive
186,123,2025-01-08,Online,Walmart,Clothing,597.33,Debit Card,Declined,Seattle,2025,1,8,567.4635000000001,High,2025-01-08,False,23,Female,Active
187,255,2025-01-08,ATM,Costco,Groceries,268.31,Credit Card,Declined,New York,2025,1,8,268.31,Medium,2025-01-08,False,41,Male,Active
188,294,2025-01-08,POS,BestBuy,Dining,663.66,Credit Card,Approved,Los Angeles,2025,1,8,630.477,High,2025-01-08,False,32,Male,Active
189,280,2025-01-08,ATM,BestBuy,Clothing,815.87,Credit Card,Pending,New York,2025,1,8,775.0765,High,2025-01-08,False,41,Male,Active
190,98,2025-01-08,POS,eBay,Travel,779.14,Credit Card,Approved,New York,2025,1,8,740.183,High,2025-01-08,False,38,Other,Active
191,198,2025-01-08,ATM,Walmart,Groceries,762.05,Credit Card,Approved,San Francisco,2025,1,8,723.9474999999999,High,2025-01-08,False,39,Other,Active
192,240,2025-01-08,Online,eBay,Groceries,191.78,Credit Card,Declined,Los Angeles,2025,1,8,191.78,Medium,2025-01-08,False,44,Male,Active
193,144,2025-01-09,Online,Walmart,Travel,92.94,Credit Card,Pending,New York,2025,1,9,92.94,Low,2025-01-09,False,18,Male,Active
194,97,2025-01-09,Online,Target,Travel,700.45,Credit Card,Declined,San Francisco,2025,1,9,665.4275,High,2025-01-09,False,34,Female,Inactive
195,201,2025-01-09,POS,Costco,Groceries,371.51,Credit Card,Approved,San Francisco,2025,1,9,371.51,Medium,2025-01-09,False,44,Other,Suspended
196,124,2025-01-09,ATM,BestBuy,Travel,435.18,Debit Card,Declined,Los Angeles,2025,1,9,435.18,Medium,2025-01-09,False,66,Other,Active
197,187,2025-01-09,Online,BestBuy,Electronics,35.99,Debit Card,Pending,San Francisco,2025,1,9,35.99,Low,2025-01-09,False,25,Female,Suspended
198,259,2025-01-09,ATM,Target,Clothing,263.28,Debit Card,Declined,Los Angeles,2025,1,9,263.28,Medium,2025-01-09,False,52,Other,Suspended
199,148,2025-01-09,ATM,Amazon,Clothing,38.51,Credit Card,Pending,Los Angeles,2025,1,9,38.51,Low,2025-01-09,False,58,Male,Suspended
200,252,2025-01-09,Online,Costco,Clothing,879.79,Credit Card,Pending,Chicago,2025,1,9,835.8004999999999,High,2025-01-09,True,43,Male,Suspended
201,147,2025-01-09,Online,eBay,Electronics,247.18,Debit Card,Declined,New York,2025,1,9,247.18,Medium,2025-01-09,False,35,Female,Active
202,148,2025-01-09,ATM,Target,Entertainment,559.55,Credit Card,Approved,Houston,2025,1,9,531.5724999999999,High,2025-01-09,False,58,Male,Suspended
203,199,2025-01-09,Online,eBay,Travel,43.78,Debit Card,Declined,Los Angeles,2025,1,9,43.78,Low,2025-01-09,False,63,Female,Inactive
204,128,2025-01-09,Online,Expedia,Dining,668.51,Credit Card,Approved,New York,2025,1,9,635.0844999999999,High,2025-01-09,False,24,Female,Active
205,39,2025-01-09,Online,BestBuy,Travel,326.41,Debit Card,Approved,Seattle,2025,1,9,326.41,Medium,2025-01-09,False,27,Other,Inactive
206,129,2025-01-09,POS,eBay,Groceries,898.43,Debit Card,Declined,San Francisco,2025,1,9,853.5084999999999,High,2025-01-09,False,26,Male,Suspended
207,267,2025-01-09,ATM,Walmart,Health,888.68,Debit Card,Approved,Miami,2025,1,9,844.2459999999999,High,2025-01-09,False,29,Female,Active
208,151,2025-01-09,ATM,eBay,Clothing,328.66,Credit Card,Approved,Los Angeles,2025,1,9,328.66,Medium,2025-01-09,False,44,Other,Inactive
209,298,2025-01-09,POS,Expedia,Travel,901.46,Debit Card,Declined,San Francisco,2025,1,9,856.387,High,2025-01-09,False,27,Female,Inactive
210,99,2025-01-09,ATM,Costco,Dining,996.18,Credit Card,Declined,San Francisco,2025,1,9,946.3709999999999,High,2025-01-09,False,61,Other,Active
211,263,2025-01-09,Online,BestBuy,Groceries,826.29,Credit Card,Declined,San Francisco,2025,1,9,784.9754999999999,High,2025-01-09,True,53,Female,Active
212,252,2025-01-09,ATM,Target,Electronics,845.65,Credit Card,Approved,San Francisco,2025,1,9,803.3675,High,2025-01-09,False,43,Male,Suspended
213,144,2025-01-09,Online,Expedia,Entertainment,252.76,Credit Card,Pending,San Francisco,2025,1,9,252.76,Medium,2025-01-09,False,18,Male,Active
214,112,2025-01-09,POS,BestBuy,Electronics,578.82,Credit Card,Approved,Los Angeles,2025,1,9,549.879,High,2025-01-09,False,24,Female,Suspended
215,60,2025-01-09,Online,eBay,Dining,71.92,Credit Card,Pending,Seattle,2025,1,9,71.92,Low,2025-01-09,False,26,Male,Suspended
216,2,2025-01-09,ATM,Costco,Groceries,99.44,Credit Card,Declined,Houston,2025,1,9,99.44,Low,2025-01-09,False,53,Female,Suspended
217,254,2025-01-10,ATM,Amazon,Clothing,998.9,Debit Card,Pending,Chicago,2025,1,10,948.9549999999999,High,2025-01-10,False,68,Male,Inactive
218,140,2025-01-10,ATM,Costco,Travel,330.01,Debit Card,Declined,San Francisco,2025,1,10,330.01,Medium,2025-01-10,False,18,Male,Inactive
219,37,2025-01-10,POS,Amazon,Groceries,749.44,Debit Card,Declined,San Francisco,2025,1,10,711.9680000000001,High,2025-01-10,False,29,Other,Active
220,160,2025-01-10,POS,Walmart,Entertainment,807.63,Credit Card,Pending,Chicago,2025,1,10,767.2484999999999,High,2025-01-10,False,42,Other,Suspended
221,9,2025-01-10,ATM,Costco,Electronics,858.73,Credit Card,Declined,Seattle,2025,1,10,815.7935,High,2025-01-10,False,58,Female,Inactive
222,233,2025-01-10,Online,BestBuy,Entertainment,997.64,Credit Card,Pending,Seattle,2025,1,10,947.7579999999999,High,2025-01-10,True,60,Female,Suspended
223,99,2025-01-10,POS,Amazon,Entertainment,245.29,Credit Card,Declined,Los Angeles,2025,1,10,245.29,Medium,2025-01-10,False,61,Other,Active
224,147,2025-01-10,ATM,Target,Dining,45.15,Debit Card,Approved,New York,2025,1,10,45.15,Low,2025-01-10,False,35,Female,Active
225,208,2025-01-10,ATM,BestBuy,Dining,414.14,Credit Card,Approved,Miami,2025,1,10,414.14,Medium,2025-01-10,False,31,Male,Inactive
226,131,2025-01-10,POS,Target,Travel,134.43,Debit Card,Declined,Miami,2025,1,10,134.43,Medium,2025-01-10,False,50,Male,Suspended
227,152,2025-01-10,POS,Costco,Dining,27.31,Credit Card,Declined,New York,2025,1,10,27.31,Low,2025-01-10,False,34,Other,Inactive
228,54,2025-01-10,POS,Target,Dining,363.62,Debit Card,Pending,Los Angeles,2025,1,10,363.62,Medium,2025-01-10,False,47,Male,Inactive
229,120,2025-01-10,Online,Amazon,Groceries,784.82,Credit Card,Approved,Miami,2025,1,10,745.5790000000001,High,2025-01-10,False,19,Male,Active
230,161,2025-01-10,Online,BestBuy,Clothing,568.35,Debit Card,Pending,Seattle,2025,1,10,539.9325,High,2025-01-10,False,19,Other,Active
231,116,2025-01-10,ATM,eBay,Travel,316.21,Credit Card,Declined,Chicago,2025,1,10,316.21,Medium,2025-01-10,False,60,Female,Inactive
232,75,2025-01-10,POS,Expedia,Groceries,656.07,Debit Card,Declined,New York,2025,1,10,623.2665000000001,High,2025-01-10,False,29,Female,Suspended
233,113,2025-01-10,Online,Amazon,Clothing,235.86,Credit Card,Pending,Seattle,2025,1,10,235.86,Medium,2025-01-10,False,56,Male,Suspended
234,104,2025-01-10,POS,Amazon,Entertainment,19.31,Debit Card,Declined,Houston,2025,1,10,19.31,Low,2025-01-10,False,30,Other,Inactive
235,254,2025-01-10,ATM,eBay,Groceries,765.53,Debit Card,Approved,Los Angeles,2025,1,10,727.2534999999999,High,2025-01-10,False,68,Male,Inactive
236,227,2025-01-10,Online,BestBuy,Health,625.62,Credit Card,Pending,New York,2025,1,10,594.3389999999999,High,2025-01-10,False,40,Male,Active
237,112,2025-01-10,Online,BestBuy,Groceries,763.49,Debit Card,Approved,Miami,2025,1,10,725.3154999999999,High,2025-01-10,False,24,Female,Suspended
238,99,2025-01-10,Online,Costco,Dining,43.74,Credit Card,Approved,Los Angeles,2025,1,10,43.74,Low,2025-01-10,False,61,Other,Active
239,153,2025-01-10,ATM,Target,Clothing,837.93,Credit Card,Approved,Chicago,2025,1,10,796.0334999999999,High,2025-01-10,False,63,Male,Active
240,194,2025-01-10,POS,Costco,Travel,621.43,Credit Card,Pending,Los Angeles,2025,1,10,590.3584999999999,High,2025-01-10,False,32,Other,Suspended
241,163,2025-01-11,Online,eBay,Travel,565.58,Debit Card,Declined,Los Angeles,2025,1,11,537.301,High,2025-01-11,False,22,Other,Suspended
242,208,2025-01-11,ATM,Costco,Clothing,626.49,Debit Card,Approved,Chicago,2025,1,11,595.1655,High,2025-01-11,False,31,Male,Inactive
243,169,2025-01-11,POS,eBay,Dining,865.11,Credit Card,Approved,San Francisco,2025,1,11,821.8545,High,2025-01-11,False,30,Male,Active
244,161,2025-01-11,ATM,BestBuy,Electronics,589.0,Credit Card,Approved,Chicago,2025,1,11,559.55,High,2025-01-11,False,19,Other,Active
245,68,2025-01-11,POS,Target,Groceries,583.05,Debit Card,Declined,Seattle,2025,1,11,553.8974999999999,High,2025-01-11,False,36,Female,Active
246,289,2025-01-11,ATM,Costco,Dining,990.73,Debit Card,Declined,Los Angeles,2025,1,11,941.1935,High,2025-01-11,False,60,Other,Inactive
247,277,2025-01-11,POS,Amazon,Health,757.95,Debit Card,Pending,Chicago,2025,1,11,720.0525,High,2025-01-11,False,30,Female,Suspended
248,135,2025-01-11,Online,Walmart,Entertainment,445.08,Credit Card,Declined,San Francisco,2025,1,11,445.08,Medium,2025-01-11,False,35,Other,Active
249,195,2025-01-11,POS,Expedia,Clothing,708.86,Credit Card,Pending,Seattle,2025,1,11,673.417,High,2025-01-11,False,39,Female,Active
250,128,2025-01-11,ATM,Amazon,Groceries,392.28,Credit Card,Pending,New York,2025,1,11,392.28,Medium,2025-01-11,False,24,Female,Active
251,33,2025-01-11,ATM,BestBuy,Travel,232.73,Credit Card,Pending,Chicago,2025,1,11,232.73,Medium,2025-01-11,False,60,Female,Active
252,176,2025-01-11,POS,Expedia,Entertainment,598.87,Credit Card,Pending,Chicago,2025,1,11,568.9265,High,2025-01-11,False,31,Other,Inactive
253,22,2025-01-11,Online,Walmart,Electronics,928.54,Debit Card,Pending,Los Angeles,2025,1,11,882.1129999999999,High,2025-01-11,True,35,Other,Inactive
254,238,2025-01-11,Online,Walmart,Health,929.49,Credit Card,Approved,Seattle,2025,1,11,883.0155,High,2025-01-11,True,60,Male,Suspended
255,158,2025-01-11,POS,Target,Travel,345.2,Debit Card,Declined,New York,2025,1,11,345.2,Medium,2025-01-11,False,34,Male,Active
256,38,2025-01-11,POS,Expedia,Clothing,530.04,Debit Card,Approved,Houston,2025,1,11,503.53799999999995,High,2025-01-11,False,62,Other,Inactive
257,230,2025-01-11,ATM,Target,Groceries,215.58,Credit Card,Pending,Houston,2025,1,11,215.58,Medium,2025-01-11,False,51,Male,Inactive
258,51,2025-01-11,Online,Amazon,Clothing,995.65,Debit Card,Declined,Miami,2025,1,11,945.8675,High,2025-01-11,True,59,Other,Inactive
259,264,2025-01-11,POS,eBay,Entertainment,981.21,Credit Card,Approved,Chicago,2025,1,11,932.1495,High,2025-01-11,False,29,Female,Active
260,283,2025-01-11,Online,eBay,Groceries,651.26,Debit Card,Approved,Chicago,2025,1,11,618.697,High,2025-01-11,False,58,Male,Inactive
261,27,2025-01-11,POS,eBay,Dining,805.39,Credit Card,Pending,New York,2025,1,11,765.1205,High,2025-01-11,False,33,Male,Inactive
262,226,2025-01-11,POS,Expedia,Electronics,716.52,Credit Card,Approved,San Francisco,2025,1,11,680.694,High,2025-01-11,False,38,Other,Suspended
263,277,2025-01-11,Online,eBay,Dining,595.19,Debit Card,Approved,Houston,2025,1,11,565.4305,High,2025-01-11,False,30,Female,Suspended
264,286,2025-01-11,POS,Amazon,Dining,58.08,Credit Card,Approved,Miami,2025,1,11,58.08,Low,2025-01-11,False,55,Other,Active
265,97,2025-01-12,POS,Target,Clothing,457.49,Debit Card,Approved,New York,2025,1,12,457.49,Medium,2025-01-12,False,34,Female,Inactive
266,284,2025-01-12,ATM,Expedia,Entertainment,676.41,Credit Card,Approved,Chicago,2025,1,12,642.5894999999999,High,2025-01-12,False,27,Female,Inactive
267,147,2025-01-12,POS,Target,Electronics,679.14,Credit Card,Pending,Houston,2025,1,12,645.183,High,2025-01-12,False,35,Female,Active
268,4,2025-01-12,POS,Expedia,Groceries,376.26,Credit Card,Pending,Seattle,2025,1,12,376.26,Medium,2025-01-12,False,49,Other,Inactive
269,35,2025-01-12,POS,Target,Groceries,941.98,Debit Card,Approved,Miami,2025,1,12,894.881,High,2025-01-12,False,66,Female,Suspended
270,192,2025-01-12,ATM,Walmart,Health,171.52,Debit Card,Pending,Los Angeles,2025,1,12,171.52,Medium,2025-01-12,False,50,Male,Active
271,49,2025-01-12,Online,Target,Travel,502.86,Credit Card,Pending,Houston,2025,1,12,477.717,High,2025-01-12,False,42,Other,Suspended
272,17,2025-01-12,ATM,eBay,Health,692.43,Debit Card,Declined,Miami,2025,1,12,657.8084999999999,High,2025-01-12,False,29,Male,Active
273,172,2025-01-12,ATM,Walmart,Health,698.65,Credit Card,Approved,New York,2025,1,12,663.7175,High,2025-01-12,False,43,Male,Active
274,220,2025-01-12,Online,Target,Groceries,650.4,Debit Card,Pending,Los Angeles,2025,1,12,617.88,High,2025-01-12,False,61,Male,Inactive
275,158,2025-01-12,ATM,Expedia,Clothing,278.91,Debit Card,Pending,Miami,2025,1,12,278.91,Medium,2025-01-12,False,34,Male,Active
276,46,2025-01-12,Online,Expedia,Dining,160.43,Credit Card,Approved,Miami,2025,1,12,160.43,Medium,2025-01-12,False,54,Female,Active
277,6,2025-01-12,ATM,Expedia,Entertainment,637.76,Credit Card,Declined,Chicago,2025,1,12,605.872,High,2025-01-12,False,28,Female,Active
278,99,2025-01-12,Online,BestBuy,Dining,601.31,Credit Card,Approved,San Francisco,2025,1,12,571.2444999999999,High,2025-01-12,False,61,Other,Active
279,233,2025-01-12,POS,Amazon,Dining,183.46,Credit Card,Declined,Houston,2025,1,12,183.46,Medium,2025-01-12,False,60,Female,Suspended
280,37,2025-01-12,ATM,Expedia,Electronics,706.61,Credit Card,Approved,Chicago,2025,1,12,671.2795,High,2025-01-12,False,29,Other,Active
281,280,2025-01-12,ATM,Walmart,Groceries,457.9,Debit Card,Approved,Seattle,2025,1,12,457.9,Medium,2025-01-12,False,41,Male,Active
282,181,2025-01-12,ATM,Expedia,Entertainment,669.42,Debit Card,Approved,Los Angeles,2025,1,12,635.949,High,2025-01-12,False,33,Female,Inactive
283,95,2025-01-12,ATM,BestBuy,Clothing,838.18,Credit Card,Approved,San Francisco,2025,1,12,796.271,High,2025-01-12,False,30,Female,Suspended
284,99,2025-01-12,POS,eBay,Electronics,173.88,Credit Card,Declined,Miami,2025,1,12,173.88,Medium,2025-01-12,False,61,Other,Active
285,188,2025-01-12,ATM,Walmart,Travel,24.05,Credit Card,Declined,Chicago,2025,1,12,24.05,Low,2025-01-12,False,41,Female,Inactive
286,116,2025-01-12,POS,BestBuy,Clothing,780.21,Debit Card,Pending,San Francisco,2025,1,12,741.1995,High,2025-01-12,False,60,Female,Inactive
287,191,2025-01-12,POS,eBay,Health,611.65,Credit Card,Approved,Seattle,2025,1,12,581.0675,High,2025-01-12,False,36,Female,Inactive
288,253,2025-01-12,POS,Costco,Clothing,701.14,Credit Card,Declined,Houston,2025,1,12,666.083,High,2025-01-12,False,25,Female,Active
289,161,2025-01-13,POS,Costco,Clothing,838.96,Debit Card,Declined,Seattle,2025,1,13,797.012,High,2025-01-13,False,19,Other,Active
290,256,2025-01-13,Online,Walmart,Dining,803.8,Debit Card,Declined,Los Angeles,2025,1,13,763.6099999999999,High,2025-01-13,True,65,Female,Suspended
291,128,2025-01-13,Online,Target,Clothing,961.12,Debit Card,Approved,New York,2025,1,13,913.064,High,2025-01-13,True,24,Female,Active
292,18,2025-01-13,ATM,Amazon,Health,538.26,Debit Card,Pending,Chicago,2025,1,13,511.347,High,2025-01-13,False,38,Other,Inactive
293,281,2025-01-13,Online,Amazon,Health,491.05,Credit Card,Declined,Los Angeles,2025,1,13,491.05,Medium,2025-01-13,False,26,Female,Suspended
294,223,2025-01-13,Online,BestBuy,Groceries,404.88,Debit Card,Approved,New York,2025,1,13,404.88,Medium,2025-01-13,False,34,Other,Inactive
295,54,2025-01-13,ATM,eBay,Clothing,157.92,Debit Card,Declined,Chicago,2025,1,13,157.92,Medium,2025-01-13,False,47,Male,Inactive
296,58,2025-01-13,ATM,Amazon,Dining,574.74,Credit Card,Declined,Los Angeles,2025,1,13,546.0029999999999,High,2025-01-13,False,41,Other,Active
297,174,2025-01-13,ATM,eBay,Clothing,280.63,Credit Card,Pending,Seattle,2025,1,13,280.63,Medium,2025-01-13,False,37,Female,Suspended
298,280,2025-01-13,Online,eBay,Travel,921.7,Credit Card,Declined,Los Angeles,2025,1,13,875.615,High,2025-01-13,True,41,Male,Active
299,114,2025-01-13,Online,BestBuy,Travel,585.27,Debit Card,Declined,San Francisco,2025,1,13,556.0065,High,2025-01-13,False,36,Male,Inactive
300,288,2025-01-13,ATM,BestBuy,Dining,594.88,Credit Card,Approved,Seattle,2025,1,13,565.136,High,2025-01-13,False,20,Other,Inactive
301,151,2025-01-13,POS,BestBuy,Groceries,358.15,Debit Card,Approved,Chicago,2025,1,13,358.15,Medium,2025-01-13,False,44,Other,Inactive
302,127,2025-01-13,ATM,Amazon,Groceries,56.73,Debit Card,Pending,Los Angeles,2025,1,13,56.73,Low,2025-01-13,False,47,Male,Inactive
303,155,2025-01-13,POS,Costco,Health,36.59,Debit Card,Approved,Miami,2025,1,13,36.59,Low,2025-01-13,False,53,Male,Suspended
304,273,2025-01-13,POS,BestBuy,Health,426.22,Credit Card,Approved,Chicago,2025,1,13,426.22,Medium,2025-01-13,False,53,Female,Active
305,104,2025-01-13,ATM,Amazon,Electronics,89.14,Debit Card,Pending,Los Angeles,2025,1,13,89.14,Low,2025-01-13,False,30,Other,Inactive
306,299,2025-01-13,ATM,BestBuy,Dining,608.81,Credit Card,Declined,San Francisco,2025,1,13,578.3694999999999,High,2025-01-13,False,55,Female,Inactive
307,246,2025-01-13,ATM,Expedia,Clothing,881.57,Credit Card,Pending,New York,2025,1,13,837.4915,High,2025-01-13,False,67,Male,Suspended
308,176,2025-01-13,Online,eBay,Entertainment,883.5,Credit Card,Approved,New York,2025,1,13,839.3249999999999,High,2025-01-13,True,31,Other,Inactive
309,39,2025-01-13,POS,BestBuy,Dining,660.75,Debit Card,Pending,Miami,2025,1,13,627.7125,High,2025-01-13,False,27,Other,Inactive
310,170,2025-01-13,Online,Walmart,Electronics,215.18,Debit Card,Declined,Chicago,2025,1,13,215.18,Medium,2025-01-13,False,54,Male,Suspended
311,247,2025-01-13,Online,eBay,Health,863.68,Debit Card,Pending,San Francisco,2025,1,13,820.4959999999999,High,2025-01-13,True,39,Female,Suspended
312,26,2025-01-13,ATM,eBay,Dining,886.66,Credit Card,Approved,Los Angeles,2025,1,13,842.3269999999999,High,2025-01-13,False,23,Other,Inactive
313,13,2025-01-14,Online,BestBuy,Dining,200.67,Debit Card,Approved,Los Angeles,2025,1,14,200.67,Medium,2025-01-14,False,54,Other,Active
314,36,2025-01-14,ATM,Costco,Health,738.74,Debit Card,Pending,New York,2025,1,14,701.803,High,2025-01-14,False,66,Male,Active
315,173,2025-01-14,POS,Target,Electronics,290.09,Debit Card,Declined,San Francisco,2025,1,14,290.09,Medium,2025-01-14,False,56,Other,Inactive
316,20,2025-01-14,ATM,Costco,Health,803.63,Debit Card,Pending,Seattle,2025,1,14,763.4485,High,2025-01-14,False,36,Female,Active
317,264,2025-01-14,Online,BestBuy,Groceries,997.25,Debit Card,Declined,Miami,2025,1,14,947.3874999999999,High,2025-01-14,True,29,Female,Active
318,142,2025-01-14,Online,eBay,Clothing,34.88,Credit Card,Declined,New York,2025,1,14,34.88,Low,2025-01-14,False,54,Male,Active
319,143,2025-01-14,ATM,Walmart,Health,897.88,Credit Card,Pending,New York,2025,1,14,852.986,High,2025-01-14,False,37,Other,Inactive
320,92,2025-01-14,ATM,eBay,Electronics,624.52,Credit Card,Declined,Miami,2025,1,14,593.294,High,2025-01-14,False,19,Male,Suspended
321,288,2025-01-14,Online,Costco,Travel,973.52,Credit Card,Approved,Chicago,2025,1,14,924.8439999999999,High,2025-01-14,True,20,Other,Inactive
322,215,2025-01-14,POS,Walmart,Groceries,467.68,Debit Card,Pending,Los Angeles,2025,1,14,467.68,Medium,2025-01-14,False,52,Female,Inactive
323,51,2025-01-14,POS,Amazon,Travel,848.15,Credit Card,Declined,Chicago,2025,1,14,805.7425,High,2025-01-14,False,59,Other,Inactive
324,153,2025-01-14,ATM,Expedia,Entertainment,67.08,Debit Card,Approved,San Francisco,2025,1,14,67.08,Low,2025-01-14,False,63,Male,Active
325,186,2025-01-14,POS,eBay,Health,338.6,Credit Card,Pending,Seattle,2025,1,14,338.6,Medium,2025-01-14,False,45,Male,Suspended
326,63,2025-01-14,Online,BestBuy,Groceries,71.68,Credit Card,Approved,Houston,2025,1,14,71.68,Low,2025-01-14,False,21,Female,Inactive
327,190,2025-01-14,ATM,Amazon,Clothing,975.47,Credit Card,Approved,Houston,2025,1,14,926.6965,High,2025-01-14,False,42,Female,Inactive
328,125,2025-01-14,Online,Expedia,Health,817.89,Debit Card,Approved,Houston,2025,1,14,776.9955,High,2025-01-14,True,54,Female,Inactive
329,150,2025-01-14,Online,BestBuy,Clothing,853.28,Debit Card,Declined,Miami,2025,1,14,810.616,High,2025-01-14,True,48,Other,Active
330,58,2025-01-14,POS,Target,Dining,938.28,Credit Card,Pending,New York,2025,1,14,891.366,High,2025-01-14,False,41,Other,Active
331,180,2025-01-14,ATM,BestBuy,Travel,89.68,Debit Card,Pending,Seattle,2025,1,14,89.68,Low,2025-01-14,False,63,Male,Inactive
332,170,2025-01-14,ATM,Walmart,Groceries,388.67,Credit Card,Declined,Chicago,2025,1,14,388.67,Medium,2025-01-14,False,54,Male,Suspended
333,271,2025-01-14,POS,Walmart,Clothing,75.68,Credit Card,Pending,Los Angeles,2025,1,14,75.68,Low,2025-01-14,False,24,Female,Suspended
334,54,2025-01-14,Online,Target,Electronics,214.74,Credit Card,Approved,Houston,2025,1,14,214.74,Medium,2025-01-14,False,47,Male,Inactive
335,101,2025-01-14,Online,Amazon,Clothing,233.22,Debit Card,Pending,Chicago,2025,1,14,233.22,Medium,2025-01-14,False,24,Female,Suspended
336,264,2025-01-14,Online,Expedia,Electronics,471.76,Credit Card,Declined,Houston,2025,1,14,471.76,Medium,2025-01-14,False,29,Female,Active
337,53,2025-01-15,Online,BestBuy,Health,272.22,Credit Card,Approved,Seattle,2025,1,15,272.22,Medium,2025-01-15,False,46,Male,Inactive
338,60,2025-01-15,ATM,Walmart,Groceries,105.47,Credit Card,Declined,Houston,2025,1,15,105.47,Medium,2025-01-15,False,26,Male,Suspended
339,108,2025-01-15,ATM,Amazon,Clothing,171.65,Debit Card,Approved,Los Angeles,2025,1,15,171.65,Medium,2025-01-15,False,28,Other,Suspended
340,5,2025-01-15,POS,Target,Entertainment,151.54,Credit Card,Approved,San Francisco,2025,1,15,151.54,Medium,2025-01-15,False,27,Other,Suspended
341,103,2025-01-15,POS,Costco,Clothing,973.21,Debit Card,Pending,San Francisco,2025,1,15,924.5495,High,2025-01-15,False,25,Female,Inactive
342,196,2025-01-15,ATM,eBay,Entertainment,760.5,Credit Card,Approved,Seattle,2025,1,15,722.475,High,2025-01-15,False,27,Female,Suspended
343,262,2025-01-15,ATM,Costco,Groceries,967.92,Debit Card,Declined,San Francisco,2025,1,15,919.5239999999999,High,2025-01-15,False,63,Other,Active
344,47,2025-01-15,Online,Costco,Clothing,442.54,Credit Card,Pending,Miami,2025,1,15,442.54,Medium,2025-01-15,False,69,Male,Inactive
345,144,2025-01-15,Online,Walmart,Electronics,281.98,Credit Card,Declined,New York,2025,1,15,281.98,Medium,2025-01-15,False,18,Male,Active
346,269,2025-01-15,POS,Target,Clothing,799.3,Debit Card,Approved,Miami,2025,1,15,759.3349999999999,High,2025-01-15,False,67,Female,Active
347,124,2025-01-15,ATM,BestBuy,Travel,329.62,Debit Card,Declined,Chicago,2025,1,15,329.62,Medium,2025-01-15,False,66,Other,Active
348,106,2025-01-15,POS,Costco,Health,302.89,Credit Card,Declined,Miami,2025,1,15,302.89,Medium,2025-01-15,False,19,Male,Active
349,158,2025-01-15,ATM,Costco,Dining,236.34,Debit Card,Approved,Chicago,2025,1,15,236.34,Medium,2025-01-15,False,34,Male,Active
350,147,2025-01-15,Online,Expedia,Electronics,134.03,Credit Card,Pending,Chicago,2025,1,15,134.03,Medium,2025-01-15,False,35,Female,Active
351,145,2025-01-15,POS,Walmart,Travel,260.18,Credit Card,Declined,New York,2025,1,15,260.18,Medium,2025-01-15,False,69,Female,Active
352,120,2025-01-15,POS,Walmart,Entertainment,358.54,Credit Card,Approved,Los Angeles,2025,1,15,358.54,Medium,2025-01-15,False,19,Male,Active
353,275,2025-01-15,ATM,BestBuy,Health,675.62,Debit Card,Pending,Seattle,2025,1,15,641.8389999999999,High,2025-01-15,False,48,Male,Suspended
354,92,2025-01-15,Online,eBay,Groceries,67.25,Credit Card,Pending,New York,2025,1,15,67.25,Low,2025-01-15,False,19,Male,Suspended
355,58,2025-01-15,POS,Amazon,Electronics,214.45,Debit Card,Pending,Seattle,2025,1,15,214.45,Medium,2025-01-15,False,41,Other,Active
356,229,2025-01-15,Online,Expedia,Dining,809.98,Credit Card,Declined,San Francisco,2025,1,15,769.481,High,2025-01-15,True,28,Female,Suspended
357,117,2025-01-15,POS,Walmart,Health,151.19,Debit Card,Declined,San Francisco,2025,1,15,151.19,Medium,2025-01-15,False,46,Female,Suspended
358,279,2025-01-15,Online,Expedia,Entertainment,345.93,Debit Card,Declined,Miami,2025,1,15,345.93,Medium,2025-01-15,False,58,Other,Inactive
359,127,2025-01-15,ATM,Walmart,Dining,865.34,Credit Card,Pending,Chicago,2025,1,15,822.073,High,2025-01-15,False,47,Male,Inactive
360,129,2025-01-15,POS,Expedia,Groceries,159.15,Debit Card,Declined,Houston,2025,1,15,159.15,Medium,2025-01-15,False,26,Male,Suspended
361,58,2025-01-16,POS,Target,Groceries,87.32,Credit Card,Approved,Houston,2025,1,16,87.32,Low,2025-01-16,False,41,Other,Active
362,122,2025-01-16,Online,Costco,Entertainment,487.12,Credit Card,Declined,Seattle,2025,1,16,487.12,Medium,2025-01-16,False,21,Female,Active
363,1,2025-01-16,Online,Walmart,Electronics,305.91,Credit Card,Declined,Chicago,2025,1,16,305.91,Medium,2025-01-16,False,66,Male,Inactive
364,239,2025-01-16,POS,Expedia,Entertainment,565.59,Credit Card,Pending,Seattle,2025,1,16,537.3105,High,2025-01-16,False,40,Other,Active
365,290,2025-01-16,ATM,Amazon,Clothing,804.79,Credit Card,Declined,New York,2025,1,16,764.5504999999999,High,2025-01-16,False,48,Male,Inactive
