order_id,date,product_name,category,sales,quantity,city
457,2023-11-11,Phone,Accessories,1141.03,7,Hyderabad
458,2023-05-28,Monitor,Electronics,3509.87,2,Delhi
459,2023-06-04,Phone,Office,3809.23,5,Delhi
460,2023-06-30,Laptop,Accessories,1307.02,3,Chennai
461,2023-04-07,Printer,Office,3919.92,6,Bangalore
462,2023-01-03,Keyboard,Electronics,241.8,2,Bangalore
463,2023-10-13,Phone,Accessories,584.53,8,Mumbai
464,2023-03-13,Keyboard,Office,2807.72,1,Pune
465,2023-06-28,Mouse,Accessories,3269.14,10,Delhi
466,2023-08-09,Headphones,Electronics,4454.72,3,Chennai
467,2023-01-21,Headphones,Accessories,4587.87,3,Delhi
468,2023-09-27,Phone,Office,4247.54,10,Delhi
469,2023-03-03,Keyboard,Electronics,2347.32,9,Chennai
470,2023-09-09,Monitor,Office,670.65,8,Mumbai
471,2023-08-31,Printer,Electronics,3218.58,4,Chennai
472,2023-05-18,Tablet,Office,573.61,5,Delhi
473,2023-06-09,Laptop,Office,2393.29,10,Mumbai
474,2023-09-12,Phone,Office,4398.31,6,Hyderabad
475,2023-03-27,Tablet,Office,3629.71,7,Hyderabad
476,2023-02-16,Phone,Office,3631.2,5,Chennai
477,2023-07-05,Monitor,Electronics,434.89,7,Mumbai
478,2023-12-09,Laptop,Electronics,899.59,5,Hyderabad
479,2023-09-24,Mouse,Electronics,4455.68,7,Pune
480,2023-01-30,Headphones,Office,3942.5,4,Chennai
481,2023-07-28,Tablet,Electronics,1542.22,7,Mumbai
482,2023-06-07,Laptop,Office,2715.12,5,Hyderabad
483,2023-04-19,Laptop,Electronics,2381.98,7,Bangalore
484,2023-05-02,Laptop,Accessories,3434.11,5,Delhi
485,2023-07-11,Monitor,Electronics,330.25,6,Mumbai
486,2023-11-08,Laptop,Office,4496.0,3,Hyderabad
487,2023-07-24,Monitor,Office,1832.43,7,Hyderabad
488,2023-10-14,Keyboard,Electronics,4205.39,9,Delhi
489,2023-09-26,Printer,Electronics,3090.84,6,Hyderabad
490,2023-05-19,Keyboard,Accessories,3689.58,2,Delhi
491,2023-11-26,Mouse,Accessories,1575.25,4,Chennai
492,2023-09-21,Keyboard,Electronics,2859.63,5,Delhi
493,2023-11-25,Tablet,Office,584.35,3,Pune
494,2023-08-03,Headphones,Electronics,1423.24,4,Chennai
495,2023-02-09,Tablet,Office,3858.35,2,Chennai
496,2023-08-25,Headphones,Office,2877.81,10,Pune
497,2023-07-05,Printer,Accessories,3465.31,7,Chennai
498,2023-12-13,Phone,Accessories,4371.94,7,Bangalore
499,2023-10-29,Monitor,Accessories,2642.9,3,Mumbai
500,2023-12-23,Keyboard,Accessories,3148.18,8,Bangalore
501,2023-06-28,Mouse,Accessories,4960.39,6,Pune
502,2023-09-27,Monitor,Office,879.64,7,Delhi
503,2023-03-22,Headphones,Accessories,2120.01,5,Mumbai
504,2023-09-09,Mouse,Accessories,4561.49,9,Pune
505,2023-05-10,Mouse,Electronics,1608.4,3,Pune
506,2023-11-04,Monitor,Accessories,1768.71,3,Hyderabad
507,2023-06-23,Keyboard,Accessories,1688.57,5,Mumbai
508,2023-09-07,Monitor,Accessories,4153.51,6,Mumbai
509,2023-02-06,Monitor,Office,251.19,1,Hyderabad
510,2023-02-08,Mouse,Accessories,911.64,1,Pune
511,2023-10-15,Headphones,Office,2165.91,1,Mumbai
512,2023-09-10,Mouse,Electronics,851.58,7,Chennai
513,2023-10-02,Mouse,Electronics,493.47,5,Chennai
514,2023-01-19,Headphones,Accessories,3434.94,3,Chennai
515,2023-11-07,Phone,Office,2341.35,4,Hyderabad
516,2023-07-15,Monitor,Electronics,3793.91,4,Bangalore
517,2023-11-17,Phone,Electronics,1382.24,8,Hyderabad
518,2023-04-21,Keyboard,Accessories,3733.88,9,Bangalore
519,2023-12-17,Keyboard,Accessories,1591.3,3,Bangalore
520,2023-11-08,Keyboard,Accessories,1191.35,3,Pune
521,2023-11-03,Laptop,Accessories,2834.81,4,Chennai
522,2023-05-08,Headphones,Electronics,1962.65,6,Pune
523,2023-12-21,Mouse,Accessories,470.11,9,Pune
524,2023-05-02,Headphones,Electronics,859.65,10,Pune
525,2023-03-10,Mouse,Electronics,2372.78,10,Mumbai
526,2023-04-14,Laptop,Electronics,757.29,7,Pune
527,2023-06-17,Phone,Office,2906.79,1,Bangalore
528,2023-05-30,Laptop,Electronics,4779.44,3,Bangalore
529,2023-07-23,Monitor,Electronics,2850.39,1,Mumbai
530,2023-11-13,Tablet,Accessories,1325.79,4,Mumbai
531,2023-02-06,Headphones,Accessories,1850.48,1,Hyderabad
532,2023-04-04,Headphones,Accessories,3789.22,3,Pune
533,2023-01-23,Tablet,Accessories,485.8,6,Hyderabad
534,2023-02-23,Tablet,Office,2422.7,2,Bangalore
535,2023-06-25,Mouse,Accessories,2520.28,8,Bangalore
536,2023-01-26,Printer,Electronics,1903.26,7,Mumbai
537,2023-06-12,Laptop,Accessories,4726.54,4,Bangalore
538,2023-05-11,Printer,Electronics,2105.95,6,Mumbai
539,2023-01-13,Headphones,Electronics,1444.79,6,Chennai
540,2023-02-09,Phone,Office,4158.18,8,Bangalore
541,2023-01-17,Laptop,Electronics,1918.78,1,Delhi
542,2023-07-05,Mouse,Office,4355.77,5,Chennai
543,2023-08-14,Monitor,Office,1495.6,5,Pune
544,2023-10-03,Monitor,Accessories,964.59,4,Delhi
545,2023-06-16,Monitor,Office,2832.4,2,Hyderabad
546,2023-04-26,Laptop,Electronics,668.23,8,Hyderabad
547,2023-12-06,Phone,Office,3704.98,7,Bangalore
548,2023-12-05,Mouse,Electronics,196.42,7,Hyderabad
549,2023-02-02,Headphones,Office,4538.27,5,Mumbai
550,2023-10-15,Laptop,Accessories,4904.76,2,Delhi
