Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,3472.46,3389.84,14
DOT,Department of Transportation,DOT 5 Highway Services,M,7292.8933,9128.37,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,63436.568,12597.84,,12
DOT,Department of Transportation,DOT 5 Highway Services,M,8613,8142.34,3665.64,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,66673.7594,,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,8613,24793.17,2181.68,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,78947,2347.37,6257.7,16
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,696.2,5733.67,14
DOT,Department of Transportation,DOT 5 Highway Services,M,75621,4253.19,234.1,15
DOT,Department of Transportation,DOT 5 Highway Services,M,145539.99,,,M3
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,14478.75,543.48,14
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,12382.92,342.79,14
DOT,Department of Transportation,DOT 5 Highway Services,M,112267,3983.21,377.99,N24
DOT,Department of Transportation,DOT 5 Highway Services,M,58751,,4617.44,9
DOT,Department of Transportation,DOT 5 Highway Services,F,72463,7284.65,4154.55,14
DOT,Department of Transportation,DOT 5 Highway Services,M,68978.266,,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,75621.41,,234.1,15
DOT,Department of Transportation,DOT 5 Highway Services,M,75621,1868.91,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,75621,986.3,5989.38,15
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,2744.35,4961.19,14
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,156.36,1177.54,14
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,1297,4574.95,14
DOT,Department of Transportation,DOT 5 Highway Services,M,75621,19.48,1228.89,15
DOT,Department of Transportation,DOT 5 Highway Services,M,75621,11384.89,756.24,15
DOT,Department of Transportation,DOT 5 Highway Services,F,72463,13514.52,224.9,14
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,1481.98,5733.67,14
DOT,Department of Transportation,DOT 5 Highway Services,M,75621,13395.97,3572.81,15
DOT,Department of Transportation,DOT 5 Highway Services,M,7232.414,2938.71,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,7232.4126,6362.92,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,112267,39335.66,479.87,N24
DOT,Department of Transportation,DOT 5 Highway Services,M,7232.414,1864.63,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,9883.547,5229.56,,N24
DOT,Department of Transportation,DOT 5 Highway Services,M,7292.8933,722.1,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,72463,13765.88,112.95,14
DOT,Department of Transportation,DOT 5 Highway Services,M,75621,11121.39,3572.81,15
DOT,Department of Transportation,DOT 5 Highway Services,M,71963.394,17951.49,,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,5182.2469,4615.43,,14
DOT,Department of Transportation,DOT 5 Highway Services,F,4467.195,492.61,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,12682,11325.33,,22
DOT,Department of Transportation,DOT 5 Highway Services,M,68731.453,9552.7,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,6395.45,444.75,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,65993.542,15537.4,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,798.23,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,68978.2917,7264.48,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,76482.97,2447.33,,N21
DOT,Department of Transportation,DOT 5 Highway Services,M,833.72,164.31,,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,63761.4194,9649.49,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,68977.8525,7579.37,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,63761.4232,7191.5,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,68978.281,483.74,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,75427.6447,25339.68,,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,65993.542,1827.7,,14
DOT,Department of Transportation,DOT 5 Highway Services,F,57284.8853,8959.22,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,72548.1614,14727.26,,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,7649.67,2736.2,,N21
DOT,Department of Transportation,DOT 5 Highway Services,M,6974.2728,956.55,,16
DOT,Department of Transportation,DOT 5 Highway Services,M,6481.135,9634.36,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,68826.444,15352.36,,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,645.333,1397.45,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,64597.4379,2641.39,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,6489.4697,217.82,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,6223.1185,1189.93,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,64348.943,1416.22,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,59433.2949,9414.39,,14
DOT,Department of Transportation,DOT 5 Highway Services,F,62617.87,1193.29,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,61192.7317,12392.41,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,48551.85,198.78,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,68215.31,1384.32,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,5878.7832,11414.99,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,5878.7832,9813.31,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,53771.3889,,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,661.4649,5529.74,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,675.137,831.56,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,59416.519,5717.26,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,6335.878,9973.27,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,675.1,1616.58,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,17367,154.86,,23
DOT,Department of Transportation,DOT 5 Highway Services,M,56793.474,3174.25,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,56793.474,618.45,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,17367,,,23
DOT,Department of Transportation,DOT 5 Highway Services,M,63969.372,1299.1,,N18
DOT,Department of Transportation,DOT 5 Highway Services,F,15479.3832,646.58,,23
DOT,Department of Transportation,DOT 5 Highway Services,M,4928.76,212.15,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,5774.522,9116.18,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,5783.3766,7438.93,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,67884.354,12321.99,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,55788.858,4166.84,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,58155.3288,14472.74,,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,58329.6228,8532.55,,N18
DOT,Department of Transportation,DOT 5 Highway Services,F,58548.3768,9953.22,,N17
DOT,Department of Transportation,DOT 5 Highway Services,M,54856.4944,1226.44,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,57285.4846,13233.32,,15
DOT,Department of Transportation,DOT 5 Highway Services,F,58996.8423,715.78,,N18
DOT,Department of Transportation,DOT 5 Highway Services,M,58548.3768,19898.91,,N18
DOT,Department of Transportation,DOT 5 Highway Services,F,5496.5533,13171.77,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,5214.398,,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,53214.6496,8297.1,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,53214.6496,5647.83,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,53214.6496,1461.74,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,55651.1531,12738.95,,15
DOT,Department of Transportation,DOT 5 Highway Services,F,1173.58,78.65,,23
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,511.564,1577.85,,15
DOT,Department of Transportation,DOT 5 Highway Services,M,48779.2534,8572.1,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,4759.47,,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,49172.314,11542.98,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,49172.314,535.2,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,4759.47,6754.79,,14
DOT,Department of Transportation,DOT 5 Highway Services,F,484.195,9559.76,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,4759.47,888.29,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,4759.47,6281.96,,14
DOT,Department of Transportation,DOT 5 Highway Services,F,919.39,26.17,,23
DOT,Department of Transportation,DOT 5 Highway Services,F,76934.655,3713.78,,18
DOT,Department of Transportation,DOT 5 Highway Services,F,67619.655,451.74,,16
DOT,Department of Transportation,DOT 5 Highway Services,M,48551.85,9678.32,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,48551.85,7481.98,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,48551.85,5881.7,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,48551.85,742.45,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,43735.995,1817.54,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,37924,68.38,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,11456.49,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,37924,,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,539.65,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,5424.9,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,5396.33,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,5529.6,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,6932.94,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,5515.89,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,3641.7,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,95,,,N25
DOT,Department of Transportation,DOT 5 Highway Services,M,5736,1633.97,,13
DOT,Department of Transportation,DOT 5 Highway Services,F,65,2247.1,,13
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,3626.47,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,4691,,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,4691,,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,4691,,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,42257,,,11
DOT,Department of Transportation,DOT 5 Highway Services,M,4691,,,14
DOT,Department of Transportation,DOT 5 Highway Services,M,4691,,,14
DOT,Department of Transportation,DOT 5 Parking Management,F,82436,,,N17
DOT,Department of Transportation,DOT 5 Parking Management,M,175873,,,M2
DOT,Department of Transportation,DOT 5 Parking Management Administration,M,97579.8,,1354.88,21
DOT,Department of Transportation,DOT 5 Parking Management Administration,M,15294,,,M3
DOT,Department of Transportation,DOT 5 Parking Management Administration,F,17367,,597.58,23
DOT,Department of Transportation,DOT 5 Parking Management Administration,M,198.696,,,N25
DOT,Department of Transportation,DOT 5 Parking Management Administration,M,12932.931,,,23
DOT,Department of Transportation,DOT 5 Parking Management Administration,F,121134.9833,,,26
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,112267,1172.12,479.87,N24
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,1345,,1746.99,28
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,119615.87,,,28
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,8157.7774,412.33,,19
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,1345,,2185.69,28
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,97791.1,423.18,1227.76,22
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,66572,,445.46,12
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,75621,,3568.7,15
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,12682,526.71,384.56,22
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,89948,381.57,426.33,19
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,75621,54.54,,15
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,66572,,1916.42,12
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,61994.3494,285.14,,12
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,6775.3526,866.9,,15
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,8459.5329,682.71,,19
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,15294,,,M3
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,F,7245.94,298.55,,19
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,712.84,1139.57,,15
DOT,Department of Transportation,DOT 5 Parking Management Engineering and Capital Project Management,M,63.94,281.67,,15
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,F,78947,,287.9,16
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,M,15294,,,M3
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,F,79768.2912,,,21
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,M,14124.93,,,M3
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,F,61,,,16
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,F,85214.655,,,21
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,F,1,,,23
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,F,19,,,N25
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,F,72,,,16
DOT,Department of Transportation,DOT 5 Parking Management Financial Management,F,915,,,23
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,117424,,513.3,N25
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,F,117424,,513.3,N25
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,75621,,1228.89,N15
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,F,63839,85.8,63.42,11
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,71288,,1161.21,15
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,75621,,1228.89,15
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,6977.9141,,,15
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,69442,,549.5,13
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,8613,,1399.19,N18
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,F,57194.9648,,,11
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,8239.4146,,,18
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,F,52182.3866,,,11
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,136796.41,,,M3
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,F,89654.5695,,,N25
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,5226.42,342.6,,15
DOT,Department of Transportation,DOT 5 Parking Management Parking Operations,M,62119,,,15
DOT,Department of Transportation,DOT 5 Ride On Operations,M,154277.8,,,M2
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,75621,7843.19,139.83,15
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,65961.8497,381.8,,12
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,82436,,4554.56,17
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,69442,163.89,781.29,13
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,65333,6869.15,,14
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,48833.9364,145.46,,9
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,81829.353,1779.21,,N21
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,81829.353,1779.21,,N21
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,71867.2784,4277.25,,14
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,54333,1653.67,,12
DOT,Department of Transportation,DOT 5 Sign and Marking Shop,M,54333,2739.5,,12
DOT,Department of Transportation,DOT 5 Traffic Engineering and Operations,F,69442,,3276.15,13
DOT,Department of Transportation,DOT 5 Traffic Engineering and Operations,F,61233.7914,,,13
DOT,Department of Transportation,DOT 5 Traffic Engineering and Operations,F,81799.1745,,,N17
DOT,Department of Transportation,DOT 5 Traffic Engineering and Operations,M,175873,,,M2
DOT,Department of Transportation,DOT 5 Traffic Engineering and Operations Management Services,F,15294,,,M3
DOT,Department of Transportation,DOT 5 Traffic Engineering and Operations Management Services,F,117424,,513.3,N25
DOT,Department of Transportation,DOT 5 Traffic Engineering and Operations Management Services,F,17367,9421.68,,N23
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,148.19,,T1
DOT,Department of Transportation,DOT 5 Traffic Engineering and Operations Management Services,M,122842,,,26
DOT,Department of Transportation,DOT 5 Traffic Engineering Design and Operations,F,117424,,558.66,25
DOT,Department of Transportation,DOT 5 Traffic Engineering Design and Operations,M,117424,,198.14,25
DOT,Department of Transportation,DOT 5 Traffic Engineering Design and Operations,M,15294,,,M3
DOT,Department of Transportation,DOT 5 Traffic Engineering Design and Operations,M,88329.99,1329.8,,N25
DOT,Department of Transportation,DOT 5 Traffic Engineering Design and Operations,M,84827.96,4728.36,,22
DOT,Department of Transportation,DOT 5 Traffic Engineering Design and Operations,F,58313.7113,3218.24,,18
DOT,Department of Transportation,DOT 5 Traffic Engineering Design and Operations,M,97229.1854,,,22
DOT,Department of Transportation,DOT 5 Traffic Engineering Design and Operations,F,64341.97,,,18
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,98228,,7554.36,21
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,97579.8,9434.24,,22
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,117424,,361.38,25
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,8613,198.59,476.4,18
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,821.781,3868.15,,18
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,149352.85,,,M3
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,117424,,,25
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,17781.7525,,,25
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,67682.5599,,,18
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,F,99473.6911,,,22
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,17367,85572.16,,23
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,77675.68,14564.53,,18
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,952.2729,,,22
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,115855.31,,,25
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,9,,,25
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,F,12333,,,N28
DOT,Department of Transportation,DOT 5 Traffic Engineering Studies Section,M,964,347.61,,22
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,8613,8616.14,215.26,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,115113.297,,,N25
DOT,Department of Transportation,DOT 5 Transit Central Communication,F,8613,2397.22,6147.94,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,84632.44,19116.79,,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,124157.63,,,M3
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,9117,2122.84,,T2
DOT,Department of Transportation,DOT 5 Transit Central Communication,F,9517,8692.11,,T2
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,8613,121.8,1399.19,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,8613,15668.94,6836.38,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,F,8613,24985.87,,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,8613,18741.67,,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,F,8613,1953.23,,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,8459.5329,9244.1,,18
DOT,Department of Transportation,DOT 5 Transit Central Communication,M,76988.475,6936.6,,18
DOT,Department of Transportation,DOT 5 Transit COS Marketing,M,117424,,,N25
DOT,Department of Transportation,DOT 5 Transit COS Marketing,M,69868.7,,,18
DOT,Department of Transportation,DOT 5 Transit COS Marketing,F,72266.449,,,18
DOT,Department of Transportation,DOT 5 Transit COS Marketing,F,97356.9,,,21
DOT,Department of Transportation,DOT 5 Transit COS Passenger Facilities,M,8613,268.5,,N18
DOT,Department of Transportation,DOT 5 Transit COS Passenger Facilities,M,82436,,6539.54,17
DOT,Department of Transportation,DOT 5 Transit COS Passenger Facilities,M,114857.2517,,,N25
DOT,Department of Transportation,DOT 5 Transit COS Passenger Facilities,M,66384.324,129.4,,17
DOT,Department of Transportation,DOT 5 Transit COS Taxicab Regulation,M,19389.971,,,N26
DOT,Department of Transportation,DOT 5 Transit COS Taxicab Regulation,M,17367,14421.42,,23
DOT,Department of Transportation,DOT 5 Transit COS Taxicab Regulation,M,93986,,,2
DOT,Department of Transportation,DOT 5 Transit COS Taxicab Regulation,M,76624,,,2
DOT,Department of Transportation,DOT 5 Transit Customer Operations and Support,M,151768.75,,,M3
DOT,Department of Transportation,DOT 5 Transit Fare Media,F,79218.7,,,18
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,146688.67,,,M3
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,1913.28,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,1876.7,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,58751,419.76,4613.45,9
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8417,45545.29,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,98228.33,5137.33,,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,24144.36,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,141.88,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,98228,1918.3,,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,7988.33,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,83.87,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,98228,2313.21,,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,9117,232.86,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,3689.1,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8517,1519.93,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8417,99.86,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,16637.6,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,9117,26618.1,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,38414.28,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,1563.2,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,9517,12379.83,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,15245.16,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,9117,3845.26,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,98228,1582.46,,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,858.17,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,3967.36,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,29378.4,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8517,47544.2,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,2117.25,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,98228,2481.88,4186.89,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8517,51.22,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,2618.52,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,53242.1,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8217,22771.24,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,25723.66,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,13535.51,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,26758.6,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,8281.56,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,98228,265.58,4186.89,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8417,14558.12,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,44159.48,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,2881.34,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,78947,512.1,3732.58,16
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8417,8885.53,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,6182.14,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,9729.16,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,1829.13,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,35746.33,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8217,,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,1299.19,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,3692.68,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,35889.74,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,1835.11,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,3417.18,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,1461.7,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,5368.5,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8417,68795.24,368,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8417,31377.14,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,2632.81,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,9117,1896.22,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,98228,834.73,,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8517,3396.72,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,54733.95,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8217,5247.63,,T1
