,Open,High,Low,Close,Adj Close,Volume,Daily Returns,20_MA,50_MA
2020-09-04,1477.3470692601074,1466.2697561283799,1360.3647073644854,1477.8591228083953,1527.705189532817,7529845,1.9867435258338784,1486.7366652309386,1495.491451846461
2020-09-07,1587.345997747347,1466.9675428170383,1417.320855638784,1457.73874735414,1479.518879592559,3736582,-1.3614542241360827,1487.5593898810396,1494.438038070136
2020-09-08,1427.5041888291987,1647.327915700235,1376.8829353877948,1471.1345432929897,1454.843040469734,8956056,0.918943532451455,1491.0061587591042,1494.1162228194544
2020-09-09,1468.2132702100516,1524.8541591512242,1362.6749940945535,1543.8091810368492,1596.7955295919655,2100500,4.94004019382106,1496.8277615102586,1495.8145434020234
2020-09-10,1422.694704248118,1524.1284294133782,1547.992046477989,1459.424343124635,1481.8668012630087,2576590,-5.466014773635419,1490.7987922480092,1493.209217036668
2020-09-11,1584.9387236557125,1612.5599134515005,1414.4707689949446,1513.2809280593794,1578.8198407358268,6594176,3.6902622043042843,1487.7239378753534,1492.4204124212163
2020-09-14,1575.4678706761963,1639.4497154767716,1511.9748891709269,1495.2100804398199,1445.9909211782171,2961977,-1.1941502258099201,1486.5103108756412,1493.764161326947
2020-09-15,1451.588325543031,1647.2002127645742,1400.9281309527528,1532.7342330725296,1442.6209408050167,8049926,2.50962410724731,1487.1418539249312,1492.9449740848058
2020-09-16,1531.996809206836,1600.6756370517883,1486.3005444447858,1587.3659478649515,1406.2268165769024,5032654,3.564330567792351,1489.859784572716,1494.7425682491066
2020-09-17,1563.444440040243,1525.251917106183,1502.0455719779372,1546.51441944205,1530.333365075177,1664468,-2.5735419408390303,1495.4317927585842,1494.0946477303714
2020-09-18,1511.0401623198925,1466.7001433397338,1469.1277481215689,1442.9880757181513,1473.7052687447522,7500242,-6.694172548436295,1488.437077085242,1491.7549882209453
2020-09-21,1505.9301156712013,1605.4293831854873,1444.3152377100316,1406.236627012257,1572.8716499679274,8899963,-2.546898988586843,1484.561203186934,1490.1788667433136
2020-09-22,1448.3704581800903,1561.680849947161,1432.3681828294536,1452.452808859965,1494.6419813383113,7978140,3.2865152962130217,1483.3524583474375,1491.1380456872323
2020-09-23,1418.6205535611798,1534.8444018493954,1419.773653308599,1519.015586140051,1593.6386855829444,4037099,4.582784161664533,1484.1140606016115,1492.4436479724939
2020-09-24,1579.4431515906654,1631.2708770189472,1535.9058288495653,1410.28516269685,1437.1051031406241,5828426,-7.157953113535487,1484.1586590687034,1490.4828143677871
2020-09-25,1580.0836114326662,1472.2394964612304,1516.1238815575457,1499.2732494402474,1573.7246335911223,9100706,6.309935685150925,1487.4594878531552,1489.9343664772875
2020-09-28,1526.6202914546536,1548.5250208581717,1543.0053821333024,1519.3685697833778,1555.3193705583483,3042823,1.3403374168539983,1486.0475801780601,1491.290187131222
2020-09-29,1467.80595820974,1452.2707289534837,1374.859444697109,1466.8487781633921,1554.1843689288103,2048173,-3.4566854063246555,1488.5620324069785,1492.069738398199
2020-09-30,1469.8419149225322,1543.7321283988254,1496.1734950407288,1554.1824407491645,1568.9566456233774,9379341,5.9538286349545055,1490.2396333497732,1491.813666265985
2020-10-01,1545.1911357740478,1461.2606551363674,1537.6680913642076,1421.3196506267543,1552.2047981885999,7579137,-8.54872546741463,1488.8521247842975,1488.3024505557055
2020-10-02,1579.4220519905155,1473.7635832536143,1386.246613233132,1415.0275563471619,1525.244064326283,2912584,-0.44269382167606564,1485.710546461236,1486.5002409534382
2020-10-05,1577.4172848530234,1473.505249355421,1363.2992534733555,1545.6377512407207,1426.2489755364775,4777538,9.2302227124625,1490.105496655565,1488.7262788348592
2020-10-06,1555.9751091715248,1579.8420604232126,1498.2241298580118,1499.0982632412397,1406.5052358982505,1225049,-3.0110216939333023,1491.5036826529772,1489.6190147936068
2020-10-07,1528.4063292308576,1599.2089758530847,1464.8946226359824,1537.6804792855473,1584.1695695631374,1747419,2.5736949331718995,1491.1972475654122,1492.2990616731279
2020-10-08,1416.8279929990097,1566.6737530194318,1518.3657553516543,1486.9654677207493,1523.3300629041476,6438684,-3.2981501845143923,1492.574303795218,1490.3811758013005
2020-10-09,1432.3257428189227,1642.4345096949085,1377.9544753252578,1449.2804066478213,1559.3074581952353,7030489,-2.5343602047929403,1489.37427772464,1490.8957796026966
2020-10-12,1579.7108377054158,1524.9741159047408,1509.053462371978,1563.82046353484,1496.30447030251,6537803,7.903236417302373,1492.8047968793912,1491.8661229713364
2020-10-13,1521.285811931918,1507.1424172563723,1390.3254640095488,1559.8831757937958,1423.461637792479,3380932,-0.2517736423620187,1494.1622440154545,1493.9675656044635
2020-10-14,1401.8394103233259,1623.719825637892,1382.7311885731408,1538.9392941708854,1425.03715844051,2654753,-1.3426570622670164,1491.740911330751,1494.529639477818
2020-10-15,1420.2943085732063,1494.7191677038904,1382.8531595861987,1454.4290274459925,1537.1130574457943,9793380,-5.491462011854309,1487.1366417309482,1493.0125384733306
2020-10-16,1532.700353821611,1642.6445078881222,1512.9149440462763,1518.0461333738174,1486.0611789798925,1571107,4.374026145472221,1490.8895446137317,1492.054493925978
2020-10-19,1401.0123167692436,1452.4308949379633,1483.03944413924,1472.1947793880054,1440.1049453400674,3086213,-3.0204190095269756,1494.187452232519,1492.6727044266956
2020-10-20,1432.1616102834998,1643.975765341528,1454.6130849538238,1418.3164146653269,1498.3189093482874,4358509,-3.659730728367061,1492.480632522787,1492.995049405368
2020-10-21,1509.7467578733172,1458.6319823901151,1421.7660968247005,1583.4627150924484,1412.8417874150268,3779499,11.64382635070118,1495.702988970407,1496.1167611869419
2020-10-22,1538.3790395385386,1628.2286227396141,1525.4401081626215,1427.3637261837923,1516.3942803828797,8313834,-9.858077959198585,1496.556917144754,1493.0639611432257
2020-10-23,1530.39225190052,1555.5402218172599,1428.489021484527,1590.0474707641606,1453.7986808870196,9937492,11.397497470061158,1501.0956282109496,1493.3693502482586
2020-10-26,1444.853861892112,1648.5929592238601,1513.3198878943153,1489.2011545915911,1559.5118201274377,2999254,-6.342346252348285,1499.5872574513603,1492.7637209314091
2020-10-27,1542.4358442695072,1464.7593129470797,1437.8269817140438,1437.0265857677239,1462.0723917847147,6044842,-3.5035272879690993,1498.0961478315771,1491.1021852050292
2020-10-28,1447.44981749936,1560.770856880264,1425.3888858849816,1508.3801894756716,1491.0440298163603,5156532,4.965364205132472,1495.8060352679024,1490.6096422963574
2020-10-29,1465.0799396318534,1643.8605071238198,1442.5359571339213,1574.5891671752815,1402.32410798162,7592910,4.389409126529631,1503.4695110953285,1493.3999405253694
2020-10-30,1549.2982810236049,1554.6195688340297,1410.2755748328284,1546.4449772819123,1414.4893775589119,6561112,-1.7873989279284963,1510.0403821420664,1492.6711922873076
2020-11-02,1529.926579809443,1575.8797276270525,1499.5218760352502,1561.3122295722899,1478.498711281337,6382858,0.9613825586286762,1510.8241060586447,1494.2223547791853
2020-11-03,1569.8446820988356,1589.1497377969235,1450.5440780184958,1531.7566733421436,1495.9877669434247,6017650,-1.8929946022547162,1512.4570265636899,1495.3249341330302
2020-11-04,1531.5225784600686,1540.9082129535545,1396.4425390293634,1538.4553129035705,1520.0041096238608,8188238,0.4373174720245343,1512.495768244591,1496.01836956997
2020-11-05,1513.6617206670944,1575.5116160168127,1529.9149146549137,1569.8391303130638,1458.3325157418606,8909699,2.0399563865304504,1516.6394513742066,1499.2272883091312
2020-11-06,1418.7349535656185,1566.86286238462,1426.7782442746422,1449.9336017718372,1538.9963772253086,4617556,-7.63807744538223,1516.6721111304075,1499.5608268695435
2020-11-09,1473.5431606118866,1630.2316020981978,1458.7105722227977,1497.884992728628,1572.024479437841,1258517,3.307143920121147,1513.375337590097,1498.5663922584106
2020-11-10,1453.0404735363452,1459.0892760682916,1531.2944221929095,1444.2418883639205,1555.97019777867,7428540,-3.5812565467385093,1507.5932732186031,1499.1200353539887
2020-11-11,1448.7979286758168,1506.192637918446,1474.8475991827984,1597.5336015993294,1407.9237650696714,1705475,10.613991636059117,1510.5229885900253,1500.6580989481095
2020-11-12,1594.602110950489,1640.0822968153118,1373.3796081416729,1588.8118679373226,1496.1013894515659,5338843,-0.5459499351547437,1517.2421306145918,1503.4529398681311
2020-11-13,1478.619544933352,1628.0527567781833,1537.9664247226951,1407.8853622737013,1420.986035683635,1424226,-11.387534881553307,1511.734092059586,1502.053464657437
2020-11-16,1578.4093110354227,1541.1313505571425,1475.5416106142836,1541.1150345031376,1448.4090031725054,5117923,9.46310515042741,1515.1801048153425,1503.7209904004167
2020-11-17,1526.2277251994526,1574.0265195603074,1416.9811229314173,1585.0496634831331,1597.3325186534294,6613201,2.8508338440913494,1523.516767256233,1505.99929280422
2020-11-18,1558.9622607083297,1505.4762365962265,1377.8544145326775,1436.1150690254667,1428.4991085803026,7303745,-9.396209966720159,1516.1493849528838,1503.8454105639923
2020-11-19,1500.5274186210384,1487.6242319447522,1508.8050378540593,1513.589046110526,1499.7776306902713,1698956,5.394691467002866,1520.4606509492205,1504.9287046237098
2020-11-20,1515.380776925272,1542.7396809879965,1474.0145511857027,1583.0976595176085,1523.6311468636238,4403096,4.59230420474428,1520.113160386893,1506.3250392528746
2020-11-23,1498.5035387637727,1520.6704456052105,1456.6922183952643,1406.7891957171598,1540.4929941088208,7278602,-11.136929092180726,1515.9925624431714,1504.5566215584213
2020-11-24,1439.0485975596089,1566.7312223701745,1528.7785166101914,1539.484053449368,1511.9297366973829,7143326,9.432462101371364,1521.1154358272536,1504.6916179659581
2020-11-25,1544.4904230523011,1465.546927392997,1507.719442244906,1459.4698014745102,1401.9541694838367,1175211,-5.197471957931487,1518.6699164271954,1502.1336950381492
2020-11-26,1456.1544724881712,1644.8789615332332,1380.3349759465502,1584.879239075306,1465.2922616487983,8519817,8.592807982329887,1519.1844200221967,1502.9009914308144
2020-11-27,1404.8631932862909,1647.2421488959205,1412.3444135591096,1594.2116490330736,1503.5423286769424,8412620,0.5888404446014794,1521.5727536097547,1505.925462897113
2020-11-30,1529.0944591814336,1589.632342803949,1399.6978279628931,1588.8532978226867,1417.5732998289666,5257950,-0.33611291283920375,1522.9498070222746,1509.5777963133214
2020-12-01,1435.4221358814098,1557.219273268824,1498.7892585145355,1494.8428433314928,1470.1253862418362,9654406,-5.916874428874131,1521.1041155217422,1510.4255970027518
2020-12-02,1588.0917168705828,1511.9055232572655,1356.7064869471558,1572.4085301978628,1406.6406217582733,7048055,5.188885722160785,1522.8017763864568,1511.493455883908
2020-12-03,1590.7857154005173,1612.7590039413897,1463.9779369742632,1568.9098797070142,1415.7156994310042,2883376,-0.2225026399728547,1522.7553138561543,1514.6659502241114
2020-12-04,1582.9728780440896,1586.9462345107759,1502.491737148138,1463.820094648651,1479.3846552403193,4891113,-6.698267785654332,1523.449638499995,1513.9568871282795
2020-12-07,1474.031740051089,1482.5233878689783,1525.35312735235,1565.7830948301355,1426.5431508086122,8020988,6.965541773489448,1526.8445436050702,1514.885177629215
2020-12-08,1403.0913233057736,1632.1854368987686,1418.4163497431814,1407.4015269430986,1513.5081696523116,9544291,-10.11516655212189,1525.0025255340292,1513.6962326048088
2020-12-09,1585.663712517545,1614.5074485846337,1514.2514609344025,1519.2539756964106,1537.8929938274532,5730741,7.947444038678686,1521.0885442388833,1512.9976633037536
2020-12-10,1485.6368296634628,1639.959982658385,1372.1263473910415,1446.0017674575406,1560.1173398218166,6605126,-4.8215906892915665,1513.9480392148942,1513.4913056403695
2020-12-11,1593.330963808734,1595.143901677672,1519.2904583469037,1424.1133771554557,1440.030048848962,2906039,-1.51371808767361,1514.759439958982,1513.6730220565355
2020-12-14,1592.7239954178506,1572.6830391871579,1375.4977324663964,1415.3906403258418,1433.496516451814,2455465,-0.6125029769074142,1508.473220250117,1511.068079838238
2020-12-15,1570.601891093472,1533.6486072581238,1429.4574581120735,1539.257755175628,1420.91356806688,1211830,8.751443687749028,1506.183624834742,1511.8712696769255
2020-12-16,1458.8897784139172,1636.5456966708027,1509.4590731559108,1467.9749927536132,1527.2860499087274,6439381,-4.630982834572861,1507.7766210211491,1510.477159946287
2020-12-17,1477.019545720385,1623.2127779000816,1379.9834854697547,1544.9533543057523,1541.2951452973803,6987029,5.243846927374696,1509.3448364309106,1511.6369176779872
2020-12-18,1570.2273343033714,1459.043734021238,1395.8502790465284,1413.0712681597884,1406.3172289651284,7516616,-8.536315078925282,1500.8435168630194,1510.9127349082264
2020-12-21,1463.3844010312555,1455.2733948994503,1494.4505136786133,1463.058067566122,1587.242449248738,4329049,3.5374577724894385,1503.6569604554675,1508.897486988852
2020-12-22,1433.8985493372186,1525.2926733756099,1494.0073073092149,1507.8982584750675,1410.3942567302945,5755976,3.064826468818116,1502.0776707067525,1507.8577886424773
2020-12-23,1511.36025249167,1612.1106661563665,1478.2295265770595,1558.1446329677926,1508.2592670602141,9910606,3.3322125156865168,1507.0114122814166,1508.2418954184157
2020-12-24,1587.2309548321562,1647.455225862989,1488.78968889342,1463.750500586414,1541.8121038901834,7897673,-6.058111062615945,1500.9549753569722,1508.428324881224
2020-12-25,1539.2059593349945,1480.0833782207055,1458.5448886695192,1525.178275287402,1574.1938247492171,4746169,4.196601447881876,1497.5033066696885,1508.5709677194955
2020-12-28,1514.012234017873,1568.826143070427,1400.3598117813906,1577.1955496472374,1542.8173864264857,7002296,3.410570108601463,1496.920419260916,1510.67098312468
2020-12-29,1419.4352987541538,1526.1781713262044,1419.139198700784,1523.1726376364609,1560.3456166139583,1075388,-3.425251359786019,1498.3369089761643,1512.7681075841028
2020-12-30,1523.001445339834,1643.9828795629205,1386.319543360285,1446.5918949507268,1467.8900385085612,7810183,-5.0277126041711195,1492.0460772138076,1510.0306911812686
2020-12-31,1598.0107700208528,1618.4237846271417,1531.6901122667257,1404.8801563113077,1562.9650227493025,2775767,-2.883448938502442,1483.8445910440223,1509.5810197838186
