,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Age,Gender,Account_Status
248,93.0,62,2025-01-04,Online,Expedia,Electronics,336.96,Debit Card,Pending,Miami,52,Other,Inactive
249,133.0,62,2025-01-06,POS,eBay,Entertainment,805.47,Credit Card,Declined,Chicago,52,Other,Inactive
250,463.0,62,2025-01-20,ATM,Amazon,Dining,598.93,Debit Card,Declined,Chicago,52,Other,Inactive
251,805.0,62,2025-02-03,Online,eBay,Health,88.11,Credit Card,Approved,Chicago,52,Other,Inactive
252,860.0,62,2025-02-05,POS,Target,Clothing,430.35,Debit Card,Approved,Miami,52,Other,Inactive
253,79.0,63,2025-01-04,POS,Expedia,Travel,793.79,Debit Card,Approved,Houston,21,Female,Inactive
254,112.0,63,2025-01-05,ATM,Expedia,Travel,78.73,Credit Card,Pending,Los Angeles,21,Female,Inactive
255,326.0,63,2025-01-14,Online,BestBuy,Groceries,71.68,Credit Card,Approved,Houston,21,Female,Inactive
256,606.0,63,2025-01-26,Online,BestBuy,Electronics,71.9,Credit Card,Approved,Houston,21,Female,Inactive
257,874.0,63,2025-02-06,Online,Amazon,Electronics,992.0,Credit Card,Approved,San Francisco,21,Female,Inactive
258,962.0,63,2025-02-10,POS,Amazon,Electronics,405.02,Debit Card,Pending,Houston,21,Female,Inactive
259,981.0,63,2025-02-10,POS,Target,Travel,244.1,Debit Card,Pending,San Francisco,21,Female,Inactive
260,990.0,63,2025-02-11,ATM,Walmart,Entertainment,995.59,Debit Card,Approved,Houston,21,Female,Inactive
261,1121.0,64,2025-02-16,POS,BestBuy,Travel,479.45,Credit Card,Approved,Los Angeles,53,Other,Suspended
262,75.0,65,2025-01-04,Online,Expedia,Entertainment,208.29,Debit Card,Declined,San Francisco,45,Female,Suspended
263,421.0,65,2025-01-18,ATM,Walmart,Travel,826.58,Debit Card,Declined,San Francisco,45,Female,Suspended
264,599.0,65,2025-01-25,ATM,Target,Electronics,801.98,Debit Card,Declined,Chicago,45,Female,Suspended
265,130.0,66,2025-01-06,Online,Amazon,Health,663.38,Debit Card,Declined,New York,30,Female,Inactive
266,649.0,66,2025-01-28,Online,Target,Dining,461.83,Credit Card,Declined,New York,30,Female,Inactive
267,762.0,67,2025-02-01,POS,eBay,Travel,604.44,Debit Card,Pending,Miami,40,Other,Inactive
268,884.0,67,2025-02-06,ATM,Costco,Health,847.65,Debit Card,Pending,New York,40,Other,Inactive
269,1031.0,67,2025-02-12,POS,BestBuy,Travel,46.37,Credit Card,Declined,New York,40,Other,Inactive
270,245.0,68,2025-01-11,POS,Target,Groceries,583.05,Debit Card,Declined,Seattle,36,Female,Active
271,761.0,68,2025-02-01,ATM,BestBuy,Groceries,663.41,Debit Card,Declined,Houston,36,Female,Active
272,375.0,69,2025-01-16,POS,Walmart,Entertainment,309.93,Debit Card,Pending,Miami,59,Female,Active
273,385.0,69,2025-01-17,Online,Amazon,Clothing,317.31,Debit Card,Approved,Los Angeles,59,Female,Active
274,478.0,69,2025-01-20,ATM,Expedia,Travel,39.74,Debit Card,Pending,Chicago,59,Female,Active
275,670.0,69,2025-01-28,Online,Costco,Entertainment,81.42,Credit Card,Declined,Houston,59,Female,Active
276,843.0,69,2025-02-05,ATM,Amazon,Groceries,739.26,Credit Card,Pending,New York,59,Female,Active
277,923.0,69,2025-02-08,Online,Walmart,Health,890.93,Credit Card,Approved,Chicago,59,Female,Active
278,1143.0,69,2025-02-17,POS,Target,Electronics,90.7,Debit Card,Approved,Miami,59,Female,Active
279,520.0,70,2025-01-22,POS,Expedia,Dining,885.43,Debit Card,Declined,New York,54,Female,Suspended
280,785.0,70,2025-02-02,Online,BestBuy,Entertainment,973.93,Credit Card,Pending,San Francisco,54,Female,Suspended
281,,71,,,,,,,,,56,Female,Inactive
282,4.0,72,2025-01-01,POS,Amazon,Groceries,790.35,Credit Card,Pending,Los Angeles,41,Other,Suspended
283,633.0,72,2025-01-27,Online,BestBuy,Travel,821.59,Debit Card,Declined,Chicago,41,Other,Suspended
284,708.0,73,2025-01-30,ATM,Expedia,Entertainment,431.32,Credit Card,Pending,New York,33,Male,Active
285,1153.0,73,2025-02-18,ATM,eBay,Travel,386.3,Credit Card,Pending,Houston,33,Male,Active
286,501.0,74,2025-01-21,POS,Amazon,Electronics,929.5,Credit Card,Approved,Chicago,50,Male,Active
287,232.0,75,2025-01-10,POS,Expedia,Groceries,656.07,Debit Card,Declined,New York,29,Female,Suspended
288,440.0,75,2025-01-19,POS,BestBuy,Groceries,266.93,Credit Card,Declined,Seattle,29,Female,Suspended
289,650.0,75,2025-01-28,POS,Target,Health,306.77,Credit Card,Pending,Chicago,29,Female,Suspended
290,800.0,75,2025-02-03,ATM,Amazon,Groceries,930.75,Credit Card,Approved,Los Angeles,29,Female,Suspended
291,966.0,75,2025-02-10,POS,eBay,Travel,5.03,Debit Card,Pending,New York,29,Female,Suspended
292,1097.0,75,2025-02-15,POS,Walmart,Electronics,212.79,Credit Card,Declined,New York,29,Female,Suspended
293,378.0,76,2025-01-16,Online,Costco,Travel,421.51,Credit Card,Pending,Miami,51,Female,Active
294,471.0,76,2025-01-20,POS,BestBuy,Electronics,343.71,Debit Card,Approved,New York,51,Female,Active
295,499.0,76,2025-01-21,Online,Amazon,Clothing,679.01,Debit Card,Pending,San Francisco,51,Female,Active
296,846.0,76,2025-02-05,POS,Amazon,Dining,274.29,Credit Card,Approved,San Francisco,51,Female,Active
297,1106.0,76,2025-02-16,POS,Expedia,Health,83.88,Debit Card,Declined,Seattle,51,Female,Active
298,,77,,,,,,,,,24,Female,Inactive
299,624.0,78,2025-01-26,POS,Costco,Groceries,57.5,Credit Card,Declined,Seattle,28,Male,Suspended
300,706.0,78,2025-01-30,ATM,eBay,Groceries,533.64,Credit Card,Approved,Seattle,28,Male,Suspended
301,732.0,78,2025-01-31,POS,BestBuy,Health,349.08,Credit Card,Pending,Houston,28,Male,Suspended
302,859.0,78,2025-02-05,ATM,Target,Groceries,414.13,Debit Card,Declined,Houston,28,Male,Suspended
303,1006.0,78,2025-02-11,POS,Costco,Electronics,873.5,Debit Card,Pending,Los Angeles,28,Male,Suspended
304,1039.0,78,2025-02-13,ATM,Target,Health,585.21,Credit Card,Approved,Chicago,28,Male,Suspended
305,,79,,,,,,,,,48,Female,Inactive
306,548.0,80,2025-01-23,Online,Expedia,Groceries,504.01,Credit Card,Pending,New York,46,Other,Inactive
307,1177.0,80,2025-02-19,ATM,eBay,Dining,764.87,Debit Card,Approved,San Francisco,46,Other,Inactive
308,47.0,81,2025-01-02,ATM,Target,Entertainment,249.13,Debit Card,Approved,San Francisco,30,Other,Active
309,81.0,81,2025-01-04,Online,BestBuy,Clothing,476.88,Credit Card,Approved,Chicago,30,Other,Active
310,167.0,81,2025-01-07,Online,eBay,Groceries,908.3,Credit Card,Approved,Miami,30,Other,Active
311,664.0,81,2025-01-28,POS,BestBuy,Clothing,73.11,Credit Card,Pending,Los Angeles,30,Other,Active
312,1070.0,81,2025-02-14,ATM,BestBuy,Clothing,659.81,Credit Card,Approved,New York,30,Other,Active
313,1181.0,81,2025-02-19,ATM,Costco,Clothing,84.71,Debit Card,Approved,Chicago,30,Other,Active
314,589.0,82,2025-01-25,ATM,Amazon,Dining,660.37,Debit Card,Approved,Houston,48,Other,Inactive
315,1055.0,82,2025-02-13,Online,Expedia,Entertainment,677.28,Debit Card,Declined,Chicago,48,Other,Inactive
316,621.0,83,2025-01-26,ATM,Costco,Groceries,434.08,Credit Card,Pending,Houston,19,Male,Suspended
317,773.0,83,2025-02-02,POS,eBay,Dining,55.37,Credit Card,Declined,Los Angeles,19,Male,Suspended
318,464.0,84,2025-01-20,Online,Target,Health,999.56,Credit Card,Pending,Los Angeles,56,Female,Inactive
319,836.0,84,2025-02-04,Online,Expedia,Entertainment,244.33,Credit Card,Approved,Chicago,56,Female,Inactive
320,986.0,84,2025-02-11,POS,Amazon,Electronics,987.4,Debit Card,Declined,Seattle,56,Female,Inactive
321,623.0,85,2025-01-26,ATM,Costco,Electronics,55.1,Credit Card,Pending,Houston,32,Female,Inactive
322,1049.0,85,2025-02-13,Online,Target,Travel,25.83,Credit Card,Pending,San Francisco,32,Female,Inactive
323,128.0,86,2025-01-06,ATM,Amazon,Groceries,13.32,Debit Card,Approved,San Francisco,28,Female,Inactive
324,381.0,86,2025-01-16,Online,Costco,Groceries,576.42,Debit Card,Declined,Seattle,28,Female,Inactive
325,753.0,86,2025-02-01,ATM,Amazon,Entertainment,175.08,Debit Card,Approved,Los Angeles,28,Female,Inactive
326,898.0,86,2025-02-07,POS,Costco,Health,748.34,Debit Card,Declined,Los Angeles,28,Female,Inactive
327,1197.0,86,2025-02-19,POS,Costco,Travel,576.0,Debit Card,Approved,Chicago,28,Female,Inactive
328,1020.0,87,2025-02-12,Online,Target,Groceries,481.1,Debit Card,Declined,Los Angeles,51,Male,Inactive
329,1107.0,87,2025-02-16,Online,BestBuy,Travel,568.02,Credit Card,Declined,New York,51,Male,Inactive
330,10.0,88,2025-01-01,POS,Walmart,Groceries,508.11,Debit Card,Declined,Los Angeles,56,Male,Inactive
331,1038.0,88,2025-02-13,ATM,Target,Electronics,810.87,Credit Card,Pending,San Francisco,56,Male,Inactive
332,38.0,89,2025-01-02,Online,BestBuy,Health,24.03,Debit Card,Approved,Chicago,21,Male,Active
333,370.0,89,2025-01-16,POS,BestBuy,Dining,625.88,Credit Card,Pending,Los Angeles,21,Male,Active
334,862.0,89,2025-02-05,Online,Costco,Clothing,566.41,Credit Card,Pending,San Francisco,21,Male,Active
335,865.0,89,2025-02-06,Online,Amazon,Electronics,934.76,Credit Card,Pending,Seattle,21,Male,Active
336,1186.0,89,2025-02-19,POS,Target,Dining,389.77,Debit Card,Declined,Houston,21,Male,Active
337,432.0,90,2025-01-18,POS,eBay,Travel,845.9,Debit Card,Approved,Seattle,28,Male,Suspended
338,435.0,90,2025-01-19,ATM,Costco,Entertainment,674.4,Debit Card,Declined,San Francisco,28,Male,Suspended
339,572.0,90,2025-01-24,Online,eBay,Dining,345.4,Debit Card,Declined,New York,28,Male,Suspended
340,821.0,90,2025-02-04,ATM,Amazon,Entertainment,364.27,Credit Card,Approved,Los Angeles,28,Male,Suspended
341,965.0,90,2025-02-10,ATM,Expedia,Electronics,122.63,Debit Card,Declined,New York,28,Male,Suspended
342,525.0,91,2025-01-22,POS,Expedia,Travel,15.23,Credit Card,Pending,Houston,46,Other,Active
343,43.0,92,2025-01-02,ATM,Target,Travel,109.82,Debit Card,Approved,Chicago,19,Male,Suspended
344,320.0,92,2025-01-14,ATM,eBay,Electronics,624.52,Credit Card,Declined,Miami,19,Male,Suspended
345,354.0,92,2025-01-15,Online,eBay,Groceries,67.25,Credit Card,Pending,New York,19,Male,Suspended
346,697.0,92,2025-01-30,POS,Expedia,Health,958.33,Credit Card,Approved,San Francisco,19,Male,Suspended
347,942.0,92,2025-02-09,POS,Walmart,Health,946.2,Credit Card,Approved,Miami,19,Male,Suspended
348,1034.0,92,2025-02-13,POS,Walmart,Clothing,256.05,Debit Card,Pending,Houston,19,Male,Suspended
349,434.0,93,2025-01-19,ATM,eBay,Groceries,179.25,Credit Card,Declined,San Francisco,33,Male,Suspended
350,690.0,93,2025-01-29,Online,Amazon,Clothing,422.09,Credit Card,Approved,New York,33,Male,Suspended
351,387.0,94,2025-01-17,Online,Expedia,Dining,840.91,Credit Card,Approved,Los Angeles,56,Male,Suspended
352,804.0,94,2025-02-03,POS,BestBuy,Health,871.34,Debit Card,Pending,Chicago,56,Male,Suspended
353,841.0,94,2025-02-05,Online,eBay,Health,400.01,Credit Card,Pending,Seattle,56,Male,Suspended
354,283.0,95,2025-01-12,ATM,BestBuy,Clothing,838.18,Credit Card,Approved,San Francisco,30,Female,Suspended
355,427.0,95,2025-01-18,ATM,Expedia,Clothing,377.68,Credit Card,Approved,Houston,30,Female,Suspended
356,632.0,95,2025-01-27,ATM,eBay,Dining,824.43,Credit Card,Declined,Los Angeles,30,Female,Suspended
357,683.0,95,2025-01-29,POS,Costco,Clothing,659.87,Debit Card,Pending,Chicago,30,Female,Suspended
358,788.0,95,2025-02-02,ATM,eBay,Health,710.89,Debit Card,Pending,Los Angeles,30,Female,Suspended
359,842.0,95,2025-02-05,ATM,eBay,Groceries,160.54,Credit Card,Declined,San Francisco,30,Female,Suspended
360,916.0,95,2025-02-08,Online,Expedia,Health,429.27,Debit Card,Declined,Chicago,30,Female,Suspended
361,116.0,96,2025-01-05,ATM,Target,Dining,997.2,Credit Card,Approved,Houston,54,Female,Suspended
362,157.0,96,2025-01-07,ATM,Expedia,Electronics,634.23,Debit Card,Declined,New York,54,Female,Suspended
363,366.0,96,2025-01-16,Online,Target,Groceries,141.46,Debit Card,Approved,Los Angeles,54,Female,Suspended
364,406.0,96,2025-01-17,ATM,Walmart,Travel,179.61,Credit Card,Pending,San Francisco,54,Female,Suspended
365,450.0,96,2025-01-19,POS,Walmart,Clothing,488.7,Credit Card,Declined,Miami,54,Female,Suspended
366,1037.0,96,2025-02-13,ATM,Target,Health,898.45,Credit Card,Approved,Seattle,54,Female,Suspended
367,194.0,97,2025-01-09,Online,Target,Travel,700.45,Credit Card,Declined,San Francisco,34,Female,Inactive
368,265.0,97,2025-01-12,POS,Target,Clothing,457.49,Debit Card,Approved,New York,34,Female,Inactive
369,894.0,97,2025-02-07,POS,Walmart,Groceries,230.14,Credit Card,Declined,Los Angeles,34,Female,Inactive
370,1033.0,97,2025-02-13,ATM,Expedia,Electronics,690.86,Debit Card,Declined,Los Angeles,34,Female,Inactive
371,190.0,98,2025-01-08,POS,eBay,Travel,779.14,Credit Card,Approved,New York,38,Other,Active
372,610.0,98,2025-01-26,POS,Amazon,Groceries,660.42,Credit Card,Declined,Houston,38,Other,Active
373,656.0,98,2025-01-28,Online,Expedia,Electronics,37.5,Debit Card,Declined,Miami,38,Other,Active
374,1094.0,98,2025-02-15,POS,Target,Electronics,394.78,Credit Card,Approved,San Francisco,38,Other,Active
375,1114.0,98,2025-02-16,ATM,Costco,Travel,597.7,Debit Card,Approved,Seattle,38,Other,Active
376,1138.0,98,2025-02-17,Online,Expedia,Travel,483.87,Debit Card,Pending,Miami,38,Other,Active
377,96.0,99,2025-01-04,ATM,Costco,Health,187.52,Debit Card,Declined,New York,61,Other,Active
378,210.0,99,2025-01-09,ATM,Costco,Dining,996.18,Credit Card,Declined,San Francisco,61,Other,Active
379,223.0,99,2025-01-10,POS,Amazon,Entertainment,245.29,Credit Card,Declined,Los Angeles,61,Other,Active
380,238.0,99,2025-01-10,Online,Costco,Dining,43.74,Credit Card,Approved,Los Angeles,61,Other,Active
381,278.0,99,2025-01-12,Online,BestBuy,Dining,601.31,Credit Card,Approved,San Francisco,61,Other,Active
382,284.0,99,2025-01-12,POS,eBay,Electronics,173.88,Credit Card,Declined,Miami,61,Other,Active
383,448.0,99,2025-01-19,POS,Amazon,Electronics,354.46,Debit Card,Approved,New York,61,Other,Active
384,479.0,99,2025-01-20,Online,Costco,Health,553.4,Credit Card,Declined,New York,61,Other,Active
385,612.0,99,2025-01-26,Online,BestBuy,Electronics,107.75,Debit Card,Pending,Seattle,61,Other,Active
386,11.0,100,2025-01-01,ATM,Walmart,Travel,941.42,Debit Card,Declined,Los Angeles,36,Male,Inactive
387,392.0,100,2025-01-17,Online,Amazon,Clothing,491.95,Debit Card,Pending,New York,36,Male,Inactive
388,400.0,100,2025-01-17,Online,eBay,Electronics,331.59,Debit Card,Approved,Houston,36,Male,Inactive
389,469.0,100,2025-01-20,POS,Target,Health,35.31,Credit Card,Approved,San Francisco,36,Male,Inactive
390,101.0,101,2025-01-05,ATM,eBay,Dining,390.89,Credit Card,Approved,Houston,24,Female,Suspended
391,165.0,101,2025-01-07,ATM,eBay,Entertainment,218.84,Credit Card,Declined,Houston,24,Female,Suspended
392,335.0,101,2025-01-14,Online,Amazon,Clothing,233.22,Debit Card,Pending,Chicago,24,Female,Suspended
393,419.0,101,2025-01-18,ATM,BestBuy,Groceries,222.62,Debit Card,Declined,Seattle,24,Female,Suspended
394,775.0,101,2025-02-02,Online,Amazon,Groceries,576.08,Credit Card,Approved,Seattle,24,Female,Suspended
395,837.0,101,2025-02-04,ATM,Amazon,Clothing,674.02,Debit Card,Pending,Seattle,24,Female,Suspended
396,951.0,101,2025-02-09,Online,Expedia,Groceries,730.13,Debit Card,Declined,New York,24,Female,Suspended
397,1172.0,101,2025-02-18,Online,eBay,Groceries,627.52,Debit Card,Pending,San Francisco,24,Female,Suspended
398,1169.0,102,2025-02-18,ATM,BestBuy,Health,543.41,Debit Card,Declined,Seattle,55,Other,Active
399,1.0,103,2025-01-01,ATM,BestBuy,Dining,360.1,Credit Card,Pending,San Francisco,25,Female,Inactive
400,7.0,103,2025-01-01,Online,Costco,Groceries,953.05,Debit Card,Pending,San Francisco,25,Female,Inactive
401,341.0,103,2025-01-15,POS,Costco,Clothing,973.21,Debit Card,Pending,San Francisco,25,Female,Inactive
402,651.0,103,2025-01-28,ATM,Walmart,Clothing,932.89,Credit Card,Declined,Chicago,25,Female,Inactive
403,234.0,104,2025-01-10,POS,Amazon,Entertainment,19.31,Debit Card,Declined,Houston,30,Other,Inactive
404,305.0,104,2025-01-13,ATM,Amazon,Electronics,89.14,Debit Card,Pending,Los Angeles,30,Other,Inactive
405,868.0,104,2025-02-06,POS,BestBuy,Groceries,558.41,Credit Card,Approved,New York,30,Other,Inactive
406,879.0,104,2025-02-06,Online,Walmart,Clothing,866.23,Credit Card,Declined,Houston,30,Other,Inactive
407,880.0,104,2025-02-06,Online,Expedia,Clothing,107.33,Debit Card,Pending,Seattle,30,Other,Inactive
408,933.0,104,2025-02-08,POS,BestBuy,Health,147.57,Debit Card,Pending,Houston,30,Other,Inactive
409,936.0,104,2025-02-08,POS,Expedia,Groceries,527.84,Credit Card,Pending,New York,30,Other,Inactive
410,1160.0,104,2025-02-18,ATM,Amazon,Dining,356.34,Credit Card,Approved,Chicago,30,Other,Inactive
411,437.0,105,2025-01-19,ATM,Costco,Health,222.12,Credit Card,Approved,Houston,54,Other,Active
412,611.0,105,2025-01-26,POS,BestBuy,Electronics,534.63,Debit Card,Declined,Seattle,54,Other,Active
413,51.0,106,2025-01-03,POS,Costco,Groceries,223.46,Debit Card,Approved,San Francisco,19,Male,Active
414,348.0,106,2025-01-15,POS,Costco,Health,302.89,Credit Card,Declined,Miami,19,Male,Active
415,662.0,106,2025-01-28,Online,eBay,Entertainment,564.38,Credit Card,Pending,New York,19,Male,Active
416,941.0,106,2025-02-09,POS,eBay,Clothing,681.24,Debit Card,Pending,Miami,19,Male,Active
417,3.0,107,2025-01-01,ATM,Amazon,Entertainment,829.41,Credit Card,Pending,Chicago,58,Male,Suspended
418,716.0,107,2025-01-30,POS,Target,Health,382.15,Debit Card,Approved,San Francisco,58,Male,Suspended
419,137.0,108,2025-01-06,POS,eBay,Electronics,767.68,Credit Card,Approved,Miami,28,Other,Suspended
420,339.0,108,2025-01-15,ATM,Amazon,Clothing,171.65,Debit Card,Approved,Los Angeles,28,Other,Suspended
421,1167.0,108,2025-02-18,Online,Target,Entertainment,417.07,Debit Card,Approved,Los Angeles,28,Other,Suspended
422,486.0,109,2025-01-21,Online,BestBuy,Groceries,54.37,Credit Card,Pending,Miami,41,Male,Active
423,764.0,109,2025-02-01,Online,Costco,Health,237.64,Credit Card,Declined,New York,41,Male,Active
424,1093.0,109,2025-02-15,POS,Costco,Travel,131.19,Debit Card,Declined,San Francisco,41,Male,Active
425,952.0,110,2025-02-09,POS,Costco,Clothing,326.91,Credit Card,Declined,Houston,23,Other,Suspended
426,679.0,111,2025-01-29,Online,Amazon,Clothing,110.34,Credit Card,Declined,San Francisco,43,Other,Inactive
427,739.0,111,2025-01-31,ATM,Expedia,Groceries,990.38,Credit Card,Pending,Seattle,43,Other,Inactive
428,766.0,111,2025-02-01,POS,Target,Groceries,835.77,Debit Card,Declined,San Francisco,43,Other,Inactive
429,768.0,111,2025-02-01,Online,BestBuy,Clothing,139.78,Credit Card,Pending,Seattle,43,Other,Inactive
430,770.0,111,2025-02-02,ATM,eBay,Groceries,869.07,Credit Card,Approved,Los Angeles,43,Other,Inactive
431,888.0,111,2025-02-06,Online,Costco,Travel,605.13,Debit Card,Pending,San Francisco,43,Other,Inactive
432,935.0,111,2025-02-08,POS,Target,Electronics,296.89,Debit Card,Approved,Miami,43,Other,Inactive
433,1140.0,111,2025-02-17,POS,eBay,Health,950.78,Credit Card,Pending,San Francisco,43,Other,Inactive
434,214.0,112,2025-01-09,POS,BestBuy,Electronics,578.82,Credit Card,Approved,Los Angeles,24,Female,Suspended
435,237.0,112,2025-01-10,Online,BestBuy,Groceries,763.49,Debit Card,Approved,Miami,24,Female,Suspended
436,645.0,112,2025-01-27,POS,eBay,Entertainment,384.09,Debit Card,Declined,San Francisco,24,Female,Suspended
437,786.0,112,2025-02-02,ATM,Expedia,Entertainment,546.48,Credit Card,Declined,Houston,24,Female,Suspended
438,1051.0,112,2025-02-13,ATM,eBay,Entertainment,61.6,Debit Card,Pending,Miami,24,Female,Suspended
439,160.0,113,2025-01-07,ATM,Walmart,Entertainment,717.82,Credit Card,Pending,Seattle,56,Male,Suspended
440,164.0,113,2025-01-07,Online,Expedia,Electronics,245.29,Credit Card,Declined,Los Angeles,56,Male,Suspended
441,166.0,113,2025-01-07,Online,Expedia,Travel,427.73,Debit Card,Pending,Miami,56,Male,Suspended
442,169.0,113,2025-01-08,ATM,Expedia,Groceries,191.98,Debit Card,Declined,Los Angeles,56,Male,Suspended
443,233.0,113,2025-01-10,Online,Amazon,Clothing,235.86,Credit Card,Pending,Seattle,56,Male,Suspended
444,723.0,113,2025-01-31,POS,eBay,Entertainment,575.18,Debit Card,Approved,San Francisco,56,Male,Suspended
445,817.0,113,2025-02-04,POS,eBay,Groceries,761.36,Credit Card,Declined,Chicago,56,Male,Suspended
446,1009.0,113,2025-02-12,POS,Expedia,Dining,621.08,Credit Card,Pending,New York,56,Male,Suspended
447,1133.0,113,2025-02-17,Online,Costco,Dining,408.4,Debit Card,Declined,Seattle,56,Male,Suspended
448,299.0,114,2025-01-13,Online,BestBuy,Travel,585.27,Debit Card,Declined,San Francisco,36,Male,Inactive
449,439.0,114,2025-01-19,POS,BestBuy,Clothing,253.42,Credit Card,Approved,Los Angeles,36,Male,Inactive
450,1010.0,114,2025-02-12,POS,Walmart,Entertainment,190.71,Credit Card,Declined,New York,36,Male,Inactive
451,436.0,115,2025-01-19,ATM,Expedia,Clothing,224.4,Credit Card,Approved,Seattle,23,Male,Suspended
452,917.0,115,2025-02-08,ATM,Amazon,Entertainment,550.4,Credit Card,Approved,Chicago,23,Male,Suspended
453,1079.0,115,2025-02-14,ATM,Amazon,Entertainment,661.39,Credit Card,Pending,San Francisco,23,Male,Suspended
454,146.0,116,2025-01-07,Online,BestBuy,Health,743.54,Debit Card,Declined,Chicago,60,Female,Inactive
455,231.0,116,2025-01-10,ATM,eBay,Travel,316.21,Credit Card,Declined,Chicago,60,Female,Inactive
456,286.0,116,2025-01-12,POS,BestBuy,Clothing,780.21,Debit Card,Pending,San Francisco,60,Female,Inactive
457,357.0,117,2025-01-15,POS,Walmart,Health,151.19,Debit Card,Declined,San Francisco,46,Female,Suspended
458,540.0,117,2025-01-23,ATM,Amazon,Groceries,928.99,Credit Card,Pending,Houston,46,Female,Suspended
459,959.0,117,2025-02-09,POS,Costco,Travel,918.81,Debit Card,Approved,New York,46,Female,Suspended
460,1108.0,117,2025-02-16,Online,Target,Electronics,908.48,Debit Card,Approved,Seattle,46,Female,Suspended
461,1200.0,117,2025-02-19,POS,Costco,Groceries,560.08,Debit Card,Pending,Chicago,46,Female,Suspended
462,368.0,118,2025-01-16,Online,Amazon,Clothing,507.98,Debit Card,Approved,Chicago,60,Female,Active
463,638.0,118,2025-01-27,ATM,Target,Electronics,331.54,Debit Card,Pending,Miami,60,Female,Active
464,803.0,118,2025-02-03,POS,Expedia,Dining,340.77,Debit Card,Declined,Houston,60,Female,Active
465,812.0,118,2025-02-03,POS,Amazon,Groceries,397.6,Debit Card,Declined,Los Angeles,60,Female,Active
466,902.0,118,2025-02-07,POS,Target,Electronics,607.97,Debit Card,Declined,San Francisco,60,Female,Active
467,989.0,118,2025-02-11,Online,Target,Health,874.25,Credit Card,Approved,Seattle,60,Female,Active
468,597.0,119,2025-01-25,Online,Costco,Health,15.76,Debit Card,Pending,Miami,56,Male,Suspended
469,747.0,119,2025-02-01,Online,Expedia,Dining,624.64,Credit Card,Approved,Miami,56,Male,Suspended
470,1061.0,119,2025-02-14,ATM,Expedia,Electronics,254.62,Debit Card,Pending,Chicago,56,Male,Suspended
471,229.0,120,2025-01-10,Online,Amazon,Groceries,784.82,Credit Card,Approved,Miami,19,Male,Active
472,352.0,120,2025-01-15,POS,Walmart,Entertainment,358.54,Credit Card,Approved,Los Angeles,19,Male,Active
473,1041.0,120,2025-02-13,ATM,BestBuy,Groceries,368.0,Debit Card,Approved,Miami,19,Male,Active
474,1073.0,120,2025-02-14,Online,Expedia,Groceries,357.95,Debit Card,Pending,New York,19,Male,Active
475,145.0,121,2025-01-07,POS,Amazon,Clothing,622.37,Credit Card,Pending,San Francisco,36,Male,Active
476,712.0,121,2025-01-30,Online,eBay,Dining,833.77,Credit Card,Approved,San Francisco,36,Male,Active
477,8.0,122,2025-01-01,POS,eBay,Groceries,330.11,Debit Card,Declined,Miami,21,Female,Active
478,362.0,122,2025-01-16,Online,Costco,Entertainment,487.12,Credit Card,Declined,Seattle,21,Female,Active
479,491.0,122,2025-01-21,Online,Costco,Travel,177.63,Debit Card,Approved,San Francisco,21,Female,Active
480,510.0,122,2025-01-22,POS,eBay,Entertainment,34.95,Debit Card,Pending,Los Angeles,21,Female,Active
481,570.0,122,2025-01-24,Online,BestBuy,Clothing,194.66,Credit Card,Declined,Miami,21,Female,Active
482,693.0,122,2025-01-29,ATM,Costco,Dining,559.26,Debit Card,Approved,Seattle,21,Female,Active
483,1119.0,122,2025-02-16,ATM,Walmart,Dining,829.3,Credit Card,Approved,Houston,21,Female,Active
484,186.0,123,2025-01-08,Online,Walmart,Clothing,597.33,Debit Card,Declined,Seattle,23,Female,Active
485,901.0,123,2025-02-07,ATM,Expedia,Health,135.32,Debit Card,Approved,Miami,23,Female,Active
486,196.0,124,2025-01-09,ATM,BestBuy,Travel,435.18,Debit Card,Declined,Los Angeles,66,Other,Active
487,347.0,124,2025-01-15,ATM,BestBuy,Travel,329.62,Debit Card,Declined,Chicago,66,Other,Active
488,328.0,125,2025-01-14,Online,Expedia,Health,817.89,Debit Card,Approved,Houston,54,Female,Inactive
489,872.0,125,2025-02-06,POS,BestBuy,Entertainment,44.94,Debit Card,Pending,Seattle,54,Female,Inactive
490,176.0,126,2025-01-08,POS,Expedia,Electronics,275.59,Credit Card,Declined,Chicago,45,Other,Inactive
491,367.0,126,2025-01-16,Online,Target,Health,582.8,Credit Card,Pending,New York,45,Other,Inactive
492,529.0,126,2025-01-23,POS,eBay,Electronics,990.16,Debit Card,Declined,Los Angeles,45,Other,Inactive
493,534.0,126,2025-01-23,Online,Target,Clothing,264.74,Debit Card,Pending,San Francisco,45,Other,Inactive
494,675.0,126,2025-01-29,Online,Target,Entertainment,815.6,Credit Card,Declined,Miami,45,Other,Inactive
495,754.0,126,2025-02-01,Online,Walmart,Electronics,421.05,Debit Card,Declined,Houston,45,Other,Inactive
496,302.0,127,2025-01-13,ATM,Amazon,Groceries,56.73,Debit Card,Pending,Los Angeles,47,Male,Inactive
497,359.0,127,2025-01-15,ATM,Walmart,Dining,865.34,Credit Card,Pending,Chicago,47,Male,Inactive
