Order ID,Product,Category,Quantity Ordered,Price Each,Order Date,City,Customer ID
353,Laptop,Electronics,1,76.8,2024-01-16 17:56:45,Chicago,1972
354,Shoes,Apparel,4,857.23,2024-01-18 17:58:17,Chicago,6514
355,Shoes,Apparel,2,502.8,2024-11-21 11:24:35,San Antonio,4220
356,Tablet,Electronics,1,348.36,2024-11-21 18:08:38,Los Angeles,4434
357,T-shirt,Apparel,5,890.52,2024-02-07 06:25:29,Houston,8511
358,Headphones,Electronics,3,742.3,2024-10-27 22:31:38,Los Angeles,5186
359,Camera,Electronics,5,95.12,2024-03-18 07:01:11,Phoenix,3230
360,Hat,Apparel,2,855.66,2024-02-23 07:46:16,Phoenix,5077
361,Smartphone,Electronics,5,525.71,2024-12-04 23:06:35,Los Angeles,5314
362,Jacket,Apparel,5,581.6,2024-06-06 19:16:45,Chicago,4213
363,Hat,Apparel,5,564.25,2024-04-13 11:19:44,San Diego,9979
364,Laptop,Electronics,1,966.92,2024-06-26 09:07:32,Chicago,8164
365,Tablet,Electronics,2,569.97,2024-09-13 04:26:11,Chicago,6813
366,Camera,Electronics,3,686.69,2024-02-01 01:16:22,Chicago,4939
367,Tablet,Electronics,1,101.79,2024-12-15 14:51:53,San Diego,6748
368,Hat,Apparel,5,547.72,2024-05-11 21:50:16,San Antonio,6125
369,Camera,Electronics,1,728.03,2024-05-23 01:49:41,San Antonio,3703
370,Blanket,Home Goods,5,688.53,2024-06-13 14:07:41,San Antonio,7033
371,Blanket,Home Goods,5,620.65,2024-08-08 09:09:23,Chicago,6179
372,Tablet,Electronics,3,918.83,2024-07-29 14:52:04,Phoenix,5615
373,Headphones,Electronics,3,187.94,2024-04-17 18:08:45,Los Angeles,8542
374,Blanket,Home Goods,4,239.84,2024-05-07 15:04:10,Los Angeles,9586
375,T-shirt,Apparel,1,452.21,2024-03-05 20:15:16,San Diego,2990
376,Jacket,Apparel,4,675.93,2024-03-12 18:14:11,Phoenix,6277
377,Pillow,Home Goods,3,431.03,2024-06-14 12:23:07,Los Angeles,9425
378,Headphones,Electronics,4,53.16,2024-02-13 20:09:41,Phoenix,5735
379,T-shirt,Apparel,1,543.62,2024-09-21 08:48:52,New York,6176
380,Jeans,Apparel,2,638.88,2024-01-05 04:49:23,Dallas,3042
381,Coffee Mug,Home Goods,1,467.52,2024-04-12 14:31:07,Houston,1780
382,Jacket,Apparel,4,6.02,2024-05-23 22:41:32,Phoenix,4832
383,Hat,Apparel,2,199.82,2024-10-18 06:11:38,Los Angeles,3591
384,Blanket,Home Goods,1,938.39,2024-01-09 13:49:30,San Antonio,9979
385,Shoes,Apparel,1,808.34,2024-08-06 14:54:03,Dallas,7509
386,Hat,Apparel,3,251.47,2024-07-23 10:43:39,Chicago,8825
387,Coffee Mug,Home Goods,5,772.42,2024-07-30 12:38:46,Houston,4512
388,Shoes,Apparel,3,879.42,2024-06-03 22:17:59,Houston,6333
389,Headphones,Electronics,2,793.47,2024-02-16 11:21:07,Phoenix,2524
390,Lamp,Home Goods,5,238.46,2024-08-16 14:51:19,San Diego,7336
391,Camera,Electronics,5,31.37,2024-09-06 12:33:34,Phoenix,7759
392,Lamp,Home Goods,2,996.6,2024-10-08 19:47:24,Phoenix,1984
393,Tablet,Electronics,4,440.78,2024-08-15 21:20:12,Chicago,6781
394,Blanket,Home Goods,5,839.33,2024-11-07 12:56:28,Dallas,2201
395,Pillow,Home Goods,5,226.49,2024-06-25 14:13:43,San Antonio,4592
396,Pillow,Home Goods,2,611.11,2024-02-14 06:05:48,Chicago,1036
397,Coffee Mug,Home Goods,1,711.41,2024-05-02 07:36:06,Los Angeles,5059
398,Hat,Apparel,5,722.06,2024-02-04 22:12:44,Phoenix,4264
399,Blanket,Home Goods,3,353.01,2024-01-16 01:22:33,New York,8371
400,T-shirt,Apparel,5,540.34,2024-01-10 16:56:26,New York,9842
401,Jacket,Apparel,2,608.87,2024-07-10 16:25:12,Chicago,5290
402,Hat,Apparel,2,842.52,2024-09-04 09:26:30,San Diego,1709
403,Shoes,Apparel,3,215.25,2024-09-05 08:15:21,San Antonio,2648
404,Jeans,Apparel,4,459.36,2024-08-09 09:25:17,Los Angeles,3891
405,Blanket,Home Goods,4,282.92,2024-10-08 15:26:31,San Diego,8643
406,Shoes,Apparel,1,359.96,2024-04-30 23:48:54,Chicago,6886
407,Pillow,Home Goods,3,25.47,2024-06-13 09:13:24,Dallas,6537
408,Jacket,Apparel,3,893.34,2024-06-22 18:42:12,Houston,3489
409,Shoes,Apparel,4,246.33,2024-08-26 23:10:53,New York,4166
410,Jacket,Apparel,5,175.39,2024-05-22 18:35:47,Houston,7490
411,Headphones,Electronics,5,845.89,2024-09-18 01:47:46,San Diego,7477
412,Laptop,Electronics,4,294.9,2024-07-20 18:46:04,San Diego,4240
413,Coffee Mug,Home Goods,4,252.13,2024-04-23 11:03:50,Chicago,5703
414,Lamp,Home Goods,4,22.67,2024-08-25 22:11:42,Chicago,2725
415,Headphones,Electronics,1,229.46,2024-01-23 12:09:26,San Antonio,8005
416,Laptop,Electronics,3,569.36,2024-03-16 14:29:44,San Antonio,4139
417,Jeans,Apparel,3,442.44,2024-03-04 02:14:09,Dallas,5718
418,Smartphone,Electronics,1,333.1,2024-03-14 06:09:39,Chicago,9329
419,Blanket,Home Goods,4,445.83,2024-02-21 03:47:08,Dallas,6562
420,Tablet,Electronics,5,915.25,2024-05-26 21:28:04,San Antonio,4079
421,Hat,Apparel,2,84.42,2024-02-10 18:41:56,San Diego,8641
422,Smartphone,Electronics,4,975.79,2024-09-06 18:48:15,New York,7834
423,Shoes,Apparel,5,530.37,2024-03-15 00:13:54,Dallas,9311
424,Shoes,Apparel,5,745.02,2024-04-20 02:02:54,Los Angeles,4749
425,T-shirt,Apparel,1,863.41,2024-05-02 10:05:59,Dallas,2828
426,Hat,Apparel,3,678.77,2024-07-06 14:26:39,Dallas,2465
427,Coffee Mug,Home Goods,3,483.11,2024-10-22 02:57:51,Dallas,3578
428,Lamp,Home Goods,5,6.16,2024-01-26 11:02:54,New York,4841
429,Coffee Mug,Home Goods,5,758.8,2024-07-02 04:37:14,Houston,2719
430,Tablet,Electronics,3,347.45,2024-05-14 08:05:28,Chicago,5041
431,Jeans,Apparel,5,369.98,2024-08-24 06:12:22,San Antonio,2031
432,Tablet,Electronics,4,974.16,2024-12-16 05:56:08,New York,8496
433,Coffee Mug,Home Goods,5,566.58,2024-07-05 07:11:57,Phoenix,2631
434,Headphones,Electronics,5,120.7,2024-06-26 16:23:18,Phoenix,8478
435,Lamp,Home Goods,5,730.53,2024-05-28 23:52:41,Phoenix,6537
436,Jeans,Apparel,1,114.97,2024-03-23 17:50:38,Dallas,5649
437,T-shirt,Apparel,1,749.62,2024-04-13 16:31:46,Houston,7134
438,Jacket,Apparel,1,655.84,2024-04-22 23:15:52,New York,4176
439,Shoes,Apparel,4,331.68,2024-10-05 19:06:55,San Antonio,5460
440,Tablet,Electronics,4,201.42,2024-06-05 14:25:28,Dallas,7279
441,Hat,Apparel,3,26.56,2024-06-20 23:01:29,San Antonio,1458
442,Shoes,Apparel,5,556.62,2024-10-19 23:31:58,San Antonio,6181
443,Jacket,Apparel,4,820.53,2024-09-22 03:08:51,Phoenix,1855
444,Pillow,Home Goods,3,974.84,2024-07-08 19:47:52,San Diego,9071
445,Coffee Mug,Home Goods,2,468.75,2024-06-17 14:24:13,San Antonio,1149
446,Blanket,Home Goods,3,51.31,2024-10-26 10:46:41,Chicago,2167
447,Laptop,Electronics,5,862.28,2024-08-13 01:33:39,San Diego,5698
448,T-shirt,Apparel,3,309.01,2024-12-05 13:58:50,Los Angeles,1026
449,Laptop,Electronics,4,774.74,2024-06-03 20:35:08,Chicago,3282
450,Smartphone,Electronics,5,349.85,2024-01-15 21:29:53,Chicago,4478
451,Smartphone,Electronics,2,294.5,2024-03-28 15:30:46,Chicago,7802
452,Tablet,Electronics,5,972.32,2024-01-21 21:44:55,San Diego,2116
453,Coffee Mug,Home Goods,4,683.94,2024-11-09 05:24:38,Phoenix,6987
454,Shoes,Apparel,3,843.79,2024-09-07 02:17:21,San Antonio,9716
455,Smartphone,Electronics,4,234.06,2024-10-01 10:53:43,Los Angeles,6611
456,Shoes,Apparel,2,851.91,2024-03-13 11:21:42,Houston,6422
457,Pillow,Home Goods,5,257.08,2024-04-03 20:07:56,Dallas,9350
458,Shoes,Apparel,1,576.59,2024-11-06 02:14:41,Los Angeles,1005
459,Coffee Mug,Home Goods,4,527.57,2024-09-02 05:40:01,Houston,9659
460,Headphones,Electronics,1,196.78,2024-01-10 20:21:26,San Diego,9819
461,Jeans,Apparel,2,348.27,2024-02-26 12:39:44,New York,9531
462,Shoes,Apparel,4,437.64,2024-02-02 12:12:49,Houston,8412
463,Jacket,Apparel,2,575.34,2024-10-16 08:05:04,Phoenix,5531
464,Laptop,Electronics,4,709.83,2024-06-21 20:26:16,Phoenix,3419
465,Chair,Home Goods,3,677.93,2024-04-08 23:41:14,Los Angeles,7508
466,Hat,Apparel,4,836.97,2024-07-19 10:00:23,Chicago,2986
467,Shoes,Apparel,3,735.8,2024-01-17 16:57:54,New York,6021
468,Lamp,Home Goods,2,816.92,2024-07-09 19:10:42,San Diego,3593
469,Blanket,Home Goods,3,596.42,2024-04-05 00:50:32,Chicago,8975
470,Jeans,Apparel,1,484.43,2024-01-03 15:02:21,Houston,9740
471,Shoes,Apparel,3,749.28,2024-01-28 18:56:36,Dallas,5247
472,Blanket,Home Goods,5,558.02,2024-06-02 14:48:41,Houston,7946
473,Jacket,Apparel,2,116.42,2024-12-10 00:08:47,San Diego,9734
474,Blanket,Home Goods,2,332.49,2024-03-24 20:48:16,Chicago,1695
475,Coffee Mug,Home Goods,2,762.94,2024-07-27 15:14:46,New York,3418
476,Hat,Apparel,4,927.51,2024-11-21 16:35:04,Dallas,1386
477,Pillow,Home Goods,5,900.27,2024-02-14 04:59:58,Chicago,8083
478,Camera,Electronics,3,391.02,2024-07-11 20:33:02,New York,6169
479,Tablet,Electronics,4,941.47,2024-07-05 13:12:25,Dallas,2945
480,Camera,Electronics,4,893.07,2024-06-23 11:23:39,San Antonio,5151
481,Shoes,Apparel,4,13.01,2024-12-20 19:00:20,San Antonio,2462
482,Smartphone,Electronics,2,284.4,2024-07-19 17:15:33,Los Angeles,5327
483,Hat,Apparel,2,992.17,2024-09-21 22:52:41,San Diego,1019
484,Tablet,Electronics,1,707.17,2024-04-24 08:41:14,Los Angeles,1457
485,Smartphone,Electronics,2,873.18,2024-07-29 15:14:10,San Antonio,9960
486,Jeans,Apparel,1,974.44,2024-06-16 05:43:05,New York,1425
487,Lamp,Home Goods,4,821.68,2024-05-13 17:36:54,Houston,4546
488,Lamp,Home Goods,5,512.27,2024-02-25 14:40:41,Chicago,5487
489,Jacket,Apparel,2,810.82,2024-12-11 17:02:19,San Antonio,8039
490,Jeans,Apparel,1,720.38,2024-08-05 12:14:33,Phoenix,3266
491,Hat,Apparel,1,830.17,2024-02-18 04:47:38,New York,5423
492,Chair,Home Goods,4,836.76,2024-06-03 17:13:46,San Diego,7260
493,T-shirt,Apparel,1,690.75,2024-09-03 13:22:50,Chicago,1531
494,Laptop,Electronics,2,480.79,2024-05-18 03:51:08,Los Angeles,7306
495,Camera,Electronics,3,191.15,2024-08-02 18:31:09,Houston,9300
496,Laptop,Electronics,5,957.43,2024-02-16 10:34:40,Phoenix,1865
497,Shoes,Apparel,3,829.17,2024-12-12 19:59:32,Chicago,8263
498,Coffee Mug,Home Goods,1,637.12,2024-09-25 07:34:37,San Antonio,8307
499,Jacket,Apparel,2,626.54,2024-03-31 15:29:39,Houston,6277
500,Jacket,Apparel,5,600.51,2024-08-19 03:25:51,New York,3739
501,Headphones,Electronics,2,178.33,2024-11-30 21:28:13,Houston,7409
502,Jeans,Apparel,3,883.58,2024-10-03 18:50:14,Chicago,7900
503,Blanket,Home Goods,2,321.57,2024-04-19 17:39:23,Phoenix,1769
504,Jeans,Apparel,5,202.19,2024-01-13 16:24:14,New York,1233
505,T-shirt,Apparel,2,455.37,2024-04-24 15:12:01,Dallas,7744
506,Jeans,Apparel,3,939.28,2024-03-29 17:40:45,San Diego,5637
507,Jeans,Apparel,3,877.7,2024-01-08 17:51:15,Phoenix,4752
508,Hat,Apparel,3,636.42,2024-04-15 08:50:16,Dallas,5227
509,T-shirt,Apparel,3,567.24,2024-02-03 13:03:32,Los Angeles,4081
510,Tablet,Electronics,5,105.47,2024-04-13 04:42:12,Phoenix,2528
511,Hat,Apparel,5,287.85,2024-10-17 15:51:02,Chicago,8842
512,T-shirt,Apparel,5,447.07,2024-08-19 14:50:03,San Antonio,3036
513,Hat,Apparel,5,534.88,2024-10-25 12:39:15,Chicago,5292
514,Jacket,Apparel,5,288.8,2024-11-13 05:33:09,New York,3282
515,Tablet,Electronics,2,241.35,2024-11-01 18:05:35,Houston,5451
516,Hat,Apparel,3,234.9,2024-09-07 08:59:33,San Antonio,7061
517,Blanket,Home Goods,2,59.02,2024-07-06 10:36:31,San Antonio,9721
518,Tablet,Electronics,3,416.73,2024-12-05 17:17:24,New York,3905
519,Coffee Mug,Home Goods,2,434.38,2024-11-05 16:04:39,Chicago,5869
520,Chair,Home Goods,5,690.43,2024-08-13 13:08:47,Dallas,3658
521,Hat,Apparel,3,862.27,2024-01-09 05:47:38,Phoenix,4412
522,Pillow,Home Goods,5,494.81,2024-07-09 13:06:05,Phoenix,6426
523,Chair,Home Goods,2,775.34,2024-02-07 00:12:44,San Antonio,9394
524,Pillow,Home Goods,2,829.05,2024-10-31 13:23:20,Houston,4038
525,Jeans,Apparel,4,669.72,2024-11-19 03:33:44,Los Angeles,6174
526,Pillow,Home Goods,2,259.15,2024-03-19 04:02:09,Houston,5718
527,Camera,Electronics,4,963.81,2024-05-25 15:36:54,San Diego,3830
528,T-shirt,Apparel,2,654.45,2024-09-23 01:19:56,Los Angeles,2624
529,Smartphone,Electronics,5,834.96,2024-05-02 20:08:03,Houston,1121
530,Blanket,Home Goods,2,720.82,2024-10-19 02:04:07,New York,6467
531,Pillow,Home Goods,1,283.75,2024-11-05 03:22:02,Dallas,5768
532,Jeans,Apparel,2,739.27,2024-03-25 16:33:51,Chicago,6403
533,Tablet,Electronics,4,560.14,2024-08-20 09:38:05,Phoenix,5040
534,Headphones,Electronics,5,828.32,2024-09-04 17:45:13,San Diego,3863
535,Coffee Mug,Home Goods,4,555.11,2024-08-21 10:12:13,Houston,3091
536,Lamp,Home Goods,3,758.35,2024-11-28 16:14:03,Dallas,4516
537,Laptop,Electronics,3,855.39,2024-08-31 13:58:49,New York,1352
538,Coffee Mug,Home Goods,4,663.44,2024-06-28 12:27:31,Chicago,6708
539,Coffee Mug,Home Goods,4,346.53,2024-07-22 10:35:52,San Antonio,2746
540,T-shirt,Apparel,5,644.06,2024-01-03 23:05:58,Houston,3358
541,Camera,Electronics,4,455.64,2024-07-02 06:53:05,New York,6544
542,Pillow,Home Goods,2,330.6,2024-09-18 12:38:18,San Antonio,7497
543,Shoes,Apparel,1,209.52,2024-03-27 15:32:49,Phoenix,5300
544,Laptop,Electronics,5,770.17,2024-07-30 12:02:49,New York,2598
545,Lamp,Home Goods,1,991.42,2024-04-13 08:35:57,San Antonio,5454
546,Tablet,Electronics,2,294.16,2024-05-17 14:00:40,San Diego,4924
547,Hat,Apparel,1,143.98,2024-09-29 05:39:59,Dallas,9671
548,Pillow,Home Goods,2,627.93,2024-05-28 23:05:34,Chicago,3374
549,Chair,Home Goods,2,150.02,2024-02-08 11:07:16,Dallas,8823
550,Tablet,Electronics,5,605.74,2024-06-11 14:29:32,Houston,7219
551,T-shirt,Apparel,2,760.37,2024-04-25 17:23:54,Chicago,1975
552,T-shirt,Apparel,5,905.85,2024-10-26 00:32:52,San Diego,1236
553,Smartphone,Electronics,4,42.84,2024-01-13 21:40:27,Dallas,6145
554,Blanket,Home Goods,4,466.83,2024-12-11 19:22:42,San Antonio,3015
555,Jeans,Apparel,3,495.88,2024-07-13 06:40:48,New York,9133
556,Jeans,Apparel,3,245.25,2024-01-17 16:15:23,San Diego,6521
557,Jacket,Apparel,3,989.46,2024-01-11 02:46:31,Phoenix,3478
558,Smartphone,Electronics,3,804.89,2024-04-28 10:07:30,San Diego,2467
559,Chair,Home Goods,5,822.27,2024-11-28 22:50:07,San Diego,4531
560,Jeans,Apparel,2,696.09,2024-11-11 16:56:11,Los Angeles,8865
561,Lamp,Home Goods,2,70.96,2024-06-30 14:41:07,New York,4000
562,Blanket,Home Goods,3,412.2,2024-09-27 19:42:02,Chicago,6311
563,Pillow,Home Goods,4,106.08,2024-04-19 04:53:44,New York,9634
564,Blanket,Home Goods,3,224.48,2024-05-06 17:16:25,Dallas,2309
565,Pillow,Home Goods,4,893.88,2024-09-26 12:46:59,Los Angeles,8727
566,Laptop,Electronics,4,620.64,2024-02-12 13:19:21,Los Angeles,4303
567,Coffee Mug,Home Goods,5,110.13,2024-08-26 18:01:46,Los Angeles,5471
568,Headphones,Electronics,4,980.35,2024-12-17 01:17:27,Houston,1263
569,Camera,Electronics,4,179.21,2024-05-08 14:40:29,Dallas,5662
570,Jeans,Apparel,3,481.84,2024-04-13 02:50:15,Los Angeles,5366
571,Pillow,Home Goods,3,89.33,2024-01-10 03:22:06,Los Angeles,8151
572,T-shirt,Apparel,2,462.21,2024-07-24 07:37:03,Los Angeles,9020
573,Tablet,Electronics,4,924.26,2024-03-17 10:48:40,Los Angeles,6318
574,Headphones,Electronics,3,945.51,2024-07-18 07:07:52,San Diego,6143
575,Jacket,Apparel,4,750.47,2024-05-04 16:50:59,Dallas,6059
576,Jacket,Apparel,1,384.06,2024-08-31 19:07:01,Houston,4096
577,Pillow,Home Goods,1,337.21,2024-02-15 08:34:29,Houston,9453
578,Pillow,Home Goods,4,724.41,2024-04-12 03:39:42,Houston,7145
579,Coffee Mug,Home Goods,5,726.84,2024-01-21 03:09:53,New York,6296
580,Hat,Apparel,4,80.69,2024-02-02 06:56:37,San Diego,8170
581,Headphones,Electronics,4,833.22,2024-04-24 02:12:38,San Diego,1462
582,Headphones,Electronics,5,603.34,2024-01-01 15:50:09,San Antonio,6300
583,Laptop,Electronics,5,337.24,2024-04-05 17:54:55,Phoenix,2602
584,Lamp,Home Goods,1,55.69,2024-08-23 23:04:21,Chicago,7234
585,Pillow,Home Goods,1,571.98,2024-07-08 10:33:49,Chicago,7702
586,Jeans,Apparel,5,888.53,2024-11-03 18:47:10,Chicago,6313
587,Chair,Home Goods,2,177.9,2024-03-24 19:56:13,Houston,3328
588,Pillow,Home Goods,5,899.76,2024-10-20 01:47:28,Phoenix,9486
589,Tablet,Electronics,3,390.06,2024-02-28 06:51:56,Dallas,5258
590,Smartphone,Electronics,5,550.69,2024-05-26 20:41:43,Houston,1457
591,Hat,Apparel,4,878.14,2024-05-14 06:53:29,San Antonio,6226
592,Tablet,Electronics,3,56.66,2024-02-19 01:51:37,Chicago,2582
593,Coffee Mug,Home Goods,2,798.1,2024-07-29 11:03:48,San Diego,2332
594,Hat,Apparel,3,241.64,2024-05-15 16:13:50,Los Angeles,6527
595,Camera,Electronics,5,903.71,2024-07-10 12:22:53,Chicago,9479
596,Laptop,Electronics,1,686.14,2024-12-04 06:35:35,Chicago,8227
597,T-shirt,Apparel,5,138.44,2024-04-16 12:20:54,Dallas,6961
598,Tablet,Electronics,3,898.5,2024-08-26 16:12:27,Los Angeles,9247
599,Camera,Electronics,3,214.49,2024-05-29 12:26:13,Chicago,8471
600,Chair,Home Goods,1,705.01,2024-02-17 21:28:23,Dallas,8882
601,T-shirt,Apparel,1,365.96,2024-04-09 22:38:43,Los Angeles,7200
602,Jeans,Apparel,2,971.68,2024-08-17 04:21:27,Houston,7874
603,Chair,Home Goods,3,913.89,2024-05-11 22:38:23,Phoenix,2061
604,Smartphone,Electronics,5,714.96,2024-08-30 09:46:46,Los Angeles,3297
605,Pillow,Home Goods,2,589.44,2024-06-30 18:45:44,Chicago,6901
606,Tablet,Electronics,2,418.91,2024-12-07 15:39:08,Houston,2353
607,Shoes,Apparel,5,226.24,2024-07-25 05:26:51,Houston,9780
608,Shoes,Apparel,2,541.78,2024-04-06 21:06:13,Dallas,4105
609,Coffee Mug,Home Goods,2,508.14,2024-08-11 14:26:40,Houston,9299
610,Coffee Mug,Home Goods,5,343.29,2024-01-10 03:14:43,Phoenix,1821
611,Chair,Home Goods,2,562.45,2024-05-04 08:13:13,Chicago,7962
612,T-shirt,Apparel,1,873.66,2024-10-09 20:15:18,Phoenix,4464
613,Blanket,Home Goods,2,625.21,2024-06-18 10:29:11,Phoenix,9431
614,T-shirt,Apparel,3,746.4,2024-06-03 03:39:56,Phoenix,7525
615,Laptop,Electronics,2,410.77,2024-05-02 10:49:24,Los Angeles,5226
616,Laptop,Electronics,4,348.77,2024-09-10 10:20:02,Los Angeles,3408
617,Hat,Apparel,1,526.05,2024-10-16 19:24:50,Phoenix,8412
618,Tablet,Electronics,2,603.11,2024-10-09 20:13:14,Chicago,5171
619,Shoes,Apparel,2,960.87,2024-07-30 14:13:31,Phoenix,3112
620,Chair,Home Goods,3,177.93,2024-07-15 22:40:17,Houston,7119
621,Pillow,Home Goods,3,518.93,2024-01-18 14:49:22,Houston,7973
622,Jacket,Apparel,4,439.41,2024-09-13 15:31:51,Los Angeles,3969
623,Lamp,Home Goods,5,229.37,2024-03-18 23:26:27,Los Angeles,6184
624,Smartphone,Electronics,3,130.46,2024-07-28 09:27:01,Dallas,4565
625,Tablet,Electronics,5,244.6,2024-01-01 03:49:39,San Diego,9628
626,Hat,Apparel,4,391.35,2024-12-16 04:46:54,Dallas,3277
627,T-shirt,Apparel,3,88.14,2024-02-06 00:56:06,Houston,1126
628,Smartphone,Electronics,1,653.74,2024-09-17 06:04:03,Los Angeles,4091
629,Jeans,Apparel,3,848.1,2024-05-20 03:15:36,Los Angeles,3081
630,Blanket,Home Goods,2,49.39,2024-01-18 19:33:31,Houston,3555
631,Pillow,Home Goods,1,46.25,2024-10-26 17:57:20,San Diego,6782
632,Jacket,Apparel,5,213.6,2024-12-14 18:48:33,Los Angeles,2072
633,Smartphone,Electronics,3,558.19,2024-07-07 10:27:28,Dallas,6109
634,Jacket,Apparel,1,190.31,2024-02-20 10:49:23,San Antonio,1512
635,Camera,Electronics,3,782.16,2024-07-08 16:34:31,San Antonio,4989
636,Coffee Mug,Home Goods,4,943.1,2024-02-21 05:55:12,Los Angeles,3660
637,Jacket,Apparel,1,515.47,2024-05-06 22:41:10,Los Angeles,4141
638,Smartphone,Electronics,1,11.61,2024-10-13 13:47:07,San Antonio,5466
639,Lamp,Home Goods,2,312.41,2024-05-20 03:51:16,San Antonio,7930
640,Coffee Mug,Home Goods,4,999.86,2024-12-10 08:38:35,Dallas,6077
641,Headphones,Electronics,2,420.14,2024-04-04 13:17:13,Dallas,5648
642,Headphones,Electronics,2,375.02,2024-06-12 21:31:13,Phoenix,1004
643,Lamp,Home Goods,3,891.94,2024-08-19 05:01:56,Phoenix,5216
644,Headphones,Electronics,1,552.29,2024-09-08 09:55:44,San Diego,7657
645,Blanket,Home Goods,4,224.78,2024-06-12 09:06:21,San Diego,7881
646,T-shirt,Apparel,5,839.4,2024-09-10 16:16:39,Dallas,9905
647,Headphones,Electronics,5,590.7,2024-11-12 19:15:21,Houston,6456
648,Coffee Mug,Home Goods,5,54.13,2024-07-06 13:34:37,Dallas,3812
649,Chair,Home Goods,3,243.49,2024-11-04 09:40:00,Phoenix,7591
650,Jacket,Apparel,2,733.54,2024-03-01 10:24:49,Houston,7459
651,Smartphone,Electronics,3,204.24,2024-03-28 13:58:49,Dallas,9561
652,Pillow,Home Goods,3,180.3,2024-03-28 22:18:03,San Diego,1707
653,Hat,Apparel,3,826.93,2024-02-21 06:45:38,Houston,7958
654,Blanket,Home Goods,1,665.77,2024-08-27 12:27:04,Chicago,5963
655,Pillow,Home Goods,1,360.3,2024-08-08 17:39:10,San Diego,2054
656,Tablet,Electronics,4,404.79,2024-06-26 09:57:30,New York,5900
657,T-shirt,Apparel,2,143.99,2024-07-28 07:50:06,Los Angeles,8035
658,Lamp,Home Goods,1,20.89,2024-06-08 08:17:09,Houston,4535
659,Lamp,Home Goods,5,539.53,2024-10-06 08:12:46,Phoenix,1334
660,Jeans,Apparel,4,416.76,2024-04-13 16:46:34,Phoenix,1419
661,Hat,Apparel,1,418.98,2024-05-23 12:43:23,San Diego,3162
662,Jeans,Apparel,3,130.49,2024-09-11 15:33:23,Dallas,1009
663,Shoes,Apparel,3,624.5,2024-01-30 10:23:20,New York,3114
664,Camera,Electronics,1,698.06,2024-03-06 02:35:46,San Diego,7186
665,Jacket,Apparel,5,742.93,2024-01-01 00:13:11,Los Angeles,5520
666,Hat,Apparel,2,212.0,2024-08-13 15:09:00,Dallas,1382
667,Jacket,Apparel,3,480.97,2024-01-03 19:51:38,San Antonio,6655
668,Lamp,Home Goods,3,602.21,2024-03-02 05:16:59,Phoenix,5101
669,Tablet,Electronics,5,537.56,2024-11-26 10:17:49,Los Angeles,2273
670,Jeans,Apparel,3,936.13,2024-09-04 17:25:56,Chicago,7196
671,Lamp,Home Goods,1,637.23,2024-09-26 04:26:29,Los Angeles,2694
672,Shoes,Apparel,1,566.32,2024-02-10 21:58:14,Houston,9890
673,Headphones,Electronics,2,715.2,2024-04-05 06:50:34,Los Angeles,1066
674,Lamp,Home Goods,2,118.17,2024-05-20 01:06:37,San Diego,5147
675,Camera,Electronics,3,478.04,2024-10-23 21:30:07,Phoenix,5230
676,Camera,Electronics,2,303.33,2024-09-08 23:21:31,Houston,5680
677,Chair,Home Goods,2,116.17,2024-09-14 23:53:35,Houston,9310
678,T-shirt,Apparel,2,788.41,2024-02-01 03:40:06,Houston,3257
679,Headphones,Electronics,3,248.46,2024-01-05 07:56:34,San Diego,2787
680,Blanket,Home Goods,2,30.15,2024-06-29 22:29:02,San Antonio,2608
681,Jacket,Apparel,3,520.88,2024-07-12 09:30:24,San Diego,3878
682,Jeans,Apparel,3,946.99,2024-07-02 21:30:02,San Diego,3700
683,Smartphone,Electronics,3,747.04,2024-09-12 02:55:54,Dallas,2652
684,Chair,Home Goods,3,40.61,2024-06-09 21:32:43,San Antonio,1463
685,Blanket,Home Goods,5,904.38,2024-11-09 15:49:54,San Diego,6436
686,Tablet,Electronics,3,837.66,2024-06-10 04:28:25,San Diego,2183
687,T-shirt,Apparel,2,498.13,2024-09-28 12:22:52,Phoenix,7546
688,Coffee Mug,Home Goods,3,587.56,2024-01-07 08:39:42,Houston,7366
689,Jeans,Apparel,2,289.21,2024-01-05 00:21:52,Los Angeles,3432
690,Pillow,Home Goods,5,983.52,2024-10-14 20:18:43,Los Angeles,5032
691,Smartphone,Electronics,1,779.76,2024-02-01 18:33:46,New York,8055
692,T-shirt,Apparel,3,831.48,2024-01-23 00:51:42,San Diego,4200
693,Shoes,Apparel,1,108.28,2024-04-04 03:55:08,Chicago,3918
694,Tablet,Electronics,4,335.64,2024-11-19 17:40:24,New York,7564
695,Camera,Electronics,5,233.85,2024-09-06 15:48:42,New York,5581
696,Lamp,Home Goods,4,487.32,2024-08-20 03:17:40,New York,1090
697,T-shirt,Apparel,3,272.53,2024-05-16 02:17:11,San Antonio,6922
698,Blanket,Home Goods,1,79.77,2024-11-26 09:58:25,Phoenix,1169
699,Jacket,Apparel,1,351.19,2024-04-21 22:33:45,Houston,7094
700,T-shirt,Apparel,1,411.39,2024-03-14 07:18:24,Chicago,4292
701,Blanket,Home Goods,4,503.77,2024-07-22 00:01:33,New York,1813
702,Pillow,Home Goods,2,203.38,2024-08-31 16:00:24,Phoenix,1115
703,Smartphone,Electronics,2,145.09,2024-10-09 14:18:02,Los Angeles,3111
